Campus,Location,Student Path,Entry Status,HEGIS at Exit,Major at Exit,NAICS,Industry of Employment,# of Students Found 5 Years After Exit,Median Annual Earnings 5 Years After Exit,Average Annual Earnings 5 Years After Exit
70,Northridge,2,FTF,4111,Microbiology,72,Accommodation & Food Services,,,
70,Northridge,2,FTF,4111,Microbiology,81,Other Services,,,
70,Northridge,2,FTF,4111,Microbiology,,Wages - No NAICS Code,,,
70,Northridge,2,FTF,4141,Biochemistry,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,4141,Biochemistry,23,Construction,,,
70,Northridge,2,FTF,4141,Biochemistry,31-33,Manufacturing,5,"$37,497","$40,106"
70,Northridge,2,FTF,4141,Biochemistry,42,Wholesale Trade,,,
70,Northridge,2,FTF,4141,Biochemistry,44-45,Retail Trade,15,"$22,016","$30,268"
70,Northridge,2,FTF,4141,Biochemistry,51,Information,,,
70,Northridge,2,FTF,4141,Biochemistry,52,Finance & Insurance,,,
70,Northridge,2,FTF,4141,Biochemistry,54,"Professional, Scientific, & Technical Skills",5,"$35,523","$45,284"
70,Northridge,2,FTF,4141,Biochemistry,56,Admin & Support & Waste Mgmt & Remediation,5,"$24,751","$32,994"
70,Northridge,2,FTF,4141,Biochemistry,61,Educational Services,,,
70,Northridge,2,FTF,4141,Biochemistry,62,Health Care & Social Assistance,14,"$19,740","$24,832"
70,Northridge,2,FTF,4141,Biochemistry,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,2,FTF,4141,Biochemistry,72,Accommodation & Food Services,12,"$16,966","$16,067"
70,Northridge,2,FTF,4141,Biochemistry,81,Other Services,,,
70,Northridge,2,FTF,4141,Biochemistry,92,Government,,,
70,Northridge,2,FTF,4141,Biochemistry,,Wages - No NAICS Code,11,"$5,438","$10,960"
70,Northridge,2,FTF,4152,Biomedical Physics,44-45,Retail Trade,,,
70,Northridge,2,FTF,4152,Biomedical Physics,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,2,FTF,4152,Biomedical Physics,62,Health Care & Social Assistance,,,
70,Northridge,2,FTF,4171,Cell and Molecular Biology,31-33,Manufacturing,,,
70,Northridge,2,FTF,4171,Cell and Molecular Biology,44-45,Retail Trade,14,"$21,606","$25,811"
70,Northridge,2,FTF,4171,Cell and Molecular Biology,52,Finance & Insurance,,,
70,Northridge,2,FTF,4171,Cell and Molecular Biology,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,2,FTF,4171,Cell and Molecular Biology,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,2,FTF,4171,Cell and Molecular Biology,62,Health Care & Social Assistance,8,"$18,999","$22,912"
70,Northridge,2,FTF,4171,Cell and Molecular Biology,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,2,FTF,4171,Cell and Molecular Biology,72,Accommodation & Food Services,5,"$9,181","$11,518"
70,Northridge,2,FTF,4171,Cell and Molecular Biology,81,Other Services,,,
70,Northridge,2,FTF,4171,Cell and Molecular Biology,92,Government,,,
70,Northridge,2,FTF,4171,Cell and Molecular Biology,,Wages - No NAICS Code,,,
70,Northridge,2,FTF,4201,Environmental Biology & Ecology,31-33,Manufacturing,,,
70,Northridge,2,FTF,4201,Environmental Biology & Ecology,44-45,Retail Trade,,,
70,Northridge,2,FTF,4201,Environmental Biology & Ecology,51,Information,,,
70,Northridge,2,FTF,4201,Environmental Biology & Ecology,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,2,FTF,4201,Environmental Biology & Ecology,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,2,FTF,4201,Environmental Biology & Ecology,61,Educational Services,,,
70,Northridge,2,FTF,4201,Environmental Biology & Ecology,62,Health Care & Social Assistance,,,
70,Northridge,2,FTF,4201,Environmental Biology & Ecology,92,Government,,,
70,Northridge,2,FTF,5011,Business Administration,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,5011,Business Administration,22,Utilities,,,
70,Northridge,2,FTF,5011,Business Administration,23,Construction,26,"$27,829","$37,109"
70,Northridge,2,FTF,5011,Business Administration,31-33,Manufacturing,31,"$37,800","$44,196"
70,Northridge,2,FTF,5011,Business Administration,42,Wholesale Trade,43,"$34,036","$35,894"
70,Northridge,2,FTF,5011,Business Administration,44-45,Retail Trade,132,"$26,637","$32,674"
70,Northridge,2,FTF,5011,Business Administration,48-49,Transportation & Warehousing,25,"$30,934","$32,216"
70,Northridge,2,FTF,5011,Business Administration,51,Information,40,"$36,683","$42,375"
70,Northridge,2,FTF,5011,Business Administration,52,Finance & Insurance,115,"$39,619","$42,529"
70,Northridge,2,FTF,5011,Business Administration,53,Real Estate & Rental & Leasing,24,"$34,084","$35,790"
70,Northridge,2,FTF,5011,Business Administration,54,"Professional, Scientific, & Technical Skills",55,"$30,702","$31,875"
70,Northridge,2,FTF,5011,Business Administration,55,Management of Companies & Enterprises,,,
70,Northridge,2,FTF,5011,Business Administration,56,Admin & Support & Waste Mgmt & Remediation,78,"$24,908","$28,031"
70,Northridge,2,FTF,5011,Business Administration,61,Educational Services,29,"$21,667","$25,644"
70,Northridge,2,FTF,5011,Business Administration,62,Health Care & Social Assistance,69,"$29,755","$31,463"
70,Northridge,2,FTF,5011,Business Administration,71,"Arts, Entertainment, & Recreation",14,"$35,177","$35,652"
70,Northridge,2,FTF,5011,Business Administration,72,Accommodation & Food Services,77,"$19,973","$21,847"
70,Northridge,2,FTF,5011,Business Administration,81,Other Services,24,"$14,941","$18,873"
70,Northridge,2,FTF,5011,Business Administration,92,Government,16,"$29,883","$37,428"
70,Northridge,2,FTF,5011,Business Administration,,Wages - No NAICS Code,70,"$3,464","$10,608"
70,Northridge,2,FTF,5012,Business Education,42,Wholesale Trade,,,
70,Northridge,2,FTF,5012,Business Education,51,Information,,,
70,Northridge,2,FTF,5012,Business Education,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,2,FTF,5012,Business Education,62,Health Care & Social Assistance,,,
70,Northridge,2,FTF,5021,Accounting,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,5021,Accounting,22,Utilities,,,
70,Northridge,2,FTF,5021,Accounting,23,Construction,8,"$29,045","$33,936"
70,Northridge,2,FTF,5021,Accounting,31-33,Manufacturing,9,"$44,814","$49,118"
70,Northridge,2,FTF,5021,Accounting,42,Wholesale Trade,12,"$25,599","$32,267"
70,Northridge,2,FTF,5021,Accounting,44-45,Retail Trade,45,"$25,388","$27,692"
70,Northridge,2,FTF,5021,Accounting,48-49,Transportation & Warehousing,5,"$30,376","$29,712"
70,Northridge,2,FTF,5021,Accounting,51,Information,8,"$26,992","$32,918"
70,Northridge,2,FTF,5021,Accounting,52,Finance & Insurance,40,"$41,786","$42,386"
70,Northridge,2,FTF,5021,Accounting,53,Real Estate & Rental & Leasing,8,"$47,978","$48,013"
70,Northridge,2,FTF,5021,Accounting,54,"Professional, Scientific, & Technical Skills",19,"$39,010","$38,533"
70,Northridge,2,FTF,5021,Accounting,55,Management of Companies & Enterprises,,,
70,Northridge,2,FTF,5021,Accounting,56,Admin & Support & Waste Mgmt & Remediation,24,"$36,621","$42,461"
70,Northridge,2,FTF,5021,Accounting,61,Educational Services,9,"$16,578","$28,348"
70,Northridge,2,FTF,5021,Accounting,62,Health Care & Social Assistance,18,"$33,456","$31,597"
70,Northridge,2,FTF,5021,Accounting,72,Accommodation & Food Services,22,"$18,697","$19,481"
70,Northridge,2,FTF,5021,Accounting,81,Other Services,6,"$35,766","$35,108"
70,Northridge,2,FTF,5021,Accounting,99,Non-Classified,,,
70,Northridge,2,FTF,5021,Accounting,92,Government,8,"$39,195","$32,361"
70,Northridge,2,FTF,5021,Accounting,,Wages - No NAICS Code,20,"$4,634","$11,250"
70,Northridge,2,FTF,5041,Finance,23,Construction,,,
70,Northridge,2,FTF,5041,Finance,31-33,Manufacturing,,,
70,Northridge,2,FTF,5041,Finance,42,Wholesale Trade,,,
70,Northridge,2,FTF,5041,Finance,44-45,Retail Trade,10,"$19,357","$26,912"
70,Northridge,2,FTF,5041,Finance,48-49,Transportation & Warehousing,,,
70,Northridge,2,FTF,5041,Finance,51,Information,,,
70,Northridge,2,FTF,5041,Finance,52,Finance & Insurance,17,"$51,530","$70,825"
70,Northridge,2,FTF,5041,Finance,54,"Professional, Scientific, & Technical Skills",5,"$44,804","$49,110"
70,Northridge,2,FTF,5041,Finance,55,Management of Companies & Enterprises,,,
70,Northridge,2,FTF,5041,Finance,56,Admin & Support & Waste Mgmt & Remediation,11,"$24,180","$29,969"
70,Northridge,2,FTF,5041,Finance,61,Educational Services,,,
70,Northridge,2,FTF,5041,Finance,62,Health Care & Social Assistance,6,"$8,892","$16,072"
70,Northridge,2,FTF,5041,Finance,72,Accommodation & Food Services,5,"$12,664","$19,393"
70,Northridge,2,FTF,5041,Finance,81,Other Services,,,
70,Northridge,2,FTF,5041,Finance,92,Government,,,
70,Northridge,2,FTF,5041,Finance,,Wages - No NAICS Code,5,"$5,133","$5,293"
70,Northridge,2,FTF,5061,Management,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,5061,Management,23,Construction,16,"$27,228","$45,128"
70,Northridge,2,FTF,5061,Management,31-33,Manufacturing,14,"$46,163","$43,710"
70,Northridge,2,FTF,5061,Management,42,Wholesale Trade,20,"$40,544","$40,594"
70,Northridge,2,FTF,5061,Management,44-45,Retail Trade,94,"$28,135","$32,901"
70,Northridge,2,FTF,5061,Management,48-49,Transportation & Warehousing,8,"$19,249","$20,250"
70,Northridge,2,FTF,5061,Management,51,Information,18,"$38,422","$37,110"
70,Northridge,2,FTF,5061,Management,52,Finance & Insurance,57,"$38,063","$45,954"
70,Northridge,2,FTF,5061,Management,53,Real Estate & Rental & Leasing,12,"$33,609","$31,903"
70,Northridge,2,FTF,5061,Management,54,"Professional, Scientific, & Technical Skills",30,"$34,692","$36,698"
70,Northridge,2,FTF,5061,Management,56,Admin & Support & Waste Mgmt & Remediation,34,"$19,185","$23,400"
70,Northridge,2,FTF,5061,Management,61,Educational Services,23,"$13,292","$16,826"
70,Northridge,2,FTF,5061,Management,62,Health Care & Social Assistance,34,"$26,494","$26,711"
70,Northridge,2,FTF,5061,Management,71,"Arts, Entertainment, & Recreation",14,"$22,751","$20,573"
70,Northridge,2,FTF,5061,Management,72,Accommodation & Food Services,51,"$18,919","$21,413"
70,Northridge,2,FTF,5061,Management,81,Other Services,17,"$19,465","$23,766"
70,Northridge,2,FTF,5061,Management,99,Non-Classified,,,
70,Northridge,2,FTF,5061,Management,92,Government,6,"$78,966","$82,813"
70,Northridge,2,FTF,5061,Management,,Wages - No NAICS Code,23,"$2,261","$3,610"
70,Northridge,2,FTF,5062,Management,52,Finance & Insurance,,,
70,Northridge,2,FTF,5064,Production and Operations Management,48-49,Transportation & Warehousing,,,
70,Northridge,2,FTF,5064,Production and Operations Management,52,Finance & Insurance,,,
70,Northridge,2,FTF,5072,Management Systems Analysis / Operations Research,23,Construction,,,
70,Northridge,2,FTF,5072,Management Systems Analysis / Operations Research,44-45,Retail Trade,,,
70,Northridge,2,FTF,5072,Management Systems Analysis / Operations Research,51,Information,,,
70,Northridge,2,FTF,5072,Management Systems Analysis / Operations Research,52,Finance & Insurance,,,
70,Northridge,2,FTF,5072,Management Systems Analysis / Operations Research,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,2,FTF,5072,Management Systems Analysis / Operations Research,61,Educational Services,,,
70,Northridge,2,FTF,5072,Management Systems Analysis / Operations Research,62,Health Care & Social Assistance,,,
70,Northridge,2,FTF,5072,Management Systems Analysis / Operations Research,72,Accommodation & Food Services,,,
70,Northridge,2,FTF,5072,Management Systems Analysis / Operations Research,,Wages - No NAICS Code,,,
70,Northridge,2,FTF,5091,Marketing,22,Utilities,,,
70,Northridge,2,FTF,5091,Marketing,23,Construction,,,
70,Northridge,2,FTF,5091,Marketing,31-33,Manufacturing,5,"$44,253","$34,642"
70,Northridge,2,FTF,5091,Marketing,42,Wholesale Trade,15,"$38,508","$37,857"
70,Northridge,2,FTF,5091,Marketing,44-45,Retail Trade,63,"$28,532","$29,433"
70,Northridge,2,FTF,5091,Marketing,48-49,Transportation & Warehousing,8,"$29,535","$31,049"
70,Northridge,2,FTF,5091,Marketing,51,Information,18,"$43,633","$47,841"
70,Northridge,2,FTF,5091,Marketing,52,Finance & Insurance,29,"$38,247","$41,860"
70,Northridge,2,FTF,5091,Marketing,53,Real Estate & Rental & Leasing,,,
70,Northridge,2,FTF,5091,Marketing,54,"Professional, Scientific, & Technical Skills",19,"$37,363","$189,156"
70,Northridge,2,FTF,5091,Marketing,55,Management of Companies & Enterprises,,,
70,Northridge,2,FTF,5091,Marketing,56,Admin & Support & Waste Mgmt & Remediation,20,"$16,716","$24,342"
70,Northridge,2,FTF,5091,Marketing,61,Educational Services,14,"$20,567","$20,534"
70,Northridge,2,FTF,5091,Marketing,62,Health Care & Social Assistance,15,"$19,440","$26,716"
70,Northridge,2,FTF,5091,Marketing,71,"Arts, Entertainment, & Recreation",8,"$20,540","$53,800"
70,Northridge,2,FTF,5091,Marketing,72,Accommodation & Food Services,29,"$23,221","$23,009"
70,Northridge,2,FTF,5091,Marketing,81,Other Services,8,"$19,987","$23,430"
70,Northridge,2,FTF,5091,Marketing,99,Non-Classified,5,"$15,388","$15,445"
70,Northridge,2,FTF,5091,Marketing,92,Government,,,
70,Northridge,2,FTF,5091,Marketing,,Wages - No NAICS Code,12,"$7,144","$15,499"
70,Northridge,2,FTF,5111,Real Estate,23,Construction,5,"$24,022","$39,079"
70,Northridge,2,FTF,5111,Real Estate,31-33,Manufacturing,,,
70,Northridge,2,FTF,5111,Real Estate,42,Wholesale Trade,,,
70,Northridge,2,FTF,5111,Real Estate,44-45,Retail Trade,17,"$14,989","$19,054"
70,Northridge,2,FTF,5111,Real Estate,48-49,Transportation & Warehousing,,,
70,Northridge,2,FTF,5111,Real Estate,51,Information,,,
70,Northridge,2,FTF,5111,Real Estate,52,Finance & Insurance,10,"$39,450","$38,436"
70,Northridge,2,FTF,5111,Real Estate,53,Real Estate & Rental & Leasing,,,
70,Northridge,2,FTF,5111,Real Estate,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,2,FTF,5111,Real Estate,56,Admin & Support & Waste Mgmt & Remediation,6,"$21,534","$22,803"
70,Northridge,2,FTF,5111,Real Estate,61,Educational Services,,,
70,Northridge,2,FTF,5111,Real Estate,62,Health Care & Social Assistance,,,
70,Northridge,2,FTF,5111,Real Estate,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,2,FTF,5111,Real Estate,72,Accommodation & Food Services,,,
70,Northridge,2,FTF,5111,Real Estate,81,Other Services,,,
70,Northridge,2,FTF,5111,Real Estate,92,Government,,,
70,Northridge,2,FTF,5111,Real Estate,,Wages - No NAICS Code,,,
70,Northridge,2,FTF,5131,International Business,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,5131,International Business,23,Construction,,,
70,Northridge,2,FTF,5131,International Business,31-33,Manufacturing,,,
70,Northridge,2,FTF,5131,International Business,42,Wholesale Trade,,,
70,Northridge,2,FTF,5131,International Business,44-45,Retail Trade,12,"$9,834","$19,434"
70,Northridge,2,FTF,5131,International Business,48-49,Transportation & Warehousing,,,
70,Northridge,2,FTF,5131,International Business,51,Information,,,
70,Northridge,2,FTF,5131,International Business,52,Finance & Insurance,10,"$38,289","$37,332"
70,Northridge,2,FTF,5131,International Business,53,Real Estate & Rental & Leasing,,,
70,Northridge,2,FTF,5131,International Business,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,2,FTF,5131,International Business,56,Admin & Support & Waste Mgmt & Remediation,7,"$28,003","$37,121"
70,Northridge,2,FTF,5131,International Business,61,Educational Services,,,
70,Northridge,2,FTF,5131,International Business,62,Health Care & Social Assistance,7,"$33,185","$40,160"
70,Northridge,2,FTF,5131,International Business,72,Accommodation & Food Services,,,
70,Northridge,2,FTF,5131,International Business,81,Other Services,,,
70,Northridge,2,FTF,5131,International Business,92,Government,,,
70,Northridge,2,FTF,5131,International Business,,Wages - No NAICS Code,,,
70,Northridge,2,FTF,5151,Human Resources/Personnel Management,23,Construction,,,
70,Northridge,2,FTF,5151,Human Resources/Personnel Management,44-45,Retail Trade,,,
70,Northridge,2,FTF,5151,Human Resources/Personnel Management,51,Information,,,
70,Northridge,2,FTF,5151,Human Resources/Personnel Management,52,Finance & Insurance,,,
70,Northridge,2,FTF,5151,Human Resources/Personnel Management,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,2,FTF,5151,Human Resources/Personnel Management,61,Educational Services,,,
70,Northridge,2,FTF,5151,Human Resources/Personnel Management,62,Health Care & Social Assistance,,,
70,Northridge,2,FTF,5151,Human Resources/Personnel Management,72,Accommodation & Food Services,,,
70,Northridge,2,FTF,5151,Human Resources/Personnel Management,,Wages - No NAICS Code,,,
70,Northridge,2,FTF,5995,Business Law,23,Construction,,,
70,Northridge,2,FTF,5995,Business Law,31-33,Manufacturing,,,
70,Northridge,2,FTF,5995,Business Law,42,Wholesale Trade,,,
70,Northridge,2,FTF,5995,Business Law,44-45,Retail Trade,,,
70,Northridge,2,FTF,5995,Business Law,52,Finance & Insurance,,,
70,Northridge,2,FTF,5995,Business Law,53,Real Estate & Rental & Leasing,,,
70,Northridge,2,FTF,5995,Business Law,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,2,FTF,5995,Business Law,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,2,FTF,5995,Business Law,62,Health Care & Social Assistance,,,
70,Northridge,2,FTF,5995,Business Law,72,Accommodation & Food Services,,,
70,Northridge,2,FTF,5995,Business Law,92,Government,,,
70,Northridge,2,FTF,5995,Business Law,,Wages - No NAICS Code,,,
70,Northridge,2,FTF,06021 + 06022,Journalism,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,06021 + 06022,Journalism,21,Mining,,,
70,Northridge,2,FTF,06021 + 06022,Journalism,22,Utilities,,,
70,Northridge,2,FTF,06021 + 06022,Journalism,23,Construction,,,
70,Northridge,2,FTF,06021 + 06022,Journalism,31-33,Manufacturing,10,"$19,110","$23,574"
70,Northridge,2,FTF,06021 + 06022,Journalism,42,Wholesale Trade,16,"$31,206","$30,193"
70,Northridge,2,FTF,06021 + 06022,Journalism,44-45,Retail Trade,46,"$15,937","$20,610"
70,Northridge,2,FTF,06021 + 06022,Journalism,48-49,Transportation & Warehousing,5,"$26,405","$27,261"
70,Northridge,2,FTF,06021 + 06022,Journalism,51,Information,13,"$31,480","$40,610"
70,Northridge,2,FTF,06021 + 06022,Journalism,52,Finance & Insurance,17,"$37,633","$37,854"
70,Northridge,2,FTF,06021 + 06022,Journalism,53,Real Estate & Rental & Leasing,5,"$27,669","$39,630"
70,Northridge,2,FTF,06021 + 06022,Journalism,54,"Professional, Scientific, & Technical Skills",11,"$47,733","$35,443"
70,Northridge,2,FTF,06021 + 06022,Journalism,55,Management of Companies & Enterprises,,,
70,Northridge,2,FTF,06021 + 06022,Journalism,56,Admin & Support & Waste Mgmt & Remediation,19,"$27,053","$29,326"
70,Northridge,2,FTF,06021 + 06022,Journalism,61,Educational Services,16,"$17,288","$19,448"
70,Northridge,2,FTF,06021 + 06022,Journalism,62,Health Care & Social Assistance,14,"$25,781","$27,397"
70,Northridge,2,FTF,06021 + 06022,Journalism,71,"Arts, Entertainment, & Recreation",7,"$33,553","$35,185"
70,Northridge,2,FTF,06021 + 06022,Journalism,72,Accommodation & Food Services,27,"$24,124","$25,136"
70,Northridge,2,FTF,06021 + 06022,Journalism,81,Other Services,7,"$11,873","$22,488"
70,Northridge,2,FTF,06021 + 06022,Journalism,92,Government,7,"$39,817","$37,233"
70,Northridge,2,FTF,06021 + 06022,Journalism,,Wages - No NAICS Code,23,"$1,668","$6,989"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,23,Construction,10,"$32,583","$34,938"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,31-33,Manufacturing,13,"$40,150","$34,428"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,42,Wholesale Trade,5,"$38,807","$39,911"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,44-45,Retail Trade,83,"$20,245","$24,749"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,48-49,Transportation & Warehousing,15,"$27,160","$25,132"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,51,Information,94,"$31,122","$38,160"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,52,Finance & Insurance,31,"$34,850","$40,110"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,53,Real Estate & Rental & Leasing,12,"$36,167","$39,882"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,54,"Professional, Scientific, & Technical Skills",39,"$29,061","$29,887"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,55,Management of Companies & Enterprises,,,
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,56,Admin & Support & Waste Mgmt & Remediation,36,"$23,010","$25,015"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,61,Educational Services,14,"$15,626","$25,803"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,62,Health Care & Social Assistance,34,"$26,099","$27,359"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,71,"Arts, Entertainment, & Recreation",15,"$12,920","$23,025"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,72,Accommodation & Food Services,49,"$15,126","$19,223"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,81,Other Services,6,"$15,148","$23,031"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,99,Non-Classified,,,
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,92,Government,5,"$18,647","$21,600"
70,Northridge,2,FTF,6031,Radio/Television/Broadcast,,Wages - No NAICS Code,42,"$5,366","$10,581"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,23,Construction,9,"$51,850","$56,424"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,31-33,Manufacturing,19,"$29,465","$37,980"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,42,Wholesale Trade,16,"$26,643","$27,638"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,44-45,Retail Trade,69,"$26,400","$37,481"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,48-49,Transportation & Warehousing,11,"$22,648","$27,904"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,51,Information,33,"$39,121","$47,286"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,52,Finance & Insurance,31,"$39,316","$40,830"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,53,Real Estate & Rental & Leasing,,,
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,54,"Professional, Scientific, & Technical Skills",33,"$46,935","$53,577"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,55,Management of Companies & Enterprises,,,
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,56,Admin & Support & Waste Mgmt & Remediation,30,"$33,542","$34,158"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,61,Educational Services,10,"$23,970","$23,544"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,62,Health Care & Social Assistance,16,"$31,566","$37,385"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,72,Accommodation & Food Services,24,"$16,576","$22,017"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,81,Other Services,8,"$21,342","$27,264"
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,99,Non-Classified,,,
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,92,Government,,,
70,Northridge,2,FTF,07011 + 07012,Graphic Communications,,Wages - No NAICS Code,31,"$4,302","$9,494"
70,Northridge,2,FTF,7021,Information Systems,23,Construction,,,
70,Northridge,2,FTF,7021,Information Systems,31-33,Manufacturing,5,"$54,235","$59,203"
70,Northridge,2,FTF,7021,Information Systems,42,Wholesale Trade,,,
70,Northridge,2,FTF,7021,Information Systems,44-45,Retail Trade,19,"$24,204","$30,332"
70,Northridge,2,FTF,7021,Information Systems,48-49,Transportation & Warehousing,,,
70,Northridge,2,FTF,7021,Information Systems,51,Information,6,"$40,138","$55,224"
70,Northridge,2,FTF,7021,Information Systems,52,Finance & Insurance,8,"$65,089","$86,093"
70,Northridge,2,FTF,7021,Information Systems,53,Real Estate & Rental & Leasing,,,
70,Northridge,2,FTF,7021,Information Systems,54,"Professional, Scientific, & Technical Skills",10,"$28,636","$31,916"
70,Northridge,2,FTF,7021,Information Systems,55,Management of Companies & Enterprises,,,
70,Northridge,2,FTF,7021,Information Systems,56,Admin & Support & Waste Mgmt & Remediation,12,"$31,247","$33,762"
70,Northridge,2,FTF,7021,Information Systems,61,Educational Services,5,"$37,697","$35,825"
70,Northridge,2,FTF,7021,Information Systems,62,Health Care & Social Assistance,,,
70,Northridge,2,FTF,7021,Information Systems,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,2,FTF,7021,Information Systems,72,Accommodation & Food Services,,,
70,Northridge,2,FTF,7021,Information Systems,81,Other Services,,,
70,Northridge,2,FTF,7021,Information Systems,99,Non-Classified,,,
70,Northridge,2,FTF,7021,Information Systems,92,Government,,,
70,Northridge,2,FTF,7021,Information Systems,,Wages - No NAICS Code,,,
70,Northridge,2,FTF,8231,Child Development,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,8231,Child Development,23,Construction,,,
70,Northridge,2,FTF,8231,Child Development,31-33,Manufacturing,6,"$38,242","$35,912"
70,Northridge,2,FTF,8231,Child Development,42,Wholesale Trade,6,"$24,780","$24,449"
70,Northridge,2,FTF,8231,Child Development,44-45,Retail Trade,50,"$21,668","$23,913"
70,Northridge,2,FTF,8231,Child Development,48-49,Transportation & Warehousing,10,"$29,574","$27,887"
70,Northridge,2,FTF,8231,Child Development,51,Information,6,"$48,797","$37,610"
70,Northridge,2,FTF,8231,Child Development,52,Finance & Insurance,16,"$35,766","$37,421"
70,Northridge,2,FTF,8231,Child Development,53,Real Estate & Rental & Leasing,,,
70,Northridge,2,FTF,8231,Child Development,54,"Professional, Scientific, & Technical Skills",13,"$27,657","$25,686"
70,Northridge,2,FTF,8231,Child Development,56,Admin & Support & Waste Mgmt & Remediation,27,"$22,973","$21,185"
70,Northridge,2,FTF,8231,Child Development,61,Educational Services,40,"$19,853","$22,281"
70,Northridge,2,FTF,8231,Child Development,62,Health Care & Social Assistance,46,"$23,570","$23,236"
70,Northridge,2,FTF,8231,Child Development,71,"Arts, Entertainment, & Recreation",6,"$13,838","$16,163"
70,Northridge,2,FTF,8231,Child Development,72,Accommodation & Food Services,16,"$15,491","$15,926"
70,Northridge,2,FTF,8231,Child Development,81,Other Services,15,"$20,713","$49,902"
70,Northridge,2,FTF,8231,Child Development,99,Non-Classified,,,
70,Northridge,2,FTF,8231,Child Development,92,Government,9,"$43,874","$46,848"
70,Northridge,2,FTF,8231,Child Development,,Wages - No NAICS Code,20,"$7,847","$12,864"
70,Northridge,2,FTF,8351,Kinesiology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,2,FTF,8351,Kinesiology,22,Utilities,,,
70,Northridge,2,FTF,8351,Kinesiology,23,Construction,9,"$20,485","$20,045"
70,Northridge,2,FTF,8351,Kinesiology,31-33,Manufacturing,7,"$40,434","$39,733"
