guid,entry_status,major,in_school_earning,fin_aid_0,fin_aid_3000,fin_aid_10000,,,,,Fin Aid $0,"Fin Aid $3,000","Fin Aid $10,000"
24eda1ff-6f07-4a40-b34a-8444abc488a8,FTT,Biotechnology,4500,17.8220143,22.18626343,39.07299571,,,,,0.178220143,0.2218626343,0.3907299571
334038a5-0c73-4666-b530-ffde1c7da495,FTT,Biotechnology,10500,27.87722741,35.72028201,78.83955501,,,,,0.2787722741,0.3572028201,0.7883955501
85f4a12c-0c71-46a2-b68a-9dda037c1db4,FTT,Botany,0,8.449163716,10.98729344,20.82131373,,,,,0.08449163716,0.1098729344,0.2082131373
7ada8ca3-e22c-49ca-a8e3-423c0cbf3869,FTT,Botany,4500,12.50611417,16.33083718,36.39087796,,,,,0.1250611417,0.1633083718,0.3639087796
e33be9e3-cd6d-41db-8af5-ec1d4576217a,FTT,Botany,10500,21.93970923,31.40011414,49.72896501,,,,,0.2193970923,0.3140011414,0.4972896501
97f6ef3b-29ce-43fd-84e7-45167fd37313,FTT,Business Administration,0,7.534904837,9.48460496,15.3997717,,,,,0.07534904837,0.0948460496,0.153997717
2724860a-39da-4492-9375-c3fdd41c4003,FTT,Business Administration,4500,10.56460318,13.00239544,20.92624159,,,,,0.1056460318,0.1300239544,0.2092624159
52292fbf-b8d6-4e31-9ed1-c881b860ccc5,FTT,Business Administration,10500,15.92859847,19.53164153,32.36117037,,,,,0.1592859847,0.1953164153,0.3236117037
5c1acc24-f415-4976-bba9-50102927c820,FTT,Business Economics,0,6.855036533,8.663606743,14.06113821,,,,,0.06855036533,0.08663606743,0.1406113821
848bb35e-d963-4840-99f0-623e494095a0,FTT,Business Economics,4500,9.657992633,11.88633677,19.04198934,,,,,0.09657992633,0.1188633677,0.1904198934
e211a1a5-5b22-4c81-bc3f-61bc9440ff30,FTT,Business Economics,10500,14.53926912,17.78743389,29.31961193,,,,,0.1453926912,0.1778743389,0.2931961193
50d5bb70-b679-49c9-93ee-27505d2deeaf,FTT,Business Education,0,4.476618306,5.694986174,8.830709667,,,,,0.04476618306,0.05694986174,0.08830709667
bd65e5c9-5d76-4716-9a62-6313c1d4607f,FTT,Business Education,4500,6.327045554,7.651151478,11.18553124,,,,,0.06327045554,0.07651151478,0.1118553124
