Campus,Location,Student Path,Entry Stat,HEGIS at ExitOLD,HEGIS at Exit,Major,industry,# of Students Found,Median Annual Earnings,Average Annual Earnings,# of Students Found,Median Annual Earnings,Average Annual Earnings
55,Dominguez Hills,1,FTF + FTT,10071,10071,Theatre Arts,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Manufacturing,5,"$46,064 ","$60,738 ",,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Retail Trade,6,"$28,566 ","$28,188 ",,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Information,,,,,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Finance & Insurance,6,"$36,631 ","$39,107 ",6,"$43,653 ","$42,694 "
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,"Professional, Scientific, & Technical Skills",6,"$34,694 ","$36,786 ",,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Educational Services,109,"$37,592 ","$39,781 ",67,"$45,179 ","$46,267 "
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Health Care & Social Assistance,10,"$35,030 ","$40,699 ",7,"$34,217 ","$42,993 "
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Government,14,"$50,676 ","$55,205 ",13,"$59,992 ","$62,768 "
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,No Wages,106,,,178,,
55,Dominguez Hills,1,FTF + FTT,11051,11051,Spanish,Wages - No NAICS Code,12,"$4,476 ","$7,623 ",,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Utilities,,,,,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Construction,,,,,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Manufacturing,17,"$58,849 ","$58,270 ",7,"$88,736 ","$83,770 "
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Wholesale Trade,7,"$60,292 ","$63,606 ",,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Retail Trade,19,"$40,168 ","$42,633 ",5,"$40,213 ","$48,191 "
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Transportation & Warehousing,7,"$40,038 ","$48,909 ",,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Information,,,,,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Finance & Insurance,11,"$45,386 ","$51,129 ",6,"$85,205 ","$80,748 "
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,"Professional, Scientific, & Technical Skills",11,"$53,980 ","$55,787 ",5,"$67,283 ","$59,942 "
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Admin & Support & Waste Mgmt & Remediation,19,"$43,155 ","$46,562 ",6,"$123,721 ","$103,898 "
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Educational Services,37,"$55,086 ","$56,245 ",15,"$61,950 ","$66,626 "
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Health Care & Social Assistance,150,"$72,661 ","$77,229 ",81,"$100,570 ","$93,115 "
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Government,18,"$69,422 ","$72,189 ",9,"$70,145 ","$79,048 "
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,No Wages,534,,,707,,
55,Dominguez Hills,1,FTF + FTT,12011,12011,Health Science,Wages - No NAICS Code,20,"$3,076 ","$15,904 ",8,"$5,843 ","$13,121 "
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,Construction,,,,,,
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,Educational Services,8,"$78,886 ","$77,343 ",12,"$83,966 ","$75,675 "
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,Health Care & Social Assistance,58,"$69,975 ","$68,669 ",51,"$88,839 ","$82,013 "
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,Government,8,"$92,030 ","$84,257 ",7,"$91,114 ","$88,611 "
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,No Wages,26,,,30,,
55,Dominguez Hills,1,FTF + FTT,12081,12081,Occupational Therapy,Wages - No NAICS Code,5,"$11,813 ","$10,782 ",,,
55,Dominguez Hills,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,12231 + 12232,12232,Medical Technology,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Educational Services,10,"$94,887 ","$88,287 ",,,
55,Dominguez Hills,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Health Care & Social Assistance,52,"$85,508 ","$86,915 ",27,"$97,700 ","$102,033 "
55,Dominguez Hills,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Government,10,"$78,410 ","$70,403 ",8,"$93,804 ","$100,715 "
55,Dominguez Hills,1,FTF + FTT,12231 + 12232,12232,Medical Technology,No Wages,114,,,153,,
55,Dominguez Hills,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Utilities,,,,,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Construction,,,,,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Manufacturing,13,"$42,876 ","$43,243 ",6,"$42,915 ","$42,739 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Wholesale Trade,6,"$56,689 ","$54,873 ",,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Retail Trade,18,"$34,096 ","$41,854 ",7,"$56,968 ","$57,872 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Transportation & Warehousing,,,,5,"$25,973 ","$44,508 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Information,11,"$49,087 ","$42,039 ",,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Finance & Insurance,15,"$45,583 ","$47,250 ",7,"$73,299 ","$64,898 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,"Professional, Scientific, & Technical Skills",13,"$42,755 ","$58,179 ",7,"$44,294 ","$54,969 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Admin & Support & Waste Mgmt & Remediation,18,"$28,784 ","$33,324 ",10,"$27,125 ","$33,010 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Educational Services,122,"$53,537 ","$46,633 ",65,"$68,315 ","$64,421 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Health Care & Social Assistance,7,"$29,129 ","$42,171 ",6,"$49,501 ","$65,832 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Accommodation & Food Services,7,"$21,928 ","$24,496 ",5,"$27,155 ","$37,373 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Government,19,"$55,023 ","$59,331 ",8,"$55,322 ","$58,214 "
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,No Wages,284,,,422,,
55,Dominguez Hills,1,FTF + FTT,15011,15011,English,Wages - No NAICS Code,19,"$6,958 ","$13,606 ",,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Construction,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Information,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Educational Services,5,"$32,757 ","$35,786 ",,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,Government,,,,,,
55,Dominguez Hills,1,FTF + FTT,15091,15091,Philosophy,No Wages,35,,,49,,
55,Dominguez Hills,1,FTF + FTT,15991,15991,Humanities,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF + FTT,15991,15991,Humanities,No Wages,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Information,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Educational Services,57,"$64,061 ","$60,135 ",30,"$81,348 ","$80,290 "
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Government,,,,,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,No Wages,106,,,142,,
55,Dominguez Hills,1,FTF + FTT,17011,17011,Mathematics,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF + FTT,19021,19021,Physics,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF + FTT,19021,19021,Physics,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,19021,19021,Physics,Educational Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,19021,19021,Physics,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF + FTT,19021,19021,Physics,No Wages,25,,,29,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Manufacturing,11,"$47,668 ","$53,409 ",10,"$70,145 ","$70,762 "
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,"Professional, Scientific, & Technical Skills",6,"$67,908 ","$70,671 ",,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Educational Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Non-Classified,,,,,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Government,,,,,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,No Wages,32,,,40,,
55,Dominguez Hills,1,FTF + FTT,19051,19051,Chemistry,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF + FTT,19141,19141,Geology,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF + FTT,19141,19141,Geology,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF + FTT,19141,19141,Geology,Educational Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,19141,19141,Geology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF + FTT,19141,19141,Geology,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,19141,19141,Geology,No Wages,19,,,21,,
55,Dominguez Hills,1,FTF + FTT,19171,19171,Earth Science,No Wages,7,,,7,,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Mining,,,,,,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Utilities,,,,,,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Construction,,,,5,"$41,422 ","$56,164 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Manufacturing,14,"$63,716 ","$79,026 ",7,"$81,565 ","$93,972 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Wholesale Trade,15,"$42,336 ","$36,397 ",,,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Retail Trade,17,"$27,036 ","$31,262 ",,,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Transportation & Warehousing,16,"$51,897 ","$55,810 ",9,"$50,458 ","$58,436 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Information,9,"$54,025 ","$54,683 ",,,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Finance & Insurance,20,"$45,026 ","$49,630 ",7,"$62,533 ","$71,876 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Real Estate & Rental & Leasing,7,"$60,442 ","$56,340 ",6,"$43,146 ","$62,746 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,"Professional, Scientific, & Technical Skills",21,"$42,419 ","$48,645 ",5,"$74,447 ","$56,023 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Admin & Support & Waste Mgmt & Remediation,14,"$36,730 ","$38,831 ",8,"$54,278 ","$49,941 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Educational Services,138,"$29,813 ","$34,494 ",66,"$56,052 ","$52,916 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Health Care & Social Assistance,131,"$35,487 ","$34,311 ",39,"$53,069 ","$52,233 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,"Arts, Entertainment, & Recreation",6,"$34,516 ","$37,332 ",,,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Accommodation & Food Services,21,"$31,400 ","$26,882 ",5,"$45,076 ","$42,040 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Other Services,7,"$19,373 ","$21,372 ",,,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Government,90,"$58,178 ","$60,101 ",61,"$67,530 ","$69,664 "
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,No Wages,"1,136",,,"1,462",,
55,Dominguez Hills,1,FTF + FTT,20011 + 20013,20013,Psychology,Wages - No NAICS Code,34,"$5,537 ","$15,344 ",10,"$14,085 ","$28,918 "
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Construction,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Information,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Admin & Support & Waste Mgmt & Remediation,6,"$44,405 ","$40,699 ",,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Educational Services,20,"$49,618 ","$45,762 ",10,"$61,001 ","$57,066 "
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Health Care & Social Assistance,16,"$42,102 ","$43,090 ",12,"$46,000 ","$57,257 "
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Government,20,"$57,848 ","$55,672 ",11,"$77,328 ","$71,364 "
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,No Wages,93,,,138,,
55,Dominguez Hills,1,FTF + FTT,20991,20991,Behavioral Science,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Mining,,,,,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Utilities,,,,,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Construction,6,"$26,374 ","$27,185 ",,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Manufacturing,14,"$78,417 ","$69,037 ",11,"$69,297 ","$76,914 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Wholesale Trade,9,"$48,110 ","$52,273 ",6,"$54,745 ","$78,355 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Retail Trade,22,"$45,629 ","$42,311 ",16,"$52,738 ","$45,271 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Transportation & Warehousing,13,"$44,358 ","$48,504 ",6,"$71,622 ","$70,620 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Information,6,"$54,004 ","$47,625 ",,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Finance & Insurance,25,"$48,387 ","$52,593 ",16,"$68,393 ","$68,114 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Real Estate & Rental & Leasing,7,"$33,709 ","$34,086 ",,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,"Professional, Scientific, & Technical Skills",16,"$47,430 ","$47,619 ",13,"$53,178 ","$55,185 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Admin & Support & Waste Mgmt & Remediation,27,"$30,513 ","$37,334 ",8,"$48,035 ","$46,731 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Educational Services,49,"$47,920 ","$49,092 ",32,"$59,778 ","$66,163 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Health Care & Social Assistance,29,"$40,192 ","$38,682 ",11,"$49,897 ","$51,370 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Accommodation & Food Services,8,"$49,682 ","$45,507 ",,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Other Services,8,"$25,816 ","$30,295 ",9,"$40,014 ","$45,123 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Government,141,"$68,109 ","$72,440 ",93,"$79,660 ","$81,782 "
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,No Wages,304,,,468,,
55,Dominguez Hills,1,FTF + FTT,21021,21021,Public Administration,Wages - No NAICS Code,32,"$24,982 ","$36,256 ",23,"$37,515 ","$38,395 "
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Admin & Support & Waste Mgmt & Remediation,6,"$34,697 ","$32,867 ",,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Educational Services,10,"$29,322 ","$32,469 ",7,"$22,122 ","$31,421 "
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Health Care & Social Assistance,12,"$25,338 ","$30,184 ",9,"$54,777 ","$50,071 "
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,21025 + 21031,21031,Recreation Management & Administration,Government,22,"$44,934 ","$50,788 ",10,"$64,363 ","$62,531 "
