Campus,Location,Student Path,Entry Stat,HEGIS at ExitOLD,HEGIS at Exit,Major,industry,# of Students Found,Median Annual Earnings,Average Annual Earnings,# of Students Found,Median Annual Earnings,Average Annual Earnings
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,"Professional, Scientific, & Technical Skills",14,"$32,295 ","$30,414 ",6,"$62,601 ","$64,104 "
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,Admin & Support & Waste Mgmt & Remediation,12,"$32,032 ","$38,754 ",6,"$5,723 ","$12,413 "
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,Educational Services,15,"$29,171 ","$32,867 ",11,"$33,430 ","$32,900 "
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,Health Care & Social Assistance,15,"$53,590 ","$67,098 ",17,"$41,137 ","$50,238 "
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,"Arts, Entertainment, & Recreation",6,"$24,468 ","$22,084 ",,,
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,Accommodation & Food Services,12,"$19,397 ","$21,922 ",5,"$40,817 ","$33,542 "
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,Other Services,6,"$14,399 ","$17,486 ",5,"$25,993 ","$27,233 "
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,Non-Classified,,,,,,
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,Government,14,"$54,362 ","$57,426 ",7,"$65,438 ","$63,953 "
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,No Wages,140,,,222,,
55,Dominguez Hills,2,FTT,0,0,Undeclared/Unknown,Wages - No NAICS Code,17,"$6,538 ","$14,640 ",8,"$12,192 ","$14,984 "
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Manufacturing,,,,,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Wholesale Trade,,,,,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Retail Trade,,,,,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Transportation & Warehousing,,,,,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Finance & Insurance,22,"$79,497 ","$86,461 ",13,"$94,979 ","$104,488 "
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Admin & Support & Waste Mgmt & Remediation,33,"$39,177 ","$61,010 ",20,"$60,673 ","$51,956 "
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Educational Services,47,"$95,196 ","$92,404 ",14,"$112,281 ","$96,861 "
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Health Care & Social Assistance,505,"$97,112 ","$99,170 ",259,"$101,451 ","$104,101 "
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Accommodation & Food Services,,,,,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Other Services,5,"$47,586 ","$51,274 ",,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Government,75,"$104,310 ","$110,989 ",34,"$97,787 ","$103,459 "
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,No Wages,360,,,721,,
55,Dominguez Hills,2,FTT,00121 + 12031 + 12032,12032,Nursing,Wages - No NAICS Code,35,"$72,856 ","$90,795 ",26,"$97,004 ","$126,791 "
55,Dominguez Hills,2,FTT,4011,4011,Biology,Utilities,,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Construction,,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Manufacturing,,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Wholesale Trade,,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Retail Trade,11,"$28,610 ","$33,791 ",5,"$31,006 ","$41,573 "
55,Dominguez Hills,2,FTT,4011,4011,Biology,Transportation & Warehousing,,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Information,,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Admin & Support & Waste Mgmt & Remediation,5,"$31,782 ","$44,308 ",,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Educational Services,5,"$44,457 ","$42,202 ",,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Health Care & Social Assistance,13,"$49,906 ","$54,712 ",14,"$67,256 ","$81,937 "
55,Dominguez Hills,2,FTT,4011,4011,Biology,Accommodation & Food Services,,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Other Services,,,,,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Government,10,"$53,965 ","$60,923 ",,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,No Wages,61,,,94,,
55,Dominguez Hills,2,FTT,4011,4011,Biology,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,04012 + 04201,4201,Environmental Biology & Ecology,No Wages,5,,,5,,
55,Dominguez Hills,2,FTT,4111,4111,Microbiology,Retail Trade,,,,,,
55,Dominguez Hills,2,FTT,4111,4111,Microbiology,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,2,FTT,4111,4111,Microbiology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,2,FTT,4111,4111,Microbiology,No Wages,16,,,19,,
55,Dominguez Hills,2,FTT,4111,4111,Microbiology,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,Manufacturing,,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,Retail Trade,,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,Finance & Insurance,,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,Educational Services,,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,Other Services,,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,Non-Classified,,,,,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,No Wages,20,,,29,,
55,Dominguez Hills,2,FTT,4141,4141,Biochemistry,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,4171,4171,Cell and Molecular Biology,Retail Trade,,,,,,
55,Dominguez Hills,2,FTT,4171,4171,Cell and Molecular Biology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,2,FTT,4171,4171,Cell and Molecular Biology,No Wages,19,,,21,,
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Utilities,,,,,,
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Construction,6,"$31,213 ","$66,662 ",,,
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Manufacturing,23,"$53,655 ","$68,283 ",8,"$61,757 ","$83,733 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Wholesale Trade,11,"$40,232 ","$52,390 ",7,"$77,508 ","$99,086 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Retail Trade,29,"$37,673 ","$35,951 ",12,"$49,387 ","$48,105 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Transportation & Warehousing,21,"$35,693 ","$47,796 ",14,"$60,271 ","$57,240 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Information,5,"$59,845 ","$55,728 ",6,"$46,321 ","$43,195 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Finance & Insurance,21,"$48,581 ","$71,445 ",11,"$66,478 ","$173,062 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Real Estate & Rental & Leasing,7,"$61,409 ","$55,568 ",,,
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,"Professional, Scientific, & Technical Skills",13,"$51,025 ","$51,900 ",9,"$52,309 ","$51,404 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Admin & Support & Waste Mgmt & Remediation,20,"$30,688 ","$33,916 ",8,"$45,944 ","$57,862 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Educational Services,17,"$45,417 ","$51,941 ",9,"$38,995 ","$35,062 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Health Care & Social Assistance,14,"$48,768 ","$52,110 ",12,"$69,556 ","$70,084 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Accommodation & Food Services,11,"$21,500 ","$25,772 ",7,"$33,316 ","$36,735 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Other Services,,,,,,
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Non-Classified,,,,,,
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Government,23,"$62,728 ","$66,523 ",12,"$63,717 ","$84,028 "
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,No Wages,179,,,286,,
55,Dominguez Hills,2,FTT,5011,5011,Business Administration,Wages - No NAICS Code,16,"$14,149 ","$23,913 ",14,"$13,317 ","$28,175 "
55,Dominguez Hills,2,FTT,5021,5021,Accounting,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Mining,,,,,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Utilities,,,,,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Construction,,,,,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Manufacturing,8,"$46,548 ","$45,796 ",5,"$55,437 ","$65,159 "
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Wholesale Trade,10,"$26,136 ","$34,688 ",5,"$58,281 ","$95,135 "
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Retail Trade,10,"$37,463 ","$38,702 ",5,"$31,703 ","$32,379 "
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Transportation & Warehousing,9,"$28,325 ","$42,777 ",8,"$58,180 ","$57,064 "
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Information,7,"$57,508 ","$58,089 ",,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Finance & Insurance,8,"$30,456 ","$46,290 ",,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Real Estate & Rental & Leasing,5,"$52,187 ","$58,926 ",,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,"Professional, Scientific, & Technical Skills",17,"$42,096 ","$42,603 ",6,"$65,249 ","$68,884 "
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Admin & Support & Waste Mgmt & Remediation,14,"$31,024 ","$33,355 ",,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Educational Services,9,"$55,482 ","$50,837 ",8,"$47,164 ","$47,708 "
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Health Care & Social Assistance,13,"$48,103 ","$56,710 ",7,"$47,701 ","$47,370 "
55,Dominguez Hills,2,FTT,5021,5021,Accounting,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Accommodation & Food Services,8,"$31,241 ","$38,169 ",,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Other Services,,,,,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Non-Classified,,,,,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Government,14,"$49,990 ","$52,598 ",5,"$60,514 ","$76,791 "
55,Dominguez Hills,2,FTT,5021,5021,Accounting,No Wages,153,,,232,,
55,Dominguez Hills,2,FTT,5021,5021,Accounting,Wages - No NAICS Code,12,"$7,301 ","$16,115 ",,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Utilities,,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Manufacturing,,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Wholesale Trade,6,"$44,091 ","$49,831 ",,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Retail Trade,7,"$17,582 ","$25,327 ",,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Transportation & Warehousing,5,"$45,879 ","$70,557 ",,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Information,,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Finance & Insurance,12,"$57,789 ","$85,828 ",,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Admin & Support & Waste Mgmt & Remediation,5,"$42,968 ","$47,286 ",,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Educational Services,,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Accommodation & Food Services,5,"$39,529 ","$39,584 ",,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Government,,,,,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,No Wages,77,,,110,,
55,Dominguez Hills,2,FTT,5041,5041,Finance,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Mining,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Construction,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Manufacturing,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Wholesale Trade,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Retail Trade,12,"$53,039 ","$46,117 ",,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Transportation & Warehousing,8,"$43,733 ","$45,302 ",,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Information,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Finance & Insurance,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Admin & Support & Waste Mgmt & Remediation,6,"$34,440 ","$37,781 ",,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Educational Services,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,"Arts, Entertainment, & Recreation",6,"$23,656 ","$35,348 ",5,"$43,426 ","$38,900 "
55,Dominguez Hills,2,FTT,5061,5061,Management,Accommodation & Food Services,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Other Services,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Non-Classified,,,,,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Government,10,"$52,306 ","$53,226 ",7,"$64,694 ","$63,575 "
55,Dominguez Hills,2,FTT,5061,5061,Management,No Wages,86,,,124,,
55,Dominguez Hills,2,FTT,5061,5061,Management,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,5064,5064,Production and Operations Management,Wholesale Trade,,,,,,
55,Dominguez Hills,2,FTT,5064,5064,Production and Operations Management,No Wages,,,,,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Wholesale Trade,,,,,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Retail Trade,6,"$11,391 ","$12,494 ",,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Transportation & Warehousing,,,,,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Accommodation & Food Services,5,"$18,257 ","$14,604 ",,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Other Services,,,,,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Government,,,,,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,No Wages,47,,,68,,
55,Dominguez Hills,2,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Construction,,,,,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Manufacturing,6,"$62,636 ","$72,350 ",,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Wholesale Trade,,,,,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Retail Trade,11,"$17,599 ","$27,020 ",7,"$57,153 ","$58,537 "
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Transportation & Warehousing,,,,,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Information,5,"$39,883 ","$36,052 ",,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Finance & Insurance,8,"$54,393 ","$62,664 ",,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Admin & Support & Waste Mgmt & Remediation,10,"$15,092 ","$23,423 ",,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Educational Services,,,,,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Health Care & Social Assistance,5,"$41,177 ","$46,562 ",,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Accommodation & Food Services,8,"$29,077 ","$40,439 ",,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Other Services,,,,,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Government,,,,,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,No Wages,83,,,126,,
55,Dominguez Hills,2,FTT,5091,5091,Marketing,Wages - No NAICS Code,5,"$6,104 ","$17,742 ",5,"$3,611 ","$23,509 "
55,Dominguez Hills,2,FTT,5131,5131,International Business,Manufacturing,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Wholesale Trade,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Retail Trade,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Information,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Finance & Insurance,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Educational Services,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Accommodation & Food Services,,,,,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,No Wages,29,,,49,,
55,Dominguez Hills,2,FTT,5131,5131,International Business,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,5151,5151,Human Resources/Personnel Management,Retail Trade,,,,,,
55,Dominguez Hills,2,FTT,5151,5151,Human Resources/Personnel Management,Finance & Insurance,,,,,,
55,Dominguez Hills,2,FTT,5151,5151,Human Resources/Personnel Management,No Wages,5,,,7,,
55,Dominguez Hills,2,FTT,5151,5151,Human Resources/Personnel Management,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Construction,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Manufacturing,9,"$53,155 ","$45,216 ",,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Wholesale Trade,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Retail Trade,6,"$26,051 ","$24,652 ",,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Transportation & Warehousing,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Information,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Finance & Insurance,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Accommodation & Food Services,5,"$31,064 ","$27,317 ",,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Other Services,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Non-Classified,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Government,,,,,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,No Wages,71,,,108,,
55,Dominguez Hills,2,FTT,5992,5992,Public Relations,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,05996 + 05997,5997,Entrepreneurship & Small Business Management,Transportation & Warehousing,,,,,,
55,Dominguez Hills,2,FTT,05996 + 05997,5997,Entrepreneurship & Small Business Management,Finance & Insurance,,,,,,
55,Dominguez Hills,2,FTT,05996 + 05997,5997,Entrepreneurship & Small Business Management,Accommodation & Food Services,,,,,,
55,Dominguez Hills,2,FTT,05996 + 05997,5997,Entrepreneurship & Small Business Management,Government,,,,,,
55,Dominguez Hills,2,FTT,05996 + 05997,5997,Entrepreneurship & Small Business Management,No Wages,24,,,28,,
55,Dominguez Hills,2,FTT,05996 + 05997,5997,Entrepreneurship & Small Business Management,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Utilities,,,,,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Construction,,,,,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Manufacturing,6,"$28,738 ","$28,197 ",,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Wholesale Trade,5,"$48,295 ","$57,146 ",,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Retail Trade,14,"$26,043 ","$31,118 ",,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Transportation & Warehousing,5,"$29,611 ","$26,815 ",5,"$28,471 ","$53,095 "
55,Dominguez Hills,2,FTT,6011,6011,Communications,Information,10,"$35,725 ","$35,941 ",6,"$17,679 ","$28,991 "
55,Dominguez Hills,2,FTT,6011,6011,Communications,Finance & Insurance,5,"$44,047 ","$45,197 ",,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,"Professional, Scientific, & Technical Skills",13,"$46,421 ","$48,454 ",6,"$53,416 ","$59,343 "
55,Dominguez Hills,2,FTT,6011,6011,Communications,Admin & Support & Waste Mgmt & Remediation,9,"$18,330 ","$22,022 ",,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Educational Services,6,"$13,476 ","$21,923 ",,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Health Care & Social Assistance,7,"$21,660 ","$32,019 ",,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,"Arts, Entertainment, & Recreation",7,"$26,760 ","$45,719 ",,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Accommodation & Food Services,11,"$17,508 ","$22,966 ",,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Other Services,5,"$54,611 ","$57,113 ",5,"$52,666 ","$51,689 "
55,Dominguez Hills,2,FTT,6011,6011,Communications,Government,,,,6,"$49,463 ","$49,570 "
55,Dominguez Hills,2,FTT,6011,6011,Communications,No Wages,98,,,160,,
55,Dominguez Hills,2,FTT,6011,6011,Communications,Wages - No NAICS Code,6,"$5,806 ","$43,576 ",,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Utilities,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Construction,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Manufacturing,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Wholesale Trade,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Retail Trade,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Information,5,"$67,690 ","$51,913 ",,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Finance & Insurance,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Educational Services,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Accommodation & Food Services,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Other Services,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Government,,,,,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,No Wages,29,,,41,,
55,Dominguez Hills,2,FTT,06021 +06022,6022,Journalism,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,2,FTT,6031,6031,Radio/Television/Broadcast,Manufacturing,,,,,,
55,Dominguez Hills,2,FTT,6031,6031,Radio/Television/Broadcast,Information,,,,,,
55,Dominguez Hills,2,FTT,6031,6031,Radio/Television/Broadcast,Finance & Insurance,,,,,,
55,Dominguez Hills,2,FTT,6031,6031,Radio/Television/Broadcast,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,2,FTT,6031,6031,Radio/Television/Broadcast,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,2,FTT,6031,6031,Radio/Television/Broadcast,Educational Services,,,,,,
55,Dominguez Hills,2,FTT,6031,6031,Radio/Television/Broadcast,Non-Classified,,,,,,
