Campus,Location,Student Path,Entry Stat,HEGIS at Exit,Major,Industry,# of Students Found 5 years after exit,Median Annual Earnings 5 years after exit,Average Annual Earnings 5 years after exit,# of Students Found 10 years after exit,Median Annual Earnings 10 years after exit,Average Annual Earnings 10 years after exit
45,Los Angeles,1,FTF + FTT,08351,Kinesiology,Accommodation & Food Services,5,"$15,451","$19,850",,,
45,Los Angeles,1,FTF + FTT,08351,Kinesiology,Other Services,7,"$21,770","$25,917",,,
45,Los Angeles,1,FTF + FTT,08351,Kinesiology,Non-Classified,,,,,,
45,Los Angeles,1,FTF + FTT,08351,Kinesiology,Government,10,"$59,227","$63,838",5,"$84,391","$86,834"
45,Los Angeles,1,FTF + FTT,08351,Kinesiology,No Wages,435,,,557,,
45,Los Angeles,1,FTF + FTT,08351,Kinesiology,Wages - No NAICS Code,10,"$10,332","$14,059",6,"$31,277","$38,864"
45,Los Angeles,1,FTF + FTT,08357,Exercise Science,No Wages,45,,,45,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,Wholesale Trade,,,,,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,Retail Trade,,,,,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,Transportation & Warehousing,,,,,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,Educational Services,,,,,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,Health Care & Social Assistance,,,,,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,Government,,,,,,
45,Los Angeles,1,FTF + FTT,08393,Industrial Arts,No Wages,36,,,37,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Mining,,,,,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Utilities,5,"$105,092","$96,638",,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Construction,14,"$59,865","$104,617",,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Manufacturing,62,"$64,746","$67,311",34,"$73,273","$75,825"
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Wholesale Trade,25,"$63,430","$62,027",11,"$71,856","$74,332"
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Retail Trade,14,"$46,937","$43,943",5,"$59,245","$57,993"
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Transportation & Warehousing,28,"$47,368","$48,132",21,"$50,848","$51,226"
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Information,5,"$37,890","$27,808",,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Finance & Insurance,5,"$48,439","$51,647",,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,"Professional, Scientific, & Technical Skills",21,"$68,466","$69,465",12,"$76,827","$72,538"
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Admin & Support & Waste Mgmt & Remediation,10,"$40,168","$43,504",6,"$13,516","$25,318"
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Educational Services,27,"$57,378","$54,879",21,"$62,673","$62,667"
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Health Care & Social Assistance,6,"$34,387","$39,415",5,"$52,582","$54,579"
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,"Arts, Entertainment, & Recreation",7,"$32,620","$31,092",,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Accommodation & Food Services,,,,,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Other Services,5,"$28,392","$28,146",,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Government,23,"$71,903","$66,579",22,"$85,087","$84,707"
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,No Wages,223,,,325,,
45,Los Angeles,1,FTF + FTT,08394,Industrial Technology,Wages - No NAICS Code,7,"$19,872","$27,038",10,"$13,353","$27,630"
45,Los Angeles,1,FTF + FTT,08395,Occupational Studies,Educational Services,11,"$76,681","$73,701",6,"$55,896","$70,391"
45,Los Angeles,1,FTF + FTT,08395,Occupational Studies,No Wages,,,,6,,
45,Los Angeles,1,FTF + FTT,08395,Occupational Studies,Wages - No NAICS Code,,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Manufacturing,5,"$65,299","$56,622",,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Wholesale Trade,,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Retail Trade,,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Transportation & Warehousing,19,"$46,232","$49,567",,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Information,,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Finance & Insurance,,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Educational Services,,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Health Care & Social Assistance,,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Accommodation & Food Services,,,,,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,Government,8,"$75,105","$81,629",,,
45,Los Angeles,1,FTF + FTT,08396,Aviation,No Wages,83,,,130,,
45,Los Angeles,1,FTF + FTT,09011 + 09012 + 09013,Engineering,Utilities,,,,,,
45,Los Angeles,1,FTF + FTT,09011 + 09012 + 09013,Engineering,Manufacturing,,,,,,
45,Los Angeles,1,FTF + FTT,09011 + 09012 + 09013,Engineering,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,1,FTF + FTT,09011 + 09012 + 09013,Engineering,Government,,,,,,
45,Los Angeles,1,FTF + FTT,09011 + 09012 + 09013,Engineering,No Wages,,,,7,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Mining,,,,,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Utilities,14,"$97,148","$104,020",9,"$123,556","$128,779"
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Construction,6,"$68,540","$66,371",,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Manufacturing,,,,,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Wholesale Trade,,,,,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Retail Trade,,,,,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Transportation & Warehousing,,,,,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Information,,,,,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Finance & Insurance,,,,,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,"Professional, Scientific, & Technical Skills",23,"$67,155","$61,641",6,"$94,191","$87,388"
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Admin & Support & Waste Mgmt & Remediation,5,"$21,907","$36,461",,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Educational Services,8,"$44,139","$46,578",,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Health Care & Social Assistance,,,,,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Accommodation & Food Services,,,,,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Government,42,"$84,615","$80,778",18,"$95,486","$88,709"
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,No Wages,290,,,373,,
45,Los Angeles,1,FTF + FTT,09081,Civil Engineering,Wages - No NAICS Code,14,"$75,850","$63,180",5,"$106,306","$103,518"
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Mining,,,,,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Utilities,51,"$106,913","$110,568",25,"$123,372","$116,454"
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Construction,10,"$53,066","$53,508",5,"$90,541","$81,673"
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Manufacturing,49,"$88,443","$85,683",25,"$92,967","$89,229"
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Wholesale Trade,10,"$51,435","$67,199",5,"$63,715","$80,189"
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Retail Trade,7,"$18,583","$28,901",,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Information,,,,,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Finance & Insurance,,,,,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,"Professional, Scientific, & Technical Skills",30,"$69,207","$73,664",21,"$81,962","$99,805"
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Admin & Support & Waste Mgmt & Remediation,5,"$35,447","$30,676",,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Educational Services,5,"$52,905","$41,790",,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Health Care & Social Assistance,,,,,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Accommodation & Food Services,5,"$14,041","$31,997",,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Other Services,,,,,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Non-Classified,,,,,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Government,15,"$88,025","$89,121",8,"$105,356","$103,592"
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,No Wages,267,,,359,,
45,Los Angeles,1,FTF + FTT,09091,Electrical Engineering,Wages - No NAICS Code,6,"$76,282","$58,957",7,"$98,495","$72,017"
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Utilities,7,"$109,607","$108,461",,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Construction,8,"$57,164","$95,613",,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Manufacturing,65,"$74,095","$77,626",28,"$94,701","$98,480"
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Wholesale Trade,9,"$64,627","$59,302",,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Retail Trade,,,,,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Transportation & Warehousing,,,,,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Information,,,,,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Finance & Insurance,,,,,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,"Professional, Scientific, & Technical Skills",7,"$72,533","$72,099",,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Admin & Support & Waste Mgmt & Remediation,5,"$73,176","$94,266",,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Educational Services,,,,,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Health Care & Social Assistance,,,,,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Accommodation & Food Services,,,,,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Other Services,,,,,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Government,8,"$83,942","$84,527",5,"$86,321","$95,886"
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,No Wages,280,,,354,,
45,Los Angeles,1,FTF + FTT,09101,Mechanical Engineering,Wages - No NAICS Code,6,"$25,625","$36,128",,,
45,Los Angeles,1,FTF + FTT,09132 + 09133,Industrial Management & Technology,No Wages,6,,,6,,
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Utilities,,,,,,
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Construction,,,,,,
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Manufacturing,54,"$41,302","$43,209",26,"$58,189","$61,015"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Wholesale Trade,68,"$39,867","$41,455",33,"$48,415","$53,166"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Retail Trade,97,"$30,426","$32,904",27,"$29,590","$39,391"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Transportation & Warehousing,10,"$20,308","$27,915",6,"$47,459","$55,314"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Information,34,"$42,571","$47,311",16,"$43,011","$53,576"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Finance & Insurance,21,"$41,898","$38,370",14,"$50,529","$49,336"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Real Estate & Rental & Leasing,8,"$19,487","$31,457",,,
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,"Professional, Scientific, & Technical Skills",51,"$35,794","$44,290",29,"$49,370","$57,507"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Admin & Support & Waste Mgmt & Remediation,36,"$34,980","$35,420",20,"$31,039","$32,824"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Educational Services,83,"$27,662","$33,128",40,"$52,020","$45,764"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Health Care & Social Assistance,41,"$26,495","$30,616",19,"$26,231","$27,325"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,"Arts, Entertainment, & Recreation",10,"$26,406","$24,888",11,"$29,808","$33,068"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Accommodation & Food Services,38,"$22,725","$25,095",12,"$14,475","$19,455"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Other Services,20,"$34,902","$35,157",8,"$46,702","$42,155"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Non-Classified,,,,,,
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Government,26,"$42,233","$42,181",12,"$65,806","$67,170"
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,No Wages,795,,,"1,149",,
45,Los Angeles,1,FTF + FTT,10021 + 10022,Art,Wages - No NAICS Code,40,"$9,310","$12,584",14,"$7,917","$14,100"
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,Utilities,,,,,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,Wholesale Trade,,,,,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,Retail Trade,,,,,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,Finance & Insurance,,,,,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,Educational Services,9,"$35,271","$37,489",,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,Health Care & Social Assistance,,,,,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,Accommodation & Food Services,,,,,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,Other Services,,,,,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,No Wages,50,,,67,,
45,Los Angeles,1,FTF + FTT,10041,Music - Performance,Wages - No NAICS Code,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Mining,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Utilities,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Manufacturing,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Wholesale Trade,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Retail Trade,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Information,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Finance & Insurance,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Educational Services,24,"$28,270","$29,421",12,"$49,304","$42,602"
45,Los Angeles,1,FTF + FTT,10051,Music,Health Care & Social Assistance,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Accommodation & Food Services,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Other Services,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,Government,,,,,,
45,Los Angeles,1,FTF + FTT,10051,Music,No Wages,48,,,72,,
45,Los Angeles,1,FTF + FTT,10051,Music,Wages - No NAICS Code,,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Manufacturing,,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Wholesale Trade,5,"$53,174","$50,404",,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Retail Trade,6,"$19,256","$21,219",,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Information,12,"$13,958","$20,721",,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Finance & Insurance,,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,"Professional, Scientific, & Technical Skills",5,"$42,215","$35,282",,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Educational Services,16,"$39,619","$42,867",14,"$39,530","$43,978"
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Health Care & Social Assistance,,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Accommodation & Food Services,9,"$32,500","$28,454",,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Other Services,,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Government,,,,,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,No Wages,123,,,166,,
45,Los Angeles,1,FTF + FTT,10071,Theatre Arts,Wages - No NAICS Code,8,"$1,455","$4,152",,,
45,Los Angeles,1,FTF + FTT,11021,French,Finance & Insurance,,,,,,
45,Los Angeles,1,FTF + FTT,11021,French,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,1,FTF + FTT,11021,French,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,1,FTF + FTT,11021,French,Educational Services,,,,,,
45,Los Angeles,1,FTF + FTT,11021,French,Government,,,,,,
45,Los Angeles,1,FTF + FTT,11021,French,No Wages,16,,,20,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Construction,,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Manufacturing,,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Wholesale Trade,,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Retail Trade,5,"$38,113","$44,656",,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Transportation & Warehousing,,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Information,,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Finance & Insurance,6,"$46,585","$41,523",,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Management of Companies & Enterprises,,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Educational Services,85,"$47,480","$44,451",42,"$70,342","$56,365"
45,Los Angeles,1,FTF + FTT,11051,Spanish,Health Care & Social Assistance,12,"$29,734","$28,328",5,"$47,081","$54,620"
45,Los Angeles,1,FTF + FTT,11051,Spanish,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Accommodation & Food Services,,,,,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Government,9,"$49,015","$48,318",5,"$66,838","$79,511"
45,Los Angeles,1,FTF + FTT,11051,Spanish,No Wages,135,,,211,,
45,Los Angeles,1,FTF + FTT,11051,Spanish,Wages - No NAICS Code,5,"$7,377","$26,331",,,
45,Los Angeles,1,FTF + FTT,11071,Chinese,Manufacturing,,,,,,
45,Los Angeles,1,FTF + FTT,11071,Chinese,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,1,FTF + FTT,11071,Chinese,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,1,FTF + FTT,11071,Chinese,Educational Services,6,"$18,401","$23,654",,,
45,Los Angeles,1,FTF + FTT,11071,Chinese,No Wages,24,,,32,,
45,Los Angeles,1,FTF + FTT,11071,Chinese,Wages - No NAICS Code,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Manufacturing,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Wholesale Trade,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Retail Trade,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Information,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Finance & Insurance,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Educational Services,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Health Care & Social Assistance,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Accommodation & Food Services,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Government,,,,,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,No Wages,43,,,59,,
45,Los Angeles,1,FTF + FTT,11081,Japanese,Wages - No NAICS Code,,,,,,
45,Los Angeles,1,FTF + FTT,12011,Health Science,Utilities,,,,,,
