Campus,Location,Student Path,Entry Stat,HEGIS at Exit,Major,Industry,# of Students Found 5 years after exit,Median Annual Earnings 5 years after exit,Average Annual Earnings 5 years after exit,# of Students Found 10 years after exit,Median Annual Earnings 10 years after exit,Average Annual Earnings 10 years after exit
45,Los Angeles,2,FTF + FTT,08011 + 08031 + 08081 + 08225,Education,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,08011 + 08031 + 08081 + 08225,Education,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,08011 + 08031 + 08081 + 08225,Education,Government,,,,,,
45,Los Angeles,2,FTF + FTT,08011 + 08031 + 08081 + 08225,Education,No Wages,17,,,24,,
45,Los Angeles,2,FTF + FTT,08011 + 08031 + 08081 + 08225,Education,Wages - No NAICS Code,5,"$4,306","$1,413,076",,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Construction,,,,6,"$21,069","$20,838"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Manufacturing,11,"$29,786","$33,160",7,"$30,040","$31,463"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Wholesale Trade,15,"$32,903","$35,039",8,"$43,737","$46,008"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Retail Trade,39,"$23,063","$26,728",18,"$39,477","$51,296"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Transportation & Warehousing,7,"$36,911","$40,395",6,"$34,261","$41,971"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Information,10,"$43,727","$38,656",,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Finance & Insurance,28,"$34,297","$35,009",14,"$46,894","$43,361"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,"Professional, Scientific, & Technical Skills",13,"$37,477","$38,683",8,"$37,641","$61,251"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Management of Companies & Enterprises,,,,,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Admin & Support & Waste Mgmt & Remediation,25,"$25,451","$26,825",13,"$22,542","$29,056"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Educational Services,124,"$23,907","$25,351",54,"$30,365","$33,566"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Health Care & Social Assistance,94,"$26,443","$27,419",41,"$29,432","$34,506"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,"Arts, Entertainment, & Recreation",6,"$34,097","$35,293",,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Accommodation & Food Services,19,"$20,970","$24,883",,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Other Services,9,"$11,908","$20,927",,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Government,22,"$43,236","$42,332",17,"$48,060","$52,904"
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,No Wages,292,,,528,,
45,Los Angeles,2,FTF + FTT,08231 + 08232,Child Development,Wages - No NAICS Code,25,"$7,487","$14,151",9,"$7,436","$20,430"
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Manufacturing,7,"$52,072","$59,692",,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Wholesale Trade,5,"$43,181","$40,000",,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Retail Trade,31,"$27,503","$29,199",,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Transportation & Warehousing,7,"$31,615","$37,698",5,"$37,239","$48,426"
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Information,5,"$20,872","$33,860",,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Finance & Insurance,10,"$34,189","$33,433",5,"$42,713","$41,513"
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,"Professional, Scientific, & Technical Skills",7,"$36,723","$54,410",,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Management of Companies & Enterprises,,,,,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Admin & Support & Waste Mgmt & Remediation,20,"$26,354","$24,057",10,"$41,139","$40,012"
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Educational Services,33,"$30,257","$32,774",13,"$36,512","$39,872"
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Health Care & Social Assistance,31,"$36,604","$39,822",11,"$51,813","$50,908"
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,"Arts, Entertainment, & Recreation",15,"$47,679","$45,926",5,"$72,652","$65,885"
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Accommodation & Food Services,23,"$19,150","$20,314",,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Government,19,"$58,787","$69,298",11,"$74,119","$79,750"
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,No Wages,507,,,662,,
45,Los Angeles,2,FTF + FTT,08351,Kinesiology,Wages - No NAICS Code,19,"$3,249","$12,794",,,
45,Los Angeles,2,FTF + FTT,08357,Exercise Science,No Wages,43,,,43,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,Retail Trade,,,,,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,Government,,,,,,
45,Los Angeles,2,FTF + FTT,08393,Industrial Arts,No Wages,15,,,21,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Manufacturing,19,"$57,806","$60,850",7,"$37,826","$41,012"
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Wholesale Trade,5,"$48,151","$48,773",,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Retail Trade,16,"$31,413","$34,576",5,"$53,805","$60,659"
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Transportation & Warehousing,7,"$60,741","$59,419",8,"$80,167","$68,669"
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Information,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,"Professional, Scientific, & Technical Skills",8,"$36,787","$37,205",,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Management of Companies & Enterprises,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Educational Services,8,"$20,624","$23,526",,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Government,,,,,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,No Wages,72,,,115,,
45,Los Angeles,2,FTF + FTT,08394,Industrial Technology,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,08395,Occupational Studies,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,08395,Occupational Studies,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF + FTT,08395,Occupational Studies,No Wages,,,,,,
45,Los Angeles,2,FTF + FTT,08396,Aviation,Retail Trade,5,"$21,668","$24,695",,,
45,Los Angeles,2,FTF + FTT,08396,Aviation,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF + FTT,08396,Aviation,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF + FTT,08396,Aviation,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,08396,Aviation,Government,,,,,,
45,Los Angeles,2,FTF + FTT,08396,Aviation,No Wages,24,,,34,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Retail Trade,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Information,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Government,,,,,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,No Wages,8,,,13,,
45,Los Angeles,2,FTF + FTT,09011 + 09012 + 09013,Engineering,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Mining,,,,,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Construction,6,"$64,473","$55,913",,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Manufacturing,7,"$39,251","$41,499",,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Wholesale Trade,6,"$32,319","$39,268",,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Retail Trade,24,"$22,599","$30,030",5,"$51,468","$50,017"
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Transportation & Warehousing,8,"$31,735","$33,627",5,"$40,789","$49,945"
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Information,6,"$33,315","$35,411",,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Finance & Insurance,6,"$33,158","$30,455",,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,"Professional, Scientific, & Technical Skills",12,"$57,278","$51,157",,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Admin & Support & Waste Mgmt & Remediation,8,"$14,700","$20,665",7,"$45,469","$39,568"
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Health Care & Social Assistance,5,"$15,664","$29,362",,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Accommodation & Food Services,7,"$28,153","$27,749",,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Government,13,"$77,036","$77,154",10,"$84,944","$79,477"
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,No Wages,264,,,346,,
45,Los Angeles,2,FTF + FTT,09081,Civil Engineering,Wages - No NAICS Code,8,"$2,941","$19,926",,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Construction,13,"$49,392","$51,256",8,"$40,934","$60,693"
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Manufacturing,18,"$59,652","$63,607",12,"$79,956","$87,089"
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Wholesale Trade,12,"$46,108","$47,633",10,"$57,011","$57,728"
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Retail Trade,25,"$32,646","$34,093",14,"$44,218","$46,291"
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Transportation & Warehousing,7,"$43,838","$44,331",5,"$47,882","$47,745"
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Information,7,"$42,831","$39,835",,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Finance & Insurance,16,"$38,490","$37,205",9,"$50,777","$53,818"
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,"Professional, Scientific, & Technical Skills",12,"$44,490","$67,464",6,"$45,391","$52,546"
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Admin & Support & Waste Mgmt & Remediation,15,"$32,177","$30,083",9,"$35,692","$36,479"
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Health Care & Social Assistance,7,"$38,337","$34,845",,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Accommodation & Food Services,7,"$25,275","$24,895",,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Government,10,"$56,209","$66,668",5,"$55,659","$60,968"
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,No Wages,255,,,332,,
45,Los Angeles,2,FTF + FTT,09091,Electrical Engineering,Wages - No NAICS Code,8,"$3,204","$17,874",,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Construction,5,"$44,761","$44,734",,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Manufacturing,22,"$59,121","$59,020",10,"$78,120","$86,688"
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Wholesale Trade,12,"$40,571","$42,392",,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Retail Trade,28,"$29,560","$36,385",10,"$46,253","$49,216"
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Transportation & Warehousing,7,"$19,775","$20,908",,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Information,,,,,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Admin & Support & Waste Mgmt & Remediation,11,"$15,499","$35,191",,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Educational Services,6,"$36,197","$35,286",,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Health Care & Social Assistance,6,"$49,374","$40,005",,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Other Services,7,"$33,867","$29,772",,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Government,6,"$56,054","$53,599",,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,No Wages,372,,,455,,
45,Los Angeles,2,FTF + FTT,09101,Mechanical Engineering,Wages - No NAICS Code,9,"$3,096","$5,439",,,
45,Los Angeles,2,FTF + FTT,09132 + 09133,Industrial Management & Technology,No Wages,5,,,5,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Manufacturing,19,"$38,478","$41,781",10,"$53,301","$67,788"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Wholesale Trade,18,"$43,710","$46,355",10,"$55,572","$61,614"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Retail Trade,51,"$26,024","$28,831",11,"$48,771","$52,079"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Transportation & Warehousing,8,"$29,563","$26,990",6,"$31,797","$31,568"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Information,12,"$32,025","$38,736",,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Finance & Insurance,15,"$38,085","$39,377",6,"$55,734","$58,665"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Real Estate & Rental & Leasing,6,"$20,919","$24,105",,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,"Professional, Scientific, & Technical Skills",12,"$36,537","$34,574",10,"$43,363","$50,864"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Admin & Support & Waste Mgmt & Remediation,17,"$25,130","$26,777",6,"$32,550","$37,754"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Educational Services,9,"$25,464","$35,021",6,"$29,795","$31,968"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Health Care & Social Assistance,21,"$23,938","$33,521",10,"$43,999","$44,092"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,"Arts, Entertainment, & Recreation",7,"$36,869","$32,379",,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Accommodation & Food Services,12,"$17,117","$21,364",,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Other Services,10,"$26,640","$31,821",,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Government,11,"$27,604","$36,534",6,"$52,898","$54,376"
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,No Wages,375,,,521,,
45,Los Angeles,2,FTF + FTT,10021 + 10022,Art,Wages - No NAICS Code,16,"$8,395","$15,250",6,"$8,432","$13,091"
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Retail Trade,,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Information,,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Accommodation & Food Services,5,"$22,085","$19,092",,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Government,,,,,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,No Wages,37,,,53,,
45,Los Angeles,2,FTF + FTT,10041,Music - Performance,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,Retail Trade,13,"$22,836","$28,291",5,"$42,382","$34,868"
45,Los Angeles,2,FTF + FTT,10051,Music,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,Information,5,"$18,775","$15,097",,,
45,Los Angeles,2,FTF + FTT,10051,Music,Finance & Insurance,5,"$40,483","$38,043",,,
45,Los Angeles,2,FTF + FTT,10051,Music,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,"Professional, Scientific, & Technical Skills",7,"$15,529","$28,485",,,
45,Los Angeles,2,FTF + FTT,10051,Music,Management of Companies & Enterprises,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,Admin & Support & Waste Mgmt & Remediation,5,"$31,275","$21,819",,,
45,Los Angeles,2,FTF + FTT,10051,Music,Educational Services,13,"$34,227","$34,949",7,"$12,909","$23,450"
45,Los Angeles,2,FTF + FTT,10051,Music,Health Care & Social Assistance,15,"$32,205","$28,832",,,
45,Los Angeles,2,FTF + FTT,10051,Music,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,Accommodation & Food Services,9,"$12,586","$14,588",,,
45,Los Angeles,2,FTF + FTT,10051,Music,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,Government,,,,,,
45,Los Angeles,2,FTF + FTT,10051,Music,No Wages,165,,,223,,
45,Los Angeles,2,FTF + FTT,10051,Music,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Retail Trade,11,"$22,964","$20,105",5,"$20,178","$17,435"
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Transportation & Warehousing,6,"$25,058","$23,231",,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Information,15,"$17,383","$22,797",,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,"Professional, Scientific, & Technical Skills",7,"$32,842","$28,310",5,"$56,051","$54,353"
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Admin & Support & Waste Mgmt & Remediation,14,"$7,505","$18,983",,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Educational Services,5,"$6,721","$8,507",5,"$17,958","$26,348"
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Health Care & Social Assistance,6,"$30,340","$31,691",,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,"Arts, Entertainment, & Recreation",9,"$12,908","$28,600",,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Accommodation & Food Services,12,"$23,942","$26,647",,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Other Services,,,,,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Government,,,,,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,No Wages,138,,,202,,
45,Los Angeles,2,FTF + FTT,10071,Theatre Arts,Wages - No NAICS Code,8,"$3,063","$5,704",,,
45,Los Angeles,2,FTF + FTT,11021,French,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,11021,French,Retail Trade,,,,,,
45,Los Angeles,2,FTF + FTT,11021,French,Information,,,,,,
45,Los Angeles,2,FTF + FTT,11021,French,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF + FTT,11021,French,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF + FTT,11021,French,No Wages,11,,,13,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Utilities,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Construction,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Manufacturing,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Retail Trade,11,"$20,909","$27,900",,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Information,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Admin & Support & Waste Mgmt & Remediation,7,"$30,863","$31,791",,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Educational Services,19,"$35,421","$34,838",8,"$31,003","$37,048"
45,Los Angeles,2,FTF + FTT,11051,Spanish,Health Care & Social Assistance,11,"$32,781","$37,677",8,"$38,954","$40,640"
45,Los Angeles,2,FTF + FTT,11051,Spanish,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Other Services,5,"$33,412","$33,885",,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Non-Classified,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Government,,,,,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,No Wages,63,,,102,,
45,Los Angeles,2,FTF + FTT,11051,Spanish,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF + FTT,11071,Chinese,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF + FTT,11071,Chinese,Educational Services,,,,,,
45,Los Angeles,2,FTF + FTT,11071,Chinese,"Arts, Entertainment, & Recreation",,,,,,
