	average_annual_earnings_10_years_after_exit	average_annual_earnings_5_years_after_exit	campus	entry_status	hegis_at_exit	industry	location	major	median_annual_earnings_10_years_after_exit	median_annual_earnings_5_years_after_exit	naics	number_of_students_found_10_years_after_exit	number_of_students_found_5_years_after_exit	student_path
2737			0	FTF + FTT	3071	Information		Asian/East Asian Studies			8			2
2738			0	FTF + FTT	3071	Admin & Support & Waste Mgmt & Remediation		Asian/East Asian Studies			13			2
2739			0	FTF + FTT	3071	Health Care & Social Assistance		Asian/East Asian Studies			15			2
2740			0	FTF + FTT	3071	No Wages		Asian/East Asian Studies			20	18	13	2
2741			0	FTF + FTT	3071	Wages - No NAICS Code		Asian/East Asian Studies			21			2
2742			0	FTF + FTT	3085	Construction		Latin/Central American Studies			3			2
2743			0	FTF + FTT	3085	Manufacturing		Latin/Central American Studies			4			2
2744			0	FTF + FTT	3085	Wholesale Trade		Latin/Central American Studies			5			2
2745			0	FTF + FTT	3085	Retail Trade		Latin/Central American Studies			6			2
2746			0	FTF + FTT	3085	Information		Latin/Central American Studies			8			2
2747			0	FTF + FTT	3085	Finance & Insurance		Latin/Central American Studies			9			2
2748			0	FTF + FTT	3085	Professional, Scientific, & Technical Skills		Latin/Central American Studies			11			2
2749			0	FTF + FTT	3085	Admin & Support & Waste Mgmt & Remediation		Latin/Central American Studies			13			2
2750		30772.0	0	FTF + FTT	3085	Educational Services		Latin/Central American Studies		24877.0	14		6	2
2751			0	FTF + FTT	3085	Health Care & Social Assistance		Latin/Central American Studies			15			2
2752			0	FTF + FTT	3085	Accommodation & Food Services		Latin/Central American Studies			17			2
2753			0	FTF + FTT	3085	Other Services		Latin/Central American Studies			18			2
2754			0	FTF + FTT	3085	Government		Latin/Central American Studies			19			2
2755			0	FTF + FTT	3085	No Wages		Latin/Central American Studies			20	47	27	2
2756			0	FTF + FTT	3085	Wages - No NAICS Code		Latin/Central American Studies			21			2
2757			0	FTF + FTT	3122	Retail Trade		European Studies			6			2
2758			0	FTF + FTT	3122	No Wages		European Studies			20	8	6	2
2759			0	FTF + FTT	3131	Agriculture, Forestry, Fishing, & Hunting		American Studies			1			2
2760			0	FTF + FTT	3131	Construction		American Studies			3			2
2761			0	FTF + FTT	3131	Manufacturing		American Studies			4			2
2762			0	FTF + FTT	3131	Wholesale Trade		American Studies			5			2
2763		29944.0	0	FTF + FTT	3131	Retail Trade		American Studies		27149.0	6		5	2
2764			0	FTF + FTT	3131	Transportation & Warehousing		American Studies			7			2
2765			0	FTF + FTT	3131	Professional, Scientific, & Technical Skills		American Studies			11			2
2766			0	FTF + FTT	3131	Admin & Support & Waste Mgmt & Remediation		American Studies			13			2
2767			0	FTF + FTT	3131	Educational Services		American Studies			14			2
2768			0	FTF + FTT	3131	Health Care & Social Assistance		American Studies			15			2
2769			0	FTF + FTT	3131	Government		American Studies			19			2
2770			0	FTF + FTT	3131	No Wages		American Studies			20	57	46	2
2771			0	FTF + FTT	3131	Wages - No NAICS Code		American Studies			21			2
2772	20265.0	23969.0	0	FTF + FTT	4011	Agriculture, Forestry, Fishing, & Hunting		Biology	13992.0	23036.0	1	9	15	2
2773	59833.0	67502.0	0	FTF + FTT	4011	Utilities		Biology	52194.0	68379.0	2	5	10	2
2774	61031.0	37116.0	0	FTF + FTT	4011	Construction		Biology	42708.0	34633.0	3	33	59	2
2775	53105.0	42833.0	0	FTF + FTT	4011	Manufacturing		Biology	45631.0	41756.0	4	66	105	2
2776	49751.0	41315.0	0	FTF + FTT	4011	Wholesale Trade		Biology	45530.0	33842.0	5	53	76	2
2777	43620.0	30308.0	0	FTF + FTT	4011	Retail Trade		Biology	33597.0	23801.0	6	176	460	2
2778	46407.0	31536.0	0	FTF + FTT	4011	Transportation & Warehousing		Biology	39516.0	27063.0	7	29	64	2
2779	53605.0	35821.0	0	FTF + FTT	4011	Information		Biology	47282.0	30088.0	8	38	68	2
2780	47272.0	37999.0	0	FTF + FTT	4011	Finance & Insurance		Biology	47017.0	35422.0	9	104	170	2
2781	55474.0	37490.0	0	FTF + FTT	4011	Real Estate & Rental & Leasing		Biology	48579.0	32837.0	10	20	34	2
2782	48971.0	34110.0	0	FTF + FTT	4011	Professional, Scientific, & Technical Skills		Biology	43145.0	30035.0	11	73	146	2
2783			0	FTF + FTT	4011	Management of Companies & Enterprises		Biology			12			2
2784	37467.0	26330.0	0	FTF + FTT	4011	Admin & Support & Waste Mgmt & Remediation		Biology	33828.0	22201.0	13	91	178	2
2785	39906.0	26464.0	0	FTF + FTT	4011	Educational Services		Biology	38042.0	20829.0	14	67	121	2
2786	51709.0	38368.0	0	FTF + FTT	4011	Health Care & Social Assistance		Biology	46575.0	33465.0	15	294	478	2
2787	36831.0	23177.0	0	FTF + FTT	4011	Arts, Entertainment, & Recreation		Biology	30373.0	21696.0	16	22	65	2
2788	29974.0	22462.0	0	FTF + FTT	4011	Accommodation & Food Services		Biology	21495.0	21023.0	17	62	229	2
2789	35484.0	21749.0	0	FTF + FTT	4011	Other Services		Biology	27758.0	20083.0	18	26	49	2
2790			0	FTF + FTT	4011	Non-Classified		Biology			22			2
2791	66297.0	55042.0	0	FTF + FTT	4011	Government		Biology	55943.0	47056.0	19	80	98	2
2792			0	FTF + FTT	4011	No Wages		Biology			20	4,093	2,838	2
2793	20219.0	12446.0	0	FTF + FTT	4011	Wages - No NAICS Code		Biology	6962.0	4941.0	21	85	158	2
2794			0	FTF + FTT	4201	Utilities		Environmental Biology & Ecology			2			2
2795			0	FTF + FTT	4201	Manufacturing		Environmental Biology & Ecology			4			2
2796			0	FTF + FTT	4201	Wholesale Trade		Environmental Biology & Ecology			5			2
2797			0	FTF + FTT	4201	Retail Trade		Environmental Biology & Ecology			6			2
2798			0	FTF + FTT	4201	Transportation & Warehousing		Environmental Biology & Ecology			7			2
2799			0	FTF + FTT	4201	Information		Environmental Biology & Ecology			8			2
2800			0	FTF + FTT	4201	Finance & Insurance		Environmental Biology & Ecology			9			2
2801			0	FTF + FTT	4201	Real Estate & Rental & Leasing		Environmental Biology & Ecology			10			2
2802		43314.0	0	FTF + FTT	4201	Professional, Scientific, & Technical Skills		Environmental Biology & Ecology		29137.0	11		5	2
2803			0	FTF + FTT	4201	Management of Companies & Enterprises		Environmental Biology & Ecology			12			2
2804			0	FTF + FTT	4201	Admin & Support & Waste Mgmt & Remediation		Environmental Biology & Ecology			13			2
2805			0	FTF + FTT	4201	Educational Services		Environmental Biology & Ecology			14			2
2806			0	FTF + FTT	4201	Health Care & Social Assistance		Environmental Biology & Ecology			15			2
2807			0	FTF + FTT	4201	Arts, Entertainment, & Recreation		Environmental Biology & Ecology			16			2
2808			0	FTF + FTT	4201	Accommodation & Food Services		Environmental Biology & Ecology			17			2
2809			0	FTF + FTT	4201	Government		Environmental Biology & Ecology			19			2
2810			0	FTF + FTT	4201	No Wages		Environmental Biology & Ecology			20	119	94	2
2811		35556.0	0	FTF + FTT	4201	Wages - No NAICS Code		Environmental Biology & Ecology		29123.0	21		5	2
2812			0	FTF + FTT	4021	Finance & Insurance		Botany			9			2
2813			0	FTF + FTT	4021	Professional, Scientific, & Technical Skills		Botany			11			2
2814			0	FTF + FTT	4021	No Wages		Botany			20	5		2
2815			0	FTF + FTT	4021	Wages - No NAICS Code		Botany			21			2
2816			0	FTF + FTT	4071	Construction		Zoology			3			2
2817			0	FTF + FTT	4071	Manufacturing		Zoology			4			2
2818			0	FTF + FTT	4071	Wholesale Trade		Zoology			5			2
2819		16354.0	0	FTF + FTT	4071	Retail Trade		Zoology		17275.0	6		8	2
2820			0	FTF + FTT	4071	Transportation & Warehousing		Zoology			7			2
2821			0	FTF + FTT	4071	Finance & Insurance		Zoology			9			2
2822			0	FTF + FTT	4071	Real Estate & Rental & Leasing		Zoology			10			2
2823		28112.0	0	FTF + FTT	4071	Professional, Scientific, & Technical Skills		Zoology		33731.0	11		8	2
2824			0	FTF + FTT	4071	Admin & Support & Waste Mgmt & Remediation		Zoology			13			2
2825		12577.0	0	FTF + FTT	4071	Educational Services		Zoology		12458.0	14		6	2
2826		21813.0	0	FTF + FTT	4071	Health Care & Social Assistance		Zoology		20741.0	15		6	2
2827		21974.0	0	FTF + FTT	4071	Arts, Entertainment, & Recreation		Zoology		20536.0	16		6	2
2828		13550.0	0	FTF + FTT	4071	Accommodation & Food Services		Zoology		13772.0	17		7	2
2829			0	FTF + FTT	4071	Other Services		Zoology			18			2
2830			0	FTF + FTT	4071	Government		Zoology			19			2
2831			0	FTF + FTT	4071	No Wages		Zoology			20	83	48	2
2832			0	FTF + FTT	4071	Wages - No NAICS Code		Zoology			21			2
2833			0	FTF + FTT	4101	Retail Trade		Physiology			6			2
2834			0	FTF + FTT	4101	Transportation & Warehousing		Physiology			7			2
2835			0	FTF + FTT	4101	Arts, Entertainment, & Recreation		Physiology			16			2
2836			0	FTF + FTT	4101	Other Services		Physiology			18			2
2837			0	FTF + FTT	4101	No Wages		Physiology			20	14	9	2
2838		35874.0	0	FTF + FTT	4111	Manufacturing		Microbiology		36875.0	4		6	2
2839			0	FTF + FTT	4111	Wholesale Trade		Microbiology			5			2
2840	59399.0	41182.0	0	FTF + FTT	4111	Retail Trade		Microbiology	48085.0	35088.0	6	8	24	2
2841			0	FTF + FTT	4111	Transportation & Warehousing		Microbiology			7			2
2842			0	FTF + FTT	4111	Information		Microbiology			8			2
2843			0	FTF + FTT	4111	Finance & Insurance		Microbiology			9			2
2844			0	FTF + FTT	4111	Real Estate & Rental & Leasing		Microbiology			10			2
2845		38827.0	0	FTF + FTT	4111	Professional, Scientific, & Technical Skills		Microbiology		37555.0	11		6	2
2846		15826.0	0	FTF + FTT	4111	Admin & Support & Waste Mgmt & Remediation		Microbiology		13554.0	13		10	2
2847		47764.0	0	FTF + FTT	4111	Educational Services		Microbiology		46700.0	14		9	2
2848	49145.0	46403.0	0	FTF + FTT	4111	Health Care & Social Assistance		Microbiology	46611.0	43459.0	15	20	26	2
2849			0	FTF + FTT	4111	Arts, Entertainment, & Recreation		Microbiology			16			2
2850		16127.0	0	FTF + FTT	4111	Accommodation & Food Services		Microbiology		14191.0	17		8	2
2851			0	FTF + FTT	4111	Other Services		Microbiology			18			2
2852		65467.0	0	FTF + FTT	4111	Government		Microbiology		59321.0	19		5	2
2853			0	FTF + FTT	4111	No Wages		Microbiology			20	216	156	2
2854		13880.0	0	FTF + FTT	4111	Wages - No NAICS Code		Microbiology		6285.0	21		10	2
2855			0	FTF + FTT	4141	Agriculture, Forestry, Fishing, & Hunting		Biochemistry			1			2
2856			0	FTF + FTT	4141	Utilities		Biochemistry			2			2
2857		40146.0	0	FTF + FTT	4141	Construction		Biochemistry		47209.0	3		12	2
2858	58576.0	42435.0	0	FTF + FTT	4141	Manufacturing		Biochemistry	45886.0	35094.0	4	5	17	2
2859	40661.0	32472.0	0	FTF + FTT	4141	Wholesale Trade		Biochemistry	38864.0	28463.0	5	10	16	2
2860	61368.0	32912.0	0	FTF + FTT	4141	Retail Trade		Biochemistry	55045.0	21456.0	6	25	90	2
2861		27840.0	0	FTF + FTT	4141	Transportation & Warehousing		Biochemistry		15924.0	7		9	2
2862		37662.0	0	FTF + FTT	4141	Information		Biochemistry		40032.0	8		10	2
2863	46692.0	38448.0	0	FTF + FTT	4141	Finance & Insurance		Biochemistry	38633.0	37691.0	9	12	22	2
2864			0	FTF + FTT	4141	Real Estate & Rental & Leasing		Biochemistry			10			2
2865	69619.0	33035.0	0	FTF + FTT	4141	Professional, Scientific, & Technical Skills		Biochemistry	60454.0	29660.0	11	11	27	2
2866	29025.0	24894.0	0	FTF + FTT	4141	Admin & Support & Waste Mgmt & Remediation		Biochemistry	38909.0	21813.0	13	11	31	2
2867		24637.0	0	FTF + FTT	4141	Educational Services		Biochemistry		20045.0	14		14	2
2868	56110.0	39632.0	0	FTF + FTT	4141	Health Care & Social Assistance		Biochemistry	49828.0	36201.0	15	33	79	2
2869		22674.0	0	FTF + FTT	4141	Arts, Entertainment, & Recreation		Biochemistry		12792.0	16		9	2
2870	27499.0	20754.0	0	FTF + FTT	4141	Accommodation & Food Services		Biochemistry	26057.0	17943.0	17	15	53	2
2871	23149.0	24830.0	0	FTF + FTT	4141	Other Services		Biochemistry	20472.0	16817.0	18	7	13	2
2872			0	FTF + FTT	4141	Non-Classified		Biochemistry			22			2
2873	80330.0	44212.0	0	FTF + FTT	4141	Government		Biochemistry	80077.0	37568.0	19	6	7	2
2874			0	FTF + FTT	4141	No Wages		Biochemistry			20	1,013	718	2
2875	8242.0	11047.0	0	FTF + FTT	4141	Wages - No NAICS Code		Biochemistry	5904.0	2953.0	21	6	33	2
2876			0	FTF + FTT	4152	Retail Trade		Biomedical Physics			6			2
2877			0	FTF + FTT	4152	Transportation & Warehousing		Biomedical Physics			7			2
2878			0	FTF + FTT	4152	Admin & Support & Waste Mgmt & Remediation		Biomedical Physics			13			2
2879			0	FTF + FTT	4152	Health Care & Social Assistance		Biomedical Physics			15			2
2880			0	FTF + FTT	4152	No Wages		Biomedical Physics			20			2
2881			0	FTF + FTT	4171	Manufacturing		Cell and Molecular Biology			4			2
2882			0	FTF + FTT	4171	Wholesale Trade		Cell and Molecular Biology			5			2
2883		27106.0	0	FTF + FTT	4171	Retail Trade		Cell and Molecular Biology		22801.0	6		26	2
2884			0	FTF + FTT	4171	Information		Cell and Molecular Biology			8			2
2885			0	FTF + FTT	4171	Finance & Insurance		Cell and Molecular Biology			9			2
2886			0	FTF + FTT	4171	Real Estate & Rental & Leasing		Cell and Molecular Biology			10			2
2887		24529.0	0	FTF + FTT	4171	Professional, Scientific, & Technical Skills		Cell and Molecular Biology		24568.0	11		6	2
2888			0	FTF + FTT	4171	Admin & Support & Waste Mgmt & Remediation		Cell and Molecular Biology			13			2
2889			0	FTF + FTT	4171	Educational Services		Cell and Molecular Biology			14			2
2890		25643.0	0	FTF + FTT	4171	Health Care & Social Assistance		Cell and Molecular Biology		24666.0	15		19	2
2891			0	FTF + FTT	4171	Arts, Entertainment, & Recreation		Cell and Molecular Biology			16			2
2892		13237.0	0	FTF + FTT	4171	Accommodation & Food Services		Cell and Molecular Biology		9181.0	17		7	2
2893			0	FTF + FTT	4171	Other Services		Cell and Molecular Biology			18			2
2894			0	FTF + FTT	4171	Government		Cell and Molecular Biology			19			2
2895			0	FTF + FTT	4171	No Wages		Cell and Molecular Biology			20	266	196	2
2896		7684.0	0	FTF + FTT	4171	Wages - No NAICS Code		Cell and Molecular Biology		6264.0	21		6	2
2897			0	FTF + FTT	4181	Manufacturing		Marine Biology			4			2
2898		35864.0	0	FTF + FTT	4181	Retail Trade		Marine Biology		31310.0	6		6	2
2899			0	FTF + FTT	4181	Professional, Scientific, & Technical Skills		Marine Biology			11			2
2900			0	FTF + FTT	4181	Health Care & Social Assistance		Marine Biology			15			2
2901			0	FTF + FTT	4181	Arts, Entertainment, & Recreation		Marine Biology			16			2
2902		17873.0	0	FTF + FTT	4181	Accommodation & Food Services		Marine Biology		17620.0	17		6	2
2903			0	FTF + FTT	4181	Government		Marine Biology			19			2
2904			0	FTF + FTT	4181	No Wages		Marine Biology			20	49	26	2
2905			0	FTF + FTT	4181	Wages - No NAICS Code		Marine Biology			21			2
2906			0	FTF + FTT	4991	Construction		Biotechnology			3			2
2907			0	FTF + FTT	4991	Manufacturing		Biotechnology			4			2
2908			0	FTF + FTT	4991	Wholesale Trade		Biotechnology			5			2
2909		25048.0	0	FTF + FTT	4991	Retail Trade		Biotechnology		22531.0	6		10	2
2910			0	FTF + FTT	4991	Information		Biotechnology			8			2
2911			0	FTF + FTT	4991	Finance & Insurance		Biotechnology			9			2
2912			0	FTF + FTT	4991	Real Estate & Rental & Leasing		Biotechnology			10			2
2913		46069.0	0	FTF + FTT	4991	Professional, Scientific, & Technical Skills		Biotechnology		42383.0	11		5	2
2914			0	FTF + FTT	4991	Management of Companies & Enterprises		Biotechnology			12			2
2915		26269.0	0	FTF + FTT	4991	Admin & Support & Waste Mgmt & Remediation		Biotechnology		21010.0	13		5	2
2916		37071.0	0	FTF + FTT	4991	Health Care & Social Assistance		Biotechnology		34457.0	15		7	2
2917			0	FTF + FTT	4991	Arts, Entertainment, & Recreation		Biotechnology			16			2
2918			0	FTF + FTT	4991	Accommodation & Food Services		Biotechnology			17			2
2919			0	FTF + FTT	4991	Government		Biotechnology			19			2
2920			0	FTF + FTT	4991	No Wages		Biotechnology			20	63	37	2
2921			0	FTF + FTT	4991	Wages - No NAICS Code		Biotechnology			21			2
2922	35228.0	22017.0	0	FTF + FTT	5011	Agriculture, Forestry, Fishing, & Hunting		Business Administration	30267.0	13731.0	1	19	36	2
2923		53683.0	0	FTF + FTT	5011	Mining		Business Administration		52601.0	23		6	2
2924	85435.0	83916.0	0	FTF + FTT	5011	Utilities		Business Administration	86753.0	82433.0	2	54	70	2
2925	61107.0	49037.0	0	FTF + FTT	5011	Construction		Business Administration	54080.0	42317.0	3	188	317	2
2926	72587.0	51817.0	0	FTF + FTT	5011	Manufacturing		Business Administration	55863.0	43106.0	4	279	497	2
2927	56401.0	42488.0	0	FTF + FTT	5011	Wholesale Trade		Business Administration	48032.0	37614.0	5	402	672	2
2928	49372.0	36929.0	0	FTF + FTT	5011	Retail Trade		Business Administration	42808.0	30925.0	6	592	1,473	2
2929	50821.0	40051.0	0	FTF + FTT	5011	Transportation & Warehousing		Business Administration	45617.0	34402.0	7	186	303	2
2930	69751.0	53627.0	0	FTF + FTT	5011	Information		Business Administration	60013.0	48722.0	8	217	365	2
2931	69519.0	55414.0	0	FTF + FTT	5011	Finance & Insurance		Business Administration	53912.0	45847.0	9	676	1,224	2
2932	59191.0	43419.0	0	FTF + FTT	5011	Real Estate & Rental & Leasing		Business Administration	51210.0	40003.0	10	128	245	2
2933	60323.0	45604.0	0	FTF + FTT	5011	Professional, Scientific, & Technical Skills		Business Administration	50910.0	40068.0	11	416	695	2
2934	62135.0	45588.0	0	FTF + FTT	5011	Management of Companies & Enterprises		Business Administration	61998.0	44134.0	12	16	23	2
2935	43325.0	36646.0	0	FTF + FTT	5011	Admin & Support & Waste Mgmt & Remediation		Business Administration	36754.0	30915.0	13	353	709	2
2936	41414.0	35824.0	0	FTF + FTT	5011	Educational Services		Business Administration	38742.0	32676.0	14	197	314	2
2937	41277.0	34935.0	0	FTF + FTT	5011	Health Care & Social Assistance		Business Administration	37530.0	30268.0	15	444	642	2
2938	42916.0	29542.0	0	FTF + FTT	5011	Arts, Entertainment, & Recreation		Business Administration	38842.0	25681.0	16	99	221	2
2939	38082.0	26913.0	0	FTF + FTT	5011	Accommodation & Food Services		Business Administration	29916.0	22755.0	17	314	826	2
2940	40251.0	33581.0	0	FTF + FTT	5011	Other Services		Business Administration	32373.0	24966.0	18	117	247	2
2941	21617.0	23739.0	0	FTF + FTT	5011	Non-Classified		Business Administration	14438.0	13671.0	22	15	29	2
2942	72656.0	60670.0	0	FTF + FTT	5011	Government		Business Administration	62882.0	54651.0	19	265	389	2
2943			0	FTF + FTT	5011	No Wages		Business Administration			20	12,425	7,813	2
2944	20194.0	13376.0	0	FTF + FTT	5011	Wages - No NAICS Code		Business Administration	7101.0	5196.0	21	312	599	2
2945			0	FTF + FTT	5012	Wholesale Trade		Business Education			5			2
2946			0	FTF + FTT	5012	Retail Trade		Business Education			6			2
2947			0	FTF + FTT	5012	Information		Business Education			8			2
2948			0	FTF + FTT	5012	Finance & Insurance		Business Education			9			2
2949			0	FTF + FTT	5012	Real Estate & Rental & Leasing		Business Education			10			2
2950			0	FTF + FTT	5012	Admin & Support & Waste Mgmt & Remediation		Business Education			13			2
2951			0	FTF + FTT	5012	Health Care & Social Assistance		Business Education			15			2
2952			0	FTF + FTT	5012	Arts, Entertainment, & Recreation		Business Education			16			2
2953			0	FTF + FTT	5012	No Wages		Business Education			20	6		2
2954		36932.0	0	FTF + FTT	5021	Agriculture, Forestry, Fishing, & Hunting		Accounting		33688.0	1		6	2
2955			0	FTF + FTT	5021	Mining		Accounting			23			2
2956		77818.0	0	FTF + FTT	5021	Utilities		Accounting		83097.0	2		6	2
2957	35636.0	41374.0	0	FTF + FTT	5021	Construction		Accounting	25131.0	39656.0	3	21	32	2
2958	62013.0	55008.0	0	FTF + FTT	5021	Manufacturing		Accounting	54419.0	46916.0	4	31	45	2
2959	72810.0	48133.0	0	FTF + FTT	5021	Wholesale Trade		Accounting	58006.0	42781.0	5	35	66	2
2960	40810.0	35519.0	0	FTF + FTT	5021	Retail Trade		Accounting	35315.0	33536.0	6	68	155	2
2961	43122.0	39312.0	0	FTF + FTT	5021	Transportation & Warehousing		Accounting	38722.0	30672.0	7	19	32	2
2962	78342.0	61305.0	0	FTF + FTT	5021	Information		Accounting	76625.0	58917.0	8	27	38	2
2963	61578.0	48987.0	0	FTF + FTT	5021	Finance & Insurance		Accounting	50167.0	43868.0	9	77	135	2
2964	53397.0	44626.0	0	FTF + FTT	5021	Real Estate & Rental & Leasing		Accounting	48260.0	43501.0	10	24	35	2
2965	59985.0	45767.0	0	FTF + FTT	5021	Professional, Scientific, & Technical Skills		Accounting	54800.0	43473.0	11	60	108	2
2966		50089.0	0	FTF + FTT	5021	Management of Companies & Enterprises		Accounting		40594.0	12		5	2
2967	32218.0	34535.0	0	FTF + FTT	5021	Admin & Support & Waste Mgmt & Remediation		Accounting	32078.0	31098.0	13	37	97	2
2968	40727.0	36233.0	0	FTF + FTT	5021	Educational Services		Accounting	44231.0	35066.0	14	28	42	2
2969	43537.0	37868.0	0	FTF + FTT	5021	Health Care & Social Assistance		Accounting	45962.0	34439.0	15	54	105	2
2970	28651.0	29132.0	0	FTF + FTT	5021	Arts, Entertainment, & Recreation		Accounting	28555.0	23677.0	16	10	15	2
2971	41993.0	32807.0	0	FTF + FTT	5021	Accommodation & Food Services		Accounting	33960.0	28093.0	17	23	78	2
2972	32303.0	34815.0	0	FTF + FTT	5021	Other Services		Accounting	22882.0	29317.0	18	16	21	2
2973			0	FTF + FTT	5021	Non-Classified		Accounting			22			2
2974	64204.0	53546.0	0	FTF + FTT	5021	Government		Accounting	55681.0	48101.0	19	24	48	2
2975			0	FTF + FTT	5021	No Wages		Accounting			20	1,531	984	2
2976	20164.0	19683.0	0	FTF + FTT	5021	Wages - No NAICS Code		Accounting	6577.0	6573.0	21	33	78	2
2977			0	FTF + FTT	5041	Agriculture, Forestry, Fishing, & Hunting		Finance			1			2
2978	77343.0		0	FTF + FTT	5041	Utilities		Finance	84422.0		2	6		2
2979	61638.0	56244.0	0	FTF + FTT	5041	Construction		Finance	58210.0	51059.0	3	8	16	2
2980	67210.0	61865.0	0	FTF + FTT	5041	Manufacturing		Finance	55111.0	64368.0	4	15	31	2
2981	68850.0	54419.0	0	FTF + FTT	5041	Wholesale Trade		Finance	66612.0	53876.0	5	16	28	2
2982	53448.0	39067.0	0	FTF + FTT	5041	Retail Trade		Finance	46744.0	28701.0	6	26	63	2
2983	85224.0	47858.0	0	FTF + FTT	5041	Transportation & Warehousing		Finance	95043.0	42172.0	7	5	20	2
2984	73091.0	44366.0	0	FTF + FTT	5041	Information		Finance	73977.0	43600.0	8	14	18	2
2985	87184.0	73790.0	0	FTF + FTT	5041	Finance & Insurance		Finance	66952.0	55272.0	9	45	129	2
2986	66866.0	44244.0	0	FTF + FTT	5041	Real Estate & Rental & Leasing		Finance	54658.0	46552.0	10	9	18	2
2987	56171.0	48890.0	0	FTF + FTT	5041	Professional, Scientific, & Technical Skills		Finance	50773.0	48755.0	11	18	37	2
2988			0	FTF + FTT	5041	Management of Companies & Enterprises		Finance			12			2
2989	38176.0	36708.0	0	FTF + FTT	5041	Admin & Support & Waste Mgmt & Remediation		Finance	34327.0	29607.0	13	22	54	2
2990	45706.0	32461.0	0	FTF + FTT	5041	Educational Services		Finance	49206.0	31158.0	14	12	23	2
2991	41239.0	25124.0	0	FTF + FTT	5041	Health Care & Social Assistance		Finance	40455.0	19415.0	15	12	28	2
2992		26045.0	0	FTF + FTT	5041	Arts, Entertainment, & Recreation		Finance		18784.0	16		9	2
2993	33096.0	36201.0	0	FTF + FTT	5041	Accommodation & Food Services		Finance	31556.0	28334.0	17	11	34	2
2994	48545.0	19713.0	0	FTF + FTT	5041	Other Services		Finance	64551.0	13062.0	18	6	10	2
2995			0	FTF + FTT	5041	Non-Classified		Finance			22			2
2996		61707.0	0	FTF + FTT	5041	Government		Finance		57032.0	19		14	2
2997			0	FTF + FTT	5041	No Wages		Finance			20	885	551	2
2998	15755.0	14436.0	0	FTF + FTT	5041	Wages - No NAICS Code		Finance	9155.0	6345.0	21	12	34	2
2999			0	FTF + FTT	5061	Agriculture, Forestry, Fishing, & Hunting		Management			1			2
3000			0	FTF + FTT	5061	Mining		Management			23			2
3001			0	FTF + FTT	5061	Utilities		Management			2			2
3002	89441.0	54931.0	0	FTF + FTT	5061	Construction		Management	79237.0	41608.0	3	12	39	2
3003	55752.0	47057.0	0	FTF + FTT	5061	Manufacturing		Management	46891.0	40513.0	4	21	48	2
3004	61947.0	49404.0	0	FTF + FTT	5061	Wholesale Trade		Management	57815.0	45443.0	5	24	53	2
3005	64899.0	36642.0	0	FTF + FTT	5061	Retail Trade		Management	51359.0	30313.0	6	46	192	2
3006	51762.0	35397.0	0	FTF + FTT	5061	Transportation & Warehousing		Management	43236.0	31008.0	7	13	37	2
3007	72687.0	44808.0	0	FTF + FTT	5061	Information		Management	81175.0	40626.0	8	14	48	2
3008	69244.0	49726.0	0	FTF + FTT	5061	Finance & Insurance		Management	64164.0	44197.0	9	34	128	2
3009	43273.0	37389.0	0	FTF + FTT	5061	Real Estate & Rental & Leasing		Management	37165.0	36862.0	10	8	27	2
3010	60578.0	46495.0	0	FTF + FTT	5061	Professional, Scientific, & Technical Skills		Management	45130.0	37420.0	11	35	79	2
3011			0	FTF + FTT	5061	Management of Companies & Enterprises		Management			12			2
3012	49824.0	35127.0	0	FTF + FTT	5061	Admin & Support & Waste Mgmt & Remediation		Management	38511.0	25774.0	13	25	86	2
3013	44714.0	32122.0	0	FTF + FTT	5061	Educational Services		Management	41382.0	22934.0	14	14	47	2
3014	57622.0	30685.0	0	FTF + FTT	5061	Health Care & Social Assistance		Management	39379.0	26494.0	15	25	76	2
3015	36369.0	28390.0	0	FTF + FTT	5061	Arts, Entertainment, & Recreation		Management	38645.0	23602.0	16	12	35	2
3016	42148.0	26422.0	0	FTF + FTT	5061	Accommodation & Food Services		Management	30026.0	22116.0	17	23	112	2
3017	46916.0	26866.0	0	FTF + FTT	5061	Other Services		Management	28780.0	23008.0	18	13	35	2
3018			0	FTF + FTT	5061	Non-Classified		Management			22			2
3019	74723.0	67395.0	0	FTF + FTT	5061	Government		Management	65924.0	63412.0	19	19	36	2
3020			0	FTF + FTT	5061	No Wages		Management			20	1,990	1,205	2
3021	15496.0	10702.0	0	FTF + FTT	5061	Wages - No NAICS Code		Management	8908.0	4564.0	21	19	61	2
3022			0	FTF + FTT	5064	Manufacturing		Production and Operations Management			4			2
3023			0	FTF + FTT	5064	Wholesale Trade		Production and Operations Management			5			2
3024			0	FTF + FTT	5064	Transportation & Warehousing		Production and Operations Management			7			2
3025			0	FTF + FTT	5064	Finance & Insurance		Production and Operations Management			9			2
3026			0	FTF + FTT	5064	Professional, Scientific, & Technical Skills		Production and Operations Management			11			2
3027			0	FTF + FTT	5064	Admin & Support & Waste Mgmt & Remediation		Production and Operations Management			13			2
3028			0	FTF + FTT	5064	No Wages		Production and Operations Management			20	22	18	2
3029			0	FTF + FTT	5064	Wages - No NAICS Code		Production and Operations Management			21			2
3030			0	FTF + FTT	5072	Utilities		Management Systems Analysis / Operations Research			2			2
3031			0	FTF + FTT	5072	Construction		Management Systems Analysis / Operations Research			3			2
3032			0	FTF + FTT	5072	Manufacturing		Management Systems Analysis / Operations Research			4			2
