	average_annual_earnings_10_years_after_exit	average_annual_earnings_5_years_after_exit	campus	entry_status	hegis_at_exit	industry	location	major	median_annual_earnings_10_years_after_exit	median_annual_earnings_5_years_after_exit	naics	number_of_students_found_10_years_after_exit	number_of_students_found_5_years_after_exit	student_path
837	63759.0	44640.0	0	FTF + FTT	8232	Manufacturing		Child Development	64905.0	45333.0	4	32	71	1
838	58791.0	46101.0	0	FTF + FTT	8232	Wholesale Trade		Child Development	45406.0	45009.0	5	52	83	1
839	37619.0	32641.0	0	FTF + FTT	8232	Retail Trade		Child Development	35640.0	32312.0	6	81	184	1
840	37794.0	37027.0	0	FTF + FTT	8232	Transportation & Warehousing		Child Development	37148.0	34619.0	7	16	36	1
841	49003.0	45914.0	0	FTF + FTT	8232	Information		Child Development	50441.0	45431.0	8	19	40	1
842	54432.0	48171.0	0	FTF + FTT	8232	Finance & Insurance		Child Development	54240.0	46782.0	9	88	204	1
843	75481.0	45005.0	0	FTF + FTT	8232	Real Estate & Rental & Leasing		Child Development	50183.0	41583.0	10	15	56	1
844	45295.0	42528.0	0	FTF + FTT	8232	Professional, Scientific, & Technical Skills		Child Development	40528.0	40973.0	11	74	133	1
845			0	FTF + FTT	8232	Management of Companies & Enterprises		Child Development			12			1
846	32271.0	34740.0	0	FTF + FTT	8232	Admin & Support & Waste Mgmt & Remediation		Child Development	31377.0	29646.0	13	54	116	1
847	53866.0	42498.0	0	FTF + FTT	8232	Educational Services		Child Development	59157.0	45876.0	14	1,579	2,633	1
848	38775.0	33323.0	0	FTF + FTT	8232	Health Care & Social Assistance		Child Development	38085.0	32631.0	15	526	1,238	1
849	29379.0	26956.0	0	FTF + FTT	8232	Arts, Entertainment, & Recreation		Child Development	22643.0	27264.0	16	31	62	1
850	33688.0	28197.0	0	FTF + FTT	8232	Accommodation & Food Services		Child Development	23151.0	26035.0	17	50	123	1
851	38463.0	30444.0	0	FTF + FTT	8232	Other Services		Child Development	36314.0	29805.0	18	81	203	1
852		18223.0	0	FTF + FTT	8232	Non-Classified		Child Development		2033.0	22		8	1
853	63155.0	52140.0	0	FTF + FTT	8232	Government		Child Development	63383.0	52528.0	19	209	287	1
854			0	FTF + FTT	8232	No Wages		Child Development			20	7,676	5,001	1
855	15485.0	9933.0	0	FTF + FTT	8232	Wages - No NAICS Code		Child Development	5447.0	4720.0	21	124	213	1
856		22306.0	0	FTF + FTT	8351	Agriculture, Forestry, Fishing, & Hunting		Kinesiology		12081.0	1		9	1
857	103046.0	60956.0	0	FTF + FTT	8351	Utilities		Kinesiology	98922.0	63787.0	2	8	10	1
858	58418.0	44657.0	0	FTF + FTT	8351	Construction		Kinesiology	48991.0	39119.0	3	17	40	1
859	62851.0	55339.0	0	FTF + FTT	8351	Manufacturing		Kinesiology	67482.0	50072.0	4	24	67	1
860	90828.0	60510.0	0	FTF + FTT	8351	Wholesale Trade		Kinesiology	79425.0	52931.0	5	37	83	1
861	54526.0	37079.0	0	FTF + FTT	8351	Retail Trade		Kinesiology	42678.0	33141.0	6	46	185	1
862	58284.0	48172.0	0	FTF + FTT	8351	Transportation & Warehousing		Kinesiology	60193.0	43261.0	7	23	55	1
863	49072.0	43940.0	0	FTF + FTT	8351	Information		Kinesiology	48430.0	33033.0	8	23	53	1
864	72236.0	52597.0	0	FTF + FTT	8351	Finance & Insurance		Kinesiology	63525.0	51638.0	9	46	95	1
865	58841.0	46618.0	0	FTF + FTT	8351	Real Estate & Rental & Leasing		Kinesiology	49866.0	45356.0	10	16	56	1
866	58274.0	48978.0	0	FTF + FTT	8351	Professional, Scientific, & Technical Skills		Kinesiology	55728.0	49474.0	11	35	91	1
867			0	FTF + FTT	8351	Management of Companies & Enterprises		Kinesiology			12			1
868	44442.0	38592.0	0	FTF + FTT	8351	Admin & Support & Waste Mgmt & Remediation		Kinesiology	39439.0	36730.0	13	33	105	1
869	60569.0	45651.0	0	FTF + FTT	8351	Educational Services		Kinesiology	66924.0	50103.0	14	358	722	1
870	56772.0	40431.0	0	FTF + FTT	8351	Health Care & Social Assistance		Kinesiology	54307.0	35321.0	15	221	645	1
871	32718.0	34169.0	0	FTF + FTT	8351	Arts, Entertainment, & Recreation		Kinesiology	25997.0	32141.0	16	65	237	1
872	33632.0	27375.0	0	FTF + FTT	8351	Accommodation & Food Services		Kinesiology	24741.0	24178.0	17	31	165	1
873	36344.0	35158.0	0	FTF + FTT	8351	Other Services		Kinesiology	37138.0	34763.0	18	35	99	1
874			0	FTF + FTT	8351	Non-Classified		Kinesiology			22			1
875	87939.0	63921.0	0	FTF + FTT	8351	Government		Kinesiology	88446.0	59658.0	19	109	212	1
876			0	FTF + FTT	8351	No Wages		Kinesiology			20	7,921	6,051	1
877	25053.0	19040.0	0	FTF + FTT	8351	Wages - No NAICS Code		Kinesiology	12679.0	7248.0	21	65	136	1
878			0	FTF + FTT	8357	No Wages		Exercise Science			20	45	45	1
879			0	FTF + FTT	8375	Construction		Athletic Training			3			1
880			0	FTF + FTT	8375	Retail Trade		Athletic Training			6			1
881		48876.0	0	FTF + FTT	8375	Educational Services		Athletic Training		51024.0	14		10	1
882		38504.0	0	FTF + FTT	8375	Health Care & Social Assistance		Athletic Training		30974.0	15		11	1
883			0	FTF + FTT	8375	Arts, Entertainment, & Recreation		Athletic Training			16			1
884			0	FTF + FTT	8375	Accommodation & Food Services		Athletic Training			17			1
885			0	FTF + FTT	8375	Non-Classified		Athletic Training			22			1
886			0	FTF + FTT	8375	Government		Athletic Training			19			1
887			0	FTF + FTT	8375	No Wages		Athletic Training			20	180	147	1
888			0	FTF + FTT	8375	Wages - No NAICS Code		Athletic Training			21			1
889			0	FTF + FTT	8393	Wholesale Trade		Industrial Arts			5			1
890			0	FTF + FTT	8393	Retail Trade		Industrial Arts			6			1
891			0	FTF + FTT	8393	Transportation & Warehousing		Industrial Arts			7			1
892			0	FTF + FTT	8393	Professional, Scientific, & Technical Skills		Industrial Arts			11			1
893			0	FTF + FTT	8393	Admin & Support & Waste Mgmt & Remediation		Industrial Arts			13			1
894			0	FTF + FTT	8393	Educational Services		Industrial Arts			14			1
895			0	FTF + FTT	8393	Health Care & Social Assistance		Industrial Arts			15			1
896			0	FTF + FTT	8393	Arts, Entertainment, & Recreation		Industrial Arts			16			1
897			0	FTF + FTT	8393	Government		Industrial Arts			19			1
898			0	FTF + FTT	8393	No Wages		Industrial Arts			20	37	36	1
899			0	FTF + FTT	8394	Mining		Industrial Technology			23			1
900		96638.0	0	FTF + FTT	8394	Utilities		Industrial Technology		105092.0	2		5	1
901		104617.0	0	FTF + FTT	8394	Construction		Industrial Technology		59865.0	3		14	1
902	75825.0	67311.0	0	FTF + FTT	8394	Manufacturing		Industrial Technology	73273.0	64746.0	4	34	62	1
903	74332.0	62027.0	0	FTF + FTT	8394	Wholesale Trade		Industrial Technology	71856.0	63430.0	5	11	25	1
904	57993.0	43943.0	0	FTF + FTT	8394	Retail Trade		Industrial Technology	59245.0	46937.0	6	5	14	1
905	51226.0	48132.0	0	FTF + FTT	8394	Transportation & Warehousing		Industrial Technology	50848.0	47368.0	7	21	28	1
906		27808.0	0	FTF + FTT	8394	Information		Industrial Technology		37890.0	8		5	1
907		51647.0	0	FTF + FTT	8394	Finance & Insurance		Industrial Technology		48439.0	9		5	1
908			0	FTF + FTT	8394	Real Estate & Rental & Leasing		Industrial Technology			10			1
909	72538.0	69465.0	0	FTF + FTT	8394	Professional, Scientific, & Technical Skills		Industrial Technology	76827.0	68466.0	11	12	21	1
910	25318.0	43504.0	0	FTF + FTT	8394	Admin & Support & Waste Mgmt & Remediation		Industrial Technology	13516.0	40168.0	13	6	10	1
911	62667.0	54879.0	0	FTF + FTT	8394	Educational Services		Industrial Technology	62673.0	57378.0	14	21	27	1
912	54579.0	39415.0	0	FTF + FTT	8394	Health Care & Social Assistance		Industrial Technology	52582.0	34387.0	15	5	6	1
913		31092.0	0	FTF + FTT	8394	Arts, Entertainment, & Recreation		Industrial Technology		32620.0	16		7	1
914			0	FTF + FTT	8394	Accommodation & Food Services		Industrial Technology			17			1
915		28146.0	0	FTF + FTT	8394	Other Services		Industrial Technology		28392.0	18		5	1
916	84707.0	66579.0	0	FTF + FTT	8394	Government		Industrial Technology	85087.0	71903.0	19	22	23	1
917			0	FTF + FTT	8394	No Wages		Industrial Technology			20	325	223	1
918	27630.0	27038.0	0	FTF + FTT	8394	Wages - No NAICS Code		Industrial Technology	13353.0	19872.0	21	10	7	1
919			0	FTF + FTT	8395	Manufacturing		Occupational Studies			4			1
920			0	FTF + FTT	8395	Retail Trade		Occupational Studies			6			1
921			0	FTF + FTT	8395	Transportation & Warehousing		Occupational Studies			7			1
922	70391.0	57775.0	0	FTF + FTT	8395	Educational Services		Occupational Studies	55896.0	51218.0	14	6	45	1
923		53410.0	0	FTF + FTT	8395	Health Care & Social Assistance		Occupational Studies		42767.0	15		8	1
924		139169.0	0	FTF + FTT	8395	Government		Occupational Studies		139087.0	19		31	1
925			0	FTF + FTT	8395	No Wages		Occupational Studies			20	100	14	1
926		112972.0	0	FTF + FTT	8395	Wages - No NAICS Code		Occupational Studies		111505.0	21		5	1
927		56622.0	0	FTF + FTT	8396	Manufacturing		Aviation		65299.0	4		5	1
928			0	FTF + FTT	8396	Wholesale Trade		Aviation			5			1
929			0	FTF + FTT	8396	Retail Trade		Aviation			6			1
930		49567.0	0	FTF + FTT	8396	Transportation & Warehousing		Aviation		46232.0	7		19	1
931			0	FTF + FTT	8396	Information		Aviation			8			1
932			0	FTF + FTT	8396	Finance & Insurance		Aviation			9			1
933			0	FTF + FTT	8396	Professional, Scientific, & Technical Skills		Aviation			11			1
934			0	FTF + FTT	8396	Admin & Support & Waste Mgmt & Remediation		Aviation			13			1
935			0	FTF + FTT	8396	Educational Services		Aviation			14			1
936			0	FTF + FTT	8396	Health Care & Social Assistance		Aviation			15			1
937			0	FTF + FTT	8396	Accommodation & Food Services		Aviation			17			1
938		81629.0	0	FTF + FTT	8396	Government		Aviation		75105.0	19		8	1
939			0	FTF + FTT	8396	No Wages		Aviation			20	130	83	1
940			0	FTF + FTT	9013	Agriculture, Forestry, Fishing, & Hunting		Engineering			1			1
941			0	FTF + FTT	9013	Utilities		Engineering			2			1
942			0	FTF + FTT	9013	Construction		Engineering			3			1
943	96643.0	74351.0	0	FTF + FTT	9013	Manufacturing		Engineering	96970.0	79077.0	4	17	21	1
944	75192.0		0	FTF + FTT	9013	Wholesale Trade		Engineering	78336.0		5	6		1
945			0	FTF + FTT	9013	Retail Trade		Engineering			6			1
946			0	FTF + FTT	9013	Transportation & Warehousing		Engineering			7			1
947	107399.0	81787.0	0	FTF + FTT	9013	Professional, Scientific, & Technical Skills		Engineering	92433.0	73486.0	11	9	19	1
948			0	FTF + FTT	9013	Admin & Support & Waste Mgmt & Remediation		Engineering			13			1
949			0	FTF + FTT	9013	Educational Services		Engineering			14			1
950			0	FTF + FTT	9013	Arts, Entertainment, & Recreation		Engineering			16			1
951			0	FTF + FTT	9013	Accommodation & Food Services		Engineering			17			1
952	122359.0	105951.0	0	FTF + FTT	9013	Government		Engineering	113962.0	86108.0	19	6	6	1
953			0	FTF + FTT	9013	No Wages		Engineering			20	29	21	1
954	71734.0	57131.0	0	FTF + FTT	9013	Wages - No NAICS Code		Engineering	96645.0	73319.0	21	7	5	1
955			0	FTF + FTT	9021	Agriculture, Forestry, Fishing, & Hunting		Aerospace Engineering			1			1
956			0	FTF + FTT	9021	Utilities		Aerospace Engineering			2			1
957	107268.0	84069.0	0	FTF + FTT	9021	Manufacturing		Aerospace Engineering	107233.0	82724.0	4	16	72	1
958			0	FTF + FTT	9021	Wholesale Trade		Aerospace Engineering			5			1
959			0	FTF + FTT	9021	Transportation & Warehousing		Aerospace Engineering			7			1
960			0	FTF + FTT	9021	Information		Aerospace Engineering			8			1
961			0	FTF + FTT	9021	Real Estate & Rental & Leasing		Aerospace Engineering			10			1
962	109166.0	85551.0	0	FTF + FTT	9021	Professional, Scientific, & Technical Skills		Aerospace Engineering	125309.0	81346.0	11	7	22	1
963			0	FTF + FTT	9021	Admin & Support & Waste Mgmt & Remediation		Aerospace Engineering			13			1
964			0	FTF + FTT	9021	Health Care & Social Assistance		Aerospace Engineering			15			1
965			0	FTF + FTT	9021	Accommodation & Food Services		Aerospace Engineering			17			1
966			0	FTF + FTT	9021	No Wages		Aerospace Engineering			20	608	525	1
967			0	FTF + FTT	9021	Wages - No NAICS Code		Aerospace Engineering			21			1
968			0	FTF + FTT	9051	Other Services		Biomedical Engineering			18			1
969			0	FTF + FTT	9051	No Wages		Biomedical Engineering			20	18	17	1
970			0	FTF + FTT	9061	Mining		Chemical Engineering			23			1
971		96621.0	0	FTF + FTT	9061	Utilities		Chemical Engineering		98034.0	2		9	1
972			0	FTF + FTT	9061	Construction		Chemical Engineering			3			1
973	99713.0	76075.0	0	FTF + FTT	9061	Manufacturing		Chemical Engineering	97107.0	77640.0	4	23	50	1
974	110531.0	104474.0	0	FTF + FTT	9061	Wholesale Trade		Chemical Engineering	123832.0	105958.0	5	5	12	1
975			0	FTF + FTT	9061	Retail Trade		Chemical Engineering			6			1
976			0	FTF + FTT	9061	Transportation & Warehousing		Chemical Engineering			7			1
977			0	FTF + FTT	9061	Finance & Insurance		Chemical Engineering			9			1
978	100620.0	82486.0	0	FTF + FTT	9061	Professional, Scientific, & Technical Skills		Chemical Engineering	109743.0	85736.0	11	12	31	1
979		52178.0	0	FTF + FTT	9061	Admin & Support & Waste Mgmt & Remediation		Chemical Engineering		53847.0	13		8	1
980			0	FTF + FTT	9061	Educational Services		Chemical Engineering			14			1
981			0	FTF + FTT	9061	Health Care & Social Assistance		Chemical Engineering			15			1
982			0	FTF + FTT	9061	Other Services		Chemical Engineering			18			1
983			0	FTF + FTT	9061	Government		Chemical Engineering			19			1
984			0	FTF + FTT	9061	No Wages		Chemical Engineering			20	477	392	1
985		40013.0	0	FTF + FTT	9061	Wages - No NAICS Code		Chemical Engineering		14786.0	21		7	1
986			0	FTF + FTT	9081	Agriculture, Forestry, Fishing, & Hunting		Civil Engineering			1			1
987			0	FTF + FTT	9081	Mining		Civil Engineering			23			1
988	117761.0	95546.0	0	FTF + FTT	9081	Utilities		Civil Engineering	121058.0	91701.0	2	30	73	1
989	105710.0	73262.0	0	FTF + FTT	9081	Construction		Civil Engineering	94765.0	72122.0	3	24	126	1
990		65667.0	0	FTF + FTT	9081	Manufacturing		Civil Engineering		65331.0	4		49	1
991		87513.0	0	FTF + FTT	9081	Wholesale Trade		Civil Engineering		69502.0	5		13	1
992	44038.0	29932.0	0	FTF + FTT	9081	Retail Trade		Civil Engineering	28633.0	20659.0	6	5	15	1
993		50843.0	0	FTF + FTT	9081	Transportation & Warehousing		Civil Engineering		40888.0	7		11	1
994			0	FTF + FTT	9081	Information		Civil Engineering			8			1
995		78617.0	0	FTF + FTT	9081	Finance & Insurance		Civil Engineering		89279.0	9		9	1
996			0	FTF + FTT	9081	Real Estate & Rental & Leasing		Civil Engineering			10			1
997	90137.0	71026.0	0	FTF + FTT	9081	Professional, Scientific, & Technical Skills		Civil Engineering	88345.0	71387.0	11	122	444	1
998			0	FTF + FTT	9081	Management of Companies & Enterprises		Civil Engineering			12			1
999	62793.0	53973.0	0	FTF + FTT	9081	Admin & Support & Waste Mgmt & Remediation		Civil Engineering	55773.0	58939.0	13	6	24	1
1000		29774.0	0	FTF + FTT	9081	Educational Services		Civil Engineering		23619.0	14		17	1
1001		26782.0	0	FTF + FTT	9081	Health Care & Social Assistance		Civil Engineering		24888.0	15		13	1
1002			0	FTF + FTT	9081	Arts, Entertainment, & Recreation		Civil Engineering			16			1
1003		28333.0	0	FTF + FTT	9081	Accommodation & Food Services		Civil Engineering		23901.0	17		10	1
1004			0	FTF + FTT	9081	Other Services		Civil Engineering			18			1
1005	100487.0	81540.0	0	FTF + FTT	9081	Government		Civil Engineering	99658.0	83469.0	19	87	204	1
1006			0	FTF + FTT	9081	No Wages		Civil Engineering			20	2,848	2,072	1
1007	99761.0	64597.0	0	FTF + FTT	9081	Wages - No NAICS Code		Civil Engineering	96900.0	74365.0	21	36	81	1
1008			0	FTF + FTT	9091	Agriculture, Forestry, Fishing, & Hunting		Electrical Engineering			1			1
1009			0	FTF + FTT	9091	Mining		Electrical Engineering			23			1
1010	124559.0	110196.0	0	FTF + FTT	9091	Utilities		Electrical Engineering	126781.0	107760.0	2	70	147	1
1011	81406.0	72535.0	0	FTF + FTT	9091	Construction		Electrical Engineering	77904.0	69596.0	3	23	41	1
1012	94865.0	78743.0	0	FTF + FTT	9091	Manufacturing		Electrical Engineering	94151.0	80107.0	4	242	434	1
1013	81578.0	63471.0	0	FTF + FTT	9091	Wholesale Trade		Electrical Engineering	72542.0	56389.0	5	33	70	1
1014	47526.0	47325.0	0	FTF + FTT	9091	Retail Trade		Electrical Engineering	35010.0	39730.0	6	14	37	1
1015		70414.0	0	FTF + FTT	9091	Transportation & Warehousing		Electrical Engineering		54528.0	7		10	1
1016	91719.0	74955.0	0	FTF + FTT	9091	Information		Electrical Engineering	78261.0	70527.0	8	13	21	1
1017	68407.0	69675.0	0	FTF + FTT	9091	Finance & Insurance		Electrical Engineering	45667.0	51501.0	9	8	10	1
1018		49495.0	0	FTF + FTT	9091	Real Estate & Rental & Leasing		Electrical Engineering		53472.0	10		7	1
1019	93618.0	78416.0	0	FTF + FTT	9091	Professional, Scientific, & Technical Skills		Electrical Engineering	84564.0	78719.0	11	129	237	1
1020			0	FTF + FTT	9091	Management of Companies & Enterprises		Electrical Engineering			12			1
1021	58789.0	47075.0	0	FTF + FTT	9091	Admin & Support & Waste Mgmt & Remediation		Electrical Engineering	48721.0	45925.0	13	16	49	1
1022	40182.0	49774.0	0	FTF + FTT	9091	Educational Services		Electrical Engineering	32566.0	58023.0	14	8	13	1
1023	59908.0	56839.0	0	FTF + FTT	9091	Health Care & Social Assistance		Electrical Engineering	64946.0	48783.0	15	6	14	1
1024			0	FTF + FTT	9091	Arts, Entertainment, & Recreation		Electrical Engineering			16			1
1025	51756.0	35714.0	0	FTF + FTT	9091	Accommodation & Food Services		Electrical Engineering	23246.0	24668.0	17	7	15	1
1026	54180.0	45931.0	0	FTF + FTT	9091	Other Services		Electrical Engineering	44380.0	42589.0	18	5	18	1
1027			0	FTF + FTT	9091	Non-Classified		Electrical Engineering			22			1
1028	100901.0	88283.0	0	FTF + FTT	9091	Government		Electrical Engineering	105169.0	87303.0	19	25	41	1
1029			0	FTF + FTT	9091	No Wages		Electrical Engineering			20	2,277	1,695	1
1030	48541.0	44288.0	0	FTF + FTT	9091	Wages - No NAICS Code		Electrical Engineering	25535.0	21628.0	21	27	44	1
1031			0	FTF + FTT	9093	Agriculture, Forestry, Fishing, & Hunting		Electrical and Electronic Engineering			1			1
1032			0	FTF + FTT	9093	Utilities		Electrical and Electronic Engineering			2			1
1033			0	FTF + FTT	9093	Construction		Electrical and Electronic Engineering			3			1
1034		87968.0	0	FTF + FTT	9093	Manufacturing		Electrical and Electronic Engineering		90339.0	4		27	1
1035		71113.0	0	FTF + FTT	9093	Wholesale Trade		Electrical and Electronic Engineering		85191.0	5		6	1
1036			0	FTF + FTT	9093	Retail Trade		Electrical and Electronic Engineering			6			1
1037			0	FTF + FTT	9093	Transportation & Warehousing		Electrical and Electronic Engineering			7			1
1038			0	FTF + FTT	9093	Information		Electrical and Electronic Engineering			8			1
1039			0	FTF + FTT	9093	Finance & Insurance		Electrical and Electronic Engineering			9			1
1040			0	FTF + FTT	9093	Real Estate & Rental & Leasing		Electrical and Electronic Engineering			10			1
1041		74828.0	0	FTF + FTT	9093	Professional, Scientific, & Technical Skills		Electrical and Electronic Engineering		79602.0	11		22	1
1042			0	FTF + FTT	9093	Management of Companies & Enterprises		Electrical and Electronic Engineering			12			1
1043			0	FTF + FTT	9093	Admin & Support & Waste Mgmt & Remediation		Electrical and Electronic Engineering			13			1
1044			0	FTF + FTT	9093	Other Services		Electrical and Electronic Engineering			18			1
1045			0	FTF + FTT	9093	Non-Classified		Electrical and Electronic Engineering			22			1
1046			0	FTF + FTT	9093	Government		Electrical and Electronic Engineering			19			1
1047			0	FTF + FTT	9093	No Wages		Electrical and Electronic Engineering			20	281	207	1
1048			0	FTF + FTT	9093	Wages - No NAICS Code		Electrical and Electronic Engineering			21			1
1049	106682.0	87776.0	0	FTF + FTT	9094	Manufacturing		Computer Engineering	107123.0	89188.0	4	7	37	1
