	_25th_percentile_earnings	_50th_percentile_earnings	_75th_percentile_earnings	average_earnings	campus	entry_status	hegis_at_exit	location	major	number_of_students_found	potential_number_of_students	potential_number_of_students_for_each_year_out_of_school	student_path	year
1287	$67,767	$88,585	$102,772	$96,811	0	FTF + FTT	9131		Industrial Engineering	6	277	9	1	15
1288					0	FTF + FTT	9133		Industrial Management & Technology	3	11	4	1	2
1289					0	FTF + FTT	9133		Industrial Management & Technology		11		1	5
1290					0	FTF + FTT	9133		Industrial Management & Technology		11		1	10
1291					0	FTF + FTT	9133		Industrial Management & Technology		11		1	15
1292	$48,874	$62,985	$71,958	$59,801	0	FTF + FTT	9134		Manufacturing Engineering	138	202	149	1	2
1293	$59,979	$73,986	$86,316	$73,743	0	FTF + FTT	9134		Manufacturing Engineering	86	202	93	1	5
1294	$83,026	$90,005	$110,396	$90,434	0	FTF + FTT	9134		Manufacturing Engineering	21	202	31	1	10
1295	$87,899	$96,491	$99,924	$101,492	0	FTF + FTT	9134		Manufacturing Engineering	5	202	9	1	15
1296	$64,368	$76,126	$79,481	$70,289	0	FTF + FTT	9151		Materials Engineering	12	14	14	1	2
1297	$74,095	$85,379	$107,964	$95,053	0	FTF + FTT	9151		Materials Engineering	11	14	13	1	5
1298	$90,152	$97,528	$142,843	$119,244	0	FTF + FTT	9151		Materials Engineering	8	14	11	1	10
1299					0	FTF + FTT	9151		Materials Engineering		14		1	15
1300	$45,513	$60,782	$69,365	$56,794	0	FTF + FTT	9251		Engineering Technology	160	241	174	1	2
1301	$61,463	$75,480	$89,706	$74,716	0	FTF + FTT	9251		Engineering Technology	96	241	114	1	5
1302	$77,098	$85,022	$108,905	$85,804	0	FTF + FTT	9251		Engineering Technology	42	241	54	1	10
1303	$72,866	$101,963	$129,086	$103,252	0	FTF + FTT	9251		Engineering Technology	11	241	18	1	15
1304	$44,180	$63,888	$75,480	$59,867	0	FTF + FTT	9254		Construction Engineering Technology	576	822	634	1	2
1305	$67,561	$81,497	$97,458	$82,418	0	FTF + FTT	9254		Construction Engineering Technology	277	822	330	1	5
1306	$88,742	$106,357	$130,070	$115,737	0	FTF + FTT	9254		Construction Engineering Technology	51	822	64	1	10
1307	$108,834	$139,809	$193,006	$160,506	0	FTF + FTT	9254		Construction Engineering Technology	7	822	7	1	15
1308	$41,736	$56,561	$71,146	$55,418	0	FTF + FTT	9255		Electronic Engineering Technology	306	434	347	1	2
1309	$49,596	$68,280	$86,263	$66,115	0	FTF + FTT	9255		Electronic Engineering Technology	214	434	258	1	5
1310	$60,708	$88,031	$107,911	$84,737	0	FTF + FTT	9255		Electronic Engineering Technology	116	434	148	1	10
1311	$79,582	$106,046	$132,375	$102,795	0	FTF + FTT	9255		Electronic Engineering Technology	29	434	36	1	15
1312	$45,098	$64,932	$76,616	$60,766	0	FTF + FTT	9256		Manufacturing Engineering Technology	21	29	25	1	2
1313	$71,968	$79,269	$92,682	$80,802	0	FTF + FTT	9256		Manufacturing Engineering Technology	10	29	11	1	5
1314					0	FTF + FTT	9256		Manufacturing Engineering Technology		29		1	10
1315					0	FTF + FTT	9256		Manufacturing Engineering Technology		29		1	15
1316					0	FTF + FTT	9257		Mechanical Engineering Technology		8		1	2
1317					0	FTF + FTT	9257		Mechanical Engineering Technology		8		1	5
1318					0	FTF + FTT	9257		Mechanical Engineering Technology		8		1	10
1319					0	FTF + FTT	9257		Mechanical Engineering Technology		8		1	15
1320	$35,468	$48,230	$64,322	$52,499	0	FTF + FTT	9259		Computer Engineering Technology	17	30	17	1	2
1321					0	FTF + FTT	9259		Computer Engineering Technology	3	30	3	1	5
1322					0	FTF + FTT	9259		Computer Engineering Technology		30		1	10
1323					0	FTF + FTT	9259		Computer Engineering Technology		30		1	15
1324	$28,384	$42,131	$58,780	$43,168	0	FTF + FTT	9262		Environmental Engineering Technology	6	8	7	1	2
1325					0	FTF + FTT	9262		Environmental Engineering Technology	1	8	1	1	5
1326					0	FTF + FTT	9262		Environmental Engineering Technology		8		1	10
1327					0	FTF + FTT	9262		Environmental Engineering Technology		8		1	15
1328	$11,177	$20,711	$30,286	$22,213	0	FTF + FTT	10015		Performing Arts	48	81	55	1	2
1329	$24,396	$33,691	$37,308	$29,836	0	FTF + FTT	10015		Performing Arts	14	81	18	1	5
1330					0	FTF + FTT	10015		Performing Arts		81		1	10
1331					0	FTF + FTT	10015		Performing Arts		81		1	15
1332	$14,107	$27,227	$40,361	$29,036	0	FTF + FTT	10022		Art	6,794	10,302	8,511	1	2
1333	$20,746	$37,791	$54,899	$40,085	0	FTF + FTT	10022		Art	4,292	10,302	5,756	1	5
1334	$25,913	$48,799	$69,765	$53,117	0	FTF + FTT	10022		Art	1,747	10,302	2,685	1	10
1335	$34,764	$57,759	$83,887	$64,395	0	FTF + FTT	10022		Art	390	10,302	666	1	15
1336	$14,821	$27,088	$38,092	$28,530	0	FTF + FTT	10023		Design	164	294	203	1	2
1337	$17,445	$33,479	$50,146	$41,888	0	FTF + FTT	10023		Design	22	294	35	1	5
1338					0	FTF + FTT	10023		Design		294		1	10
1339					0	FTF + FTT	10023		Design		294		1	15
1340	$32,626	$47,673	$56,761	$45,741	0	FTF + FTT	10025		Industrial Design	49	98	61	1	2
1341	$59,058	$79,024	$104,086	$75,601	0	FTF + FTT	10025		Industrial Design	9	98	13	1	5
1342					0	FTF + FTT	10025		Industrial Design		98		1	10
1343					0	FTF + FTT	10025		Industrial Design		98		1	15
1344	$12,890	$27,260	$39,974	$29,619	0	FTF + FTT	10031		Art History	184	281	232	1	2
1345	$16,980	$37,432	$53,745	$38,782	0	FTF + FTT	10031		Art History	123	281	169	1	5
1346	$20,360	$53,748	$73,864	$61,257	0	FTF + FTT	10031		Art History	29	281	40	1	10
1347	$15,908	$51,991	$75,076	$47,819	0	FTF + FTT	10031		Art History	15	281	21	1	15
1348	$5,869	$14,408	$27,165	$19,257	0	FTF + FTT	10041		Music - Performance	593	1,115	825	1	2
1349	$8,922	$25,690	$46,901	$29,567	0	FTF + FTT	10041		Music - Performance	297	1,115	469	1	5
1350	$10,441	$31,665	$62,538	$39,217	0	FTF + FTT	10041		Music - Performance	93	1,115	160	1	10
1351	$14,578	$32,982	$69,611	$43,141	0	FTF + FTT	10041		Music - Performance	25	1,115	50	1	15
1352	$11,840	$26,041	$42,286	$28,056	0	FTF + FTT	10051		Music	1,120	1,634	1,383	1	2
1353	$15,287	$36,525	$57,832	$38,279	0	FTF + FTT	10051		Music	737	1,634	978	1	5
1354	$27,227	$52,662	$70,247	$54,108	0	FTF + FTT	10051		Music	303	1,634	474	1	10
1355	$16,970	$58,997	$83,405	$56,661	0	FTF + FTT	10051		Music	74	1,634	131	1	15
1356	$10,284	$20,085	$32,331	$23,097	0	FTF + FTT	10071		Theatre Arts	1,610	2,268	1,907	1	2
1357	$12,923	$25,995	$44,724	$30,618	0	FTF + FTT	10071		Theatre Arts	971	2,268	1,263	1	5
1358	$15,628	$35,369	$58,478	$39,491	0	FTF + FTT	10071		Theatre Arts	358	2,268	525	1	10
1359	$19,257	$40,939	$66,541	$47,925	0	FTF + FTT	10071		Theatre Arts	105	2,268	167	1	15
1360	$6,168	$14,063	$22,940	$17,031	0	FTF + FTT	10072		Theatre Arts - Performance	115	210	171	1	2
1361	$4,492	$17,557	$31,067	$19,271	0	FTF + FTT	10072		Theatre Arts - Performance	67	210	106	1	5
1362	$5,228	$25,153	$40,607	$25,613	0	FTF + FTT	10072		Theatre Arts - Performance	29	210	49	1	10
1363	$9,954	$23,537	$40,331	$24,989	0	FTF + FTT	10072		Theatre Arts - Performance	8	210	16	1	15
1364	$8,321	$18,341	$29,035	$20,431	0	FTF + FTT	10081		Dance	170	274	214	1	2
1365	$11,501	$21,871	$45,128	$27,917	0	FTF + FTT	10081		Dance	101	274	146	1	5
1366	$15,472	$34,156	$67,399	$38,801	0	FTF + FTT	10081		Dance	31	274	50	1	10
1367	$25,065	$53,645	$87,145	$53,580	0	FTF + FTT	10081		Dance	6	274	9	1	15
1368	$3,516	$7,645	$26,459	$17,722	0	FTF + FTT	10082		Dance - Performance	19	56	31	1	2
1369	$18,284	$28,881	$30,425	$27,931	0	FTF + FTT	10082		Dance - Performance	5	56	6	1	5
1370					0	FTF + FTT	10082		Dance - Performance		56		1	10
1371					0	FTF + FTT	10082		Dance - Performance		56		1	15
1372	$16,991	$32,168	$43,987	$31,760	0	FTF + FTT	10091		Graphic Design	1,203	1,676	1,445	1	2
1373	$27,934	$42,669	$57,276	$44,174	0	FTF + FTT	10091		Graphic Design	860	1,676	1,102	1	5
1374	$35,325	$54,894	$75,583	$58,520	0	FTF + FTT	10091		Graphic Design	296	1,676	433	1	10
1375	$31,028	$60,389	$85,290	$62,666	0	FTF + FTT	10091		Graphic Design	82	1,676	123	1	15
1376	$10,620	$22,799	$35,671	$25,635	0	FTF + FTT	10101		Cinema/Film	811	1,192	959	1	2
1377	$21,901	$39,962	$56,546	$43,238	0	FTF + FTT	10101		Cinema/Film	424	1,192	531	1	5
1378	$25,542	$51,180	$81,890	$62,825	0	FTF + FTT	10101		Cinema/Film	176	1,192	224	1	10
1379	$30,546	$64,416	$103,316	$75,885	0	FTF + FTT	10101		Cinema/Film	76	1,192	100	1	15
1380	$9,323	$23,698	$36,388	$24,037	0	FTF + FTT	11013		World Languages and Cultures/Translation	52	86	74	1	2
1381	$18,845	$36,082	$54,325	$37,521	0	FTF + FTT	11013		World Languages and Cultures/Translation	36	86	56	1	5
1382					0	FTF + FTT	11013		World Languages and Cultures/Translation		86	1	1	10
1383					0	FTF + FTT	11013		World Languages and Cultures/Translation		86		1	15
1384	$12,526	$23,999	$40,689	$26,229	0	FTF + FTT	11021		French	95	156	141	1	2
1385	$15,326	$37,804	$47,403	$34,443	0	FTF + FTT	11021		French	68	156	101	1	5
1386	$16,199	$43,574	$64,379	$43,476	0	FTF + FTT	11021		French	39	156	58	1	10
1387	$48,893	$63,290	$84,866	$65,848	0	FTF + FTT	11021		French	8	156	21	1	15
1388	$9,358	$19,470	$37,087	$24,282	0	FTF + FTT	11031		German	41	63	56	1	2
1389	$12,836	$22,596	$37,300	$28,524	0	FTF + FTT	11031		German	25	63	40	1	5
1390	$16,404	$32,786	$54,450	$38,220	0	FTF + FTT	11031		German	14	63	25	1	10
1391	$42,100	$47,729	$58,960	$50,578	0	FTF + FTT	11031		German	5	63	6	1	15
1392	$14,542	$27,285	$42,812	$29,781	0	FTF + FTT	11051		Spanish	1,200	1,675	1,432	1	2
1393	$19,614	$38,345	$56,502	$40,281	0	FTF + FTT	11051		Spanish	825	1,675	1,050	1	5
1394	$28,297	$49,901	$72,798	$52,803	0	FTF + FTT	11051		Spanish	390	1,675	539	1	10
1395	$33,081	$66,250	$83,943	$66,273	0	FTF + FTT	11051		Spanish	134	1,675	172	1	15
1396	$7,214	$15,593	$37,357	$21,290	0	FTF + FTT	11071		Chinese	17	33	25	1	2
1397	$17,107	$17,709	$19,685	$22,453	0	FTF + FTT	11071		Chinese	9	33	15	1	5
1398					0	FTF + FTT	11071		Chinese	1	33	2	1	10
1399					0	FTF + FTT	11071		Chinese		33		1	15
1400	$13,668	$25,369	$39,491	$27,132	0	FTF + FTT	11081		Japanese	122	249	206	1	2
1401	$16,531	$32,240	$42,432	$34,279	0	FTF + FTT	11081		Japanese	75	249	130	1	5
1402	$27,789	$49,692	$64,543	$48,056	0	FTF + FTT	11081		Japanese	20	249	46	1	10
1403					0	FTF + FTT	11081		Japanese	3	249	14	1	15
1404	$16,919	$31,061	$44,835	$33,919	0	FTF + FTT	12011		Health Science	3,112	4,970	3,653	1	2
1405	$28,102	$45,130	$64,959	$49,070	0	FTF + FTT	12011		Health Science	1,695	4,970	2,094	1	5
1406	$41,598	$63,878	$89,128	$68,047	0	FTF + FTT	12011		Health Science	588	4,970	826	1	10
1407	$44,884	$74,249	$103,546	$77,951	0	FTF + FTT	12011		Health Science	239	4,970	340	1	15
1408	$24,571	$35,778	$44,696	$35,859	0	FTF + FTT	12021		Health Care Management/Administration	733	1,463	818	1	2
1409	$30,981	$42,153	$63,740	$50,108	0	FTF + FTT	12021		Health Care Management/Administration	106	1,463	125	1	5
1410					0	FTF + FTT	12021		Health Care Management/Administration		1,463		1	10
1411					0	FTF + FTT	12021		Health Care Management/Administration		1,463		1	15
1412	$35,028	$56,580	$71,047	$53,778	0	FTF + FTT	12081		Occupational Therapy	92	108	107	1	2
1413	$40,902	$72,272	$90,450	$65,982	0	FTF + FTT	12081		Occupational Therapy	82	108	107	1	5
1414	$52,203	$85,696	$97,368	$76,039	0	FTF + FTT	12081		Occupational Therapy	78	108	107	1	10
1415	$84,217	$92,828	$118,992	$97,020	0	FTF + FTT	12081		Occupational Therapy	12	108	19	1	15
1416	$11,346	$27,519	$38,350	$27,222	0	FTF + FTT	12140		Public Health	184	222	207	1	2
1417					0	FTF + FTT	12140		Public Health		222		1	5
1418					0	FTF + FTT	12140		Public Health		222		1	10
1419					0	FTF + FTT	12140		Public Health		222		1	15
1420	$11,490	$23,202	$33,655	$24,298	0	FTF + FTT	12141		Health Education	31	574	37	1	2
1421					0	FTF + FTT	12141		Health Education		574		1	5
1422					0	FTF + FTT	12141		Health Education		574		1	10
1423					0	FTF + FTT	12141		Health Education		574		1	15
1424	$29,938	$46,511	$59,955	$46,123	0	FTF + FTT	12142		Environmental and Occupational Health	325	441	366	1	2
1425	$47,109	$67,315	$77,612	$62,639	0	FTF + FTT	12142		Environmental and Occupational Health	226	441	262	1	5
1426	$62,676	$80,879	$97,193	$80,007	0	FTF + FTT	12142		Environmental and Occupational Health	118	441	142	1	10
1427	$71,865	$86,393	$104,545	$87,634	0	FTF + FTT	12142		Environmental and Occupational Health	71	441	82	1	15
1428	$16,623	$27,951	$39,130	$28,904	0	FTF + FTT	12201		Communicative Disorders	874	1,542	1,024	1	2
1429	$28,258	$42,393	$55,874	$43,102	0	FTF + FTT	12201		Communicative Disorders	427	1,542	531	1	5
1430	$33,913	$53,171	$76,681	$56,121	0	FTF + FTT	12201		Communicative Disorders	190	1,542	264	1	10
1431	$25,910	$67,022	$86,772	$60,102	0	FTF + FTT	12201		Communicative Disorders	69	1,542	101	1	15
1432	$16,867	$24,392	$35,863	$27,109	0	FTF + FTT	12204		Speech Language Pathology	88	196	102	1	2
1433	$25,046	$37,350	$44,218	$35,650	0	FTF + FTT	12204		Speech Language Pathology	31	196	37	1	5
1434					0	FTF + FTT	12204		Speech Language Pathology		196		1	10
1435					0	FTF + FTT	12204		Speech Language Pathology		196		1	15
1436	$14,128	$25,626	$36,621	$26,258	0	FTF + FTT	12221		Rehabilitation Counseling	118	331	142	1	2
1437	$23,131	$38,125	$49,184	$36,993	0	FTF + FTT	12221		Rehabilitation Counseling	46	331	64	1	5
1438	$28,487	$40,854	$57,299	$44,545	0	FTF + FTT	12221		Rehabilitation Counseling	19	331	30	1	10
1439					0	FTF + FTT	12221		Rehabilitation Counseling	2	331	7	1	15
1440	$29,302	$51,129	$76,711	$53,433	0	FTF + FTT	12232		Medical Technology	237	382	273	1	2
1441	$47,286	$73,485	$93,326	$70,559	0	FTF + FTT	12232		Medical Technology	148	382	187	1	5
1442	$75,214	$94,138	$113,599	$96,960	0	FTF + FTT	12232		Medical Technology	70	382	86	1	10
1443	$80,831	$100,951	$119,378	$97,685	0	FTF + FTT	12232		Medical Technology	33	382	44	1	15
1444	$55,940	$71,585	$83,686	$69,249	0	FTF + FTT	12253		Radiologic Science & Technology	230	267	249	1	2
1445	$68,103	$79,955	$99,443	$83,444	0	FTF + FTT	12253		Radiologic Science & Technology	160	267	175	1	5
1446	$73,494	$93,457	$110,211	$93,419	0	FTF + FTT	12253		Radiologic Science & Technology	60	267	65	1	10
1447	$78,130	$98,025	$104,330	$93,096	0	FTF + FTT	12253		Radiologic Science & Technology	21	267	24	1	15
1448	$18,925	$31,098	$42,647	$31,847	0	FTF + FTT	13011		Family and Consumer Sciences	2,567	3,899	3,054	1	2
1449	$25,185	$40,915	$55,855	$42,127	0	FTF + FTT	13011		Family and Consumer Sciences	1,381	3,899	1,828	1	5
1450	$26,210	$49,441	$72,237	$52,392	0	FTF + FTT	13011		Family and Consumer Sciences	368	3,899	560	1	10
1451	$24,501	$54,593	$78,817	$61,405	0	FTF + FTT	13011		Family and Consumer Sciences	96	3,899	162	1	15
1452	$22,434	$34,684	$45,749	$35,141	0	FTF + FTT	13031		Apparel Merchandising and Management	456	652	513	1	2
1453	$31,236	$43,452	$58,604	$44,900	0	FTF + FTT	13031		Apparel Merchandising and Management	269	652	333	1	5
1454	$26,722	$56,141	$69,349	$56,333	0	FTF + FTT	13031		Apparel Merchandising and Management	81	652	105	1	10
1455	$32,372	$60,614	$81,885	$63,809	0	FTF + FTT	13031		Apparel Merchandising and Management	15	652	22	1	15
1456	$15,100	$29,395	$44,151	$30,357	0	FTF + FTT	13061		Dietetics/Nutritional Science	750	1,401	912	1	2
1457	$29,144	$50,436	$64,392	$46,470	0	FTF + FTT	13061		Dietetics/Nutritional Science	390	1,401	500	1	5
1458	$38,494	$65,729	$82,904	$61,700	0	FTF + FTT	13061		Dietetics/Nutritional Science	139	1,401	186	1	10
1459	$54,834	$74,011	$97,998	$72,466	0	FTF + FTT	13061		Dietetics/Nutritional Science	55	1,401	78	1	15
1460	$12,852	$26,669	$42,509	$29,669	0	FTF + FTT	15011		English	4,830	6,919	5,892	1	2
1461	$20,883	$40,158	$57,798	$41,403	0	FTF + FTT	15011		English	3,171	6,919	4,172	1	5
1462	$31,439	$56,427	$76,072	$55,454	0	FTF + FTT	15011		English	1,404	6,919	2,068	1	10
1463	$33,234	$67,078	$87,390	$63,943	0	FTF + FTT	15011		English	428	6,919	695	1	15
1464	$10,947	$21,863	$36,084	$23,962	0	FTF + FTT	15031		Comparative Literature	50	92	71	1	2
1465	$12,812	$36,869	$52,053	$35,805	0	FTF + FTT	15031		Comparative Literature	13	92	21	1	5
1466					0	FTF + FTT	15031		Comparative Literature	4	92	4	1	10
1467					0	FTF + FTT	15031		Comparative Literature	2	92	2	1	15
1468	$8,208	$21,659	$29,347	$22,579	0	FTF + FTT	15041		Classics	23	38	27	1	2
1469	$38,998	$44,903	$52,317	$42,714	0	FTF + FTT	15041		Classics	5	38	8	1	5
1470					0	FTF + FTT	15041		Classics		38		1	10
1471					0	FTF + FTT	15041		Classics		38		1	15
1472	$12,217	$21,411	$37,690	$27,331	0	FTF + FTT	15051		Linguistics	238	412	326	1	2
1473	$10,920	$27,346	$50,120	$33,579	0	FTF + FTT	15051		Linguistics	113	412	176	1	5
1474	$17,890	$40,373	$63,254	$44,708	0	FTF + FTT	15051		Linguistics	41	412	79	1	10
1475	$29,052	$42,910	$78,419	$54,956	0	FTF + FTT	15051		Linguistics	19	412	23	1	15
1476	$17,894	$32,608	$45,537	$34,022	0	FTF + FTT	15061		Speech Communication	4,836	7,140	5,718	1	2
1477	$24,296	$44,001	$62,573	$47,076	0	FTF + FTT	15061		Speech Communication	2,696	7,140	3,503	1	5
1478	$29,130	$54,605	$82,585	$62,326	0	FTF + FTT	15061		Speech Communication	889	7,140	1,323	1	10
1479	$33,767	$61,479	$94,692	$77,146	0	FTF + FTT	15061		Speech Communication	227	7,140	385	1	15
1480	$9,951	$21,053	$32,277	$23,158	0	FTF + FTT	15071		Creative Writing	260	440	331	1	2
1481	$15,930	$31,496	$43,914	$34,230	0	FTF + FTT	15071		Creative Writing	120	440	154	1	5
1482					0	FTF + FTT	15071		Creative Writing		440		1	10
1483					0	FTF + FTT	15071		Creative Writing		440		1	15
1484	$11,428	$25,170	$40,246	$29,269	0	FTF + FTT	15091		Philosophy	680	1,076	924	1	2
1485	$16,545	$37,277	$54,014	$40,438	0	FTF + FTT	15091		Philosophy	436	1,076	622	1	5
1486	$26,045	$50,634	$72,822	$56,710	0	FTF + FTT	15091		Philosophy	139	1,076	229	1	10
1487	$42,924	$56,014	$84,827	$81,288	0	FTF + FTT	15091		Philosophy	45	1,076	73	1	15
1488	$7,692	$22,772	$37,893	$27,015	0	FTF + FTT	15101		Religious Studies	210	354	313	1	2
1489	$11,295	$32,798	$48,255	$34,387	0	FTF + FTT	15101		Religious Studies	142	354	241	1	5
1490	$19,840	$43,425	$61,763	$43,327	0	FTF + FTT	15101		Religious Studies	53	354	106	1	10
1491	$9,639	$26,220	$64,595	$36,932	0	FTF + FTT	15101		Religious Studies	11	354	31	1	15
1492	$4,317	$25,787	$38,409	$22,924	0	FTF + FTT	15102		Jewish Studies	8	14	13	1	2
1493	$839	$4,521	$34,655	$18,927	0	FTF + FTT	15102		Jewish Studies	5	14	9	1	5
1494					0	FTF + FTT	15102		Jewish Studies		14		1	10
1495					0	FTF + FTT	15102		Jewish Studies		14		1	15
1496	$13,913	$27,403	$42,416	$30,223	0	FTF + FTT	15991		Humanities	84	118	112	1	2
1497	$8,471	$31,769	$57,405	$37,006	0	FTF + FTT	15991		Humanities	60	118	91	1	5
1498	$21,961	$35,894	$67,619	$47,236	0	FTF + FTT	15991		Humanities	18	118	32	1	10
1499	$47,553	$72,013	$94,330	$67,358	0	FTF + FTT	15991		Humanities	8	118	16	1	15
1500	$13,400	$34,150	$53,011	$35,175	0	FTF + FTT	17011		Mathematics	1,100	1,805	1,365	1	2
1501	$30,315	$53,423	$67,130	$50,177	0	FTF + FTT	17011		Mathematics	673	1,805	863	1	5
1502	$53,459	$72,245	$85,612	$72,841	0	FTF + FTT	17011		Mathematics	304	1,805	393	1	10
1503	$63,953	$83,719	$96,937	$78,707	0	FTF + FTT	17011		Mathematics	84	1,805	109	1	15
1504	$30,559	$43,986	$55,555	$42,939	0	FTF + FTT	17021		Statistics	44	67	59	1	2
1505	$46,512	$60,357	$74,986	$60,133	0	FTF + FTT	17021		Statistics	21	67	31	1	5
1506	$74,880	$80,282	$94,021	$83,787	0	FTF + FTT	17021		Statistics	11	67	15	1	10
1507					0	FTF + FTT	17021		Statistics	4	67	5	1	15
1508	$12,066	$32,412	$44,497	$32,762	0	FTF + FTT	17031		Applied Mathematics	65	103	79	1	2
1509	$25,360	$44,174	$62,909	$46,448	0	FTF + FTT	17031		Applied Mathematics	35	103	46	1	5
1510	$69,678	$81,466	$150,452	$106,693	0	FTF + FTT	17031		Applied Mathematics	8	103	15	1	10
1511					0	FTF + FTT	17031		Applied Mathematics	4	103	5	1	15
1512	$11,766	$29,882	$51,268	$34,336	0	FTF + FTT	19021		Physics	177	372	240	1	2
1513	$24,932	$47,870	$68,853	$50,213	0	FTF + FTT	19021		Physics	92	372	131	1	5
1514	$41,393	$68,027	$82,462	$71,756	0	FTF + FTT	19021		Physics	36	372	61	1	10
1515	$97,581	$107,950	$164,212	$123,533	0	FTF + FTT	19021		Physics	6	372	16	1	15
1516	$9,568	$15,930	$50,650	$27,628	0	FTF + FTT	19025		Applied Physics	8	22	13	1	2
1517					0	FTF + FTT	19025		Applied Physics	2	22	3	1	5
1518					0	FTF + FTT	19025		Applied Physics		22		1	10
1519					0	FTF + FTT	19025		Applied Physics		22		1	15
1520	$19,377	$37,434	$50,892	$37,034	0	FTF + FTT	19051		Chemistry	519	939	671	1	2
1521	$36,828	$54,515	$69,640	$53,291	0	FTF + FTT	19051		Chemistry	311	939	405	1	5
1522	$51,307	$70,708	$91,248	$71,945	0	FTF + FTT	19051		Chemistry	137	939	190	1	10
1523	$44,603	$69,280	$108,440	$75,630	0	FTF + FTT	19051		Chemistry	43	939	56	1	15
1524	$23,309	$44,938	$57,105	$41,481	0	FTF + FTT	19141		Geology	249	452	303	1	2
1525	$43,216	$60,368	$72,443	$56,724	0	FTF + FTT	19141		Geology	131	452	168	1	5
1526	$46,969	$73,075	$97,031	$72,349	0	FTF + FTT	19141		Geology	60	452	77	1	10
1527	$72,378	$93,950	$130,649	$101,157	0	FTF + FTT	19141		Geology	19	452	25	1	15
1528	$15,092	$36,852	$50,088	$34,724	0	FTF + FTT	19171		Earth Science	27	57	32	1	2
1529	$44,674	$61,818	$69,026	$53,848	0	FTF + FTT	19171		Earth Science	8	57	9	1	5
1530	$43,108	$69,394	$82,280	$57,594	0	FTF + FTT	19171		Earth Science	5	57	5	1	10
1531					0	FTF + FTT	19171		Earth Science	2	57	2	1	15
1532	$15,260	$27,255	$40,586	$30,001	0	FTF + FTT	20013		Psychology	12,298	18,736	14,795	1	2
1533	$21,261	$38,121	$54,028	$40,226	0	FTF + FTT	20013		Psychology	7,139	18,736	9,365	1	5
1534	$30,469	$51,877	$73,159	$54,698	0	FTF + FTT	20013		Psychology	2,782	18,736	4,103	1	10
1535	$34,081	$61,953	$86,087	$65,533	0	FTF + FTT	20013		Psychology	864	18,736	1,322	1	15
1536	$19,294	$35,278	$51,298	$37,250	0	FTF + FTT	20991		Behavioral Science	352	457	412	1	2
1537	$30,535	$47,069	$63,902	$48,778	0	FTF + FTT	20991		Behavioral Science	301	457	371	1	5
1538	$34,325	$57,849	$80,913	$58,914	0	FTF + FTT	20991		Behavioral Science	175	457	252	1	10
1539	$51,623	$76,685	$90,304	$72,058	0	FTF + FTT	20991		Behavioral Science	73	457	105	1	15
1540	$13,856	$24,727	$36,249	$26,652	0	FTF + FTT	20993		Human Development	595	1,106	682	1	2
1541	$24,604	$36,739	$53,729	$40,220	0	FTF + FTT	20993		Human Development	166	1,106	202	1	5
1542					0	FTF + FTT	20993		Human Development		1,106		1	10
1543					0	FTF + FTT	20993		Human Development		1,106		1	15
1544	$25,203	$42,944	$58,976	$44,859	0	FTF + FTT	21021		Public Administration	753	1,012	871	1	2
1545	$33,709	$53,002	$72,965	$55,021	0	FTF + FTT	21021		Public Administration	539	1,012	641	1	5
1546	$45,967	$65,284	$88,186	$67,692	0	FTF + FTT	21021		Public Administration	289	1,012	350	1	10
1547	$44,607	$76,670	$101,122	$78,743	0	FTF + FTT	21021		Public Administration	88	1,012	117	1	15
1548	$15,886	$26,896	$40,858	$29,890	0	FTF + FTT	21031		Recreation Management & Administration	99	202	113	1	2
1549					0	FTF + FTT	21031		Recreation Management & Administration		202		1	5
1550					0	FTF + FTT	21031		Recreation Management & Administration		202		1	10
1551					0	FTF + FTT	21031		Recreation Management & Administration		202		1	15
1552	$18,466	$31,097	$45,713	$32,997	0	FTF + FTT	21031		Recreation Management & Administration	550	724	636	1	2
1553	$23,388	$39,958	$61,177	$43,536	0	FTF + FTT	21031		Recreation Management & Administration	344	724	429	1	5
1554	$32,450	$59,184	$78,262	$57,313	0	FTF + FTT	21031		Recreation Management & Administration	115	724	161	1	10
1555	$44,388	$65,295	$81,335	$63,875	0	FTF + FTT	21031		Recreation Management & Administration	37	724	55	1	15
1556	$21,670	$34,046	$43,156	$33,212	0	FTF + FTT	21041		Social Work	1,625	2,315	1,912	1	2
1557	$30,377	$42,062	$54,988	$42,413	0	FTF + FTT	21041		Social Work	1,121	2,315	1,375	1	5
1558	$39,376	$53,543	$70,409	$55,323	0	FTF + FTT	21041		Social Work	517	2,315	679	1	10
1559	$43,987	$66,722	$87,529	$66,077	0	FTF + FTT	21041		Social Work	139	2,315	200	1	15
1560	$18,925	$32,554	$44,503	$33,165	0	FTF + FTT	21042		Human Services	2,403	3,318	2,824	1	2
1561	$26,937	$41,404	$55,674	$41,811	0	FTF + FTT	21042		Human Services	1,606	3,318	2,014	1	5
1562	$33,159	$51,272	$69,042	$51,968	0	FTF + FTT	21042		Human Services	757	3,318	1,060	1	10
1563	$25,905	$53,745	$77,980	$54,191	0	FTF + FTT	21042		Human Services	212	3,318	320	1	15
1564	$15,007	$27,129	$40,136	$29,031	0	FTF + FTT	21044		Deaf Studies	716	1,030	852	1	2
1565	$18,994	$35,585	$51,976	$36,800	0	FTF + FTT	21044		Deaf Studies	431	1,030	573	1	5
