Campus,Location,Student Path,Entry Stat,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year
10,Pomona,1,FTF + FTT,"38,804","34,944","$14,931","$28,544","$45,122","$31,933","29,821",1
10,Pomona,1,FTF + FTT,"38,804","31,017","$22,138","$39,266","$56,400","$40,960","26,224",2
10,Pomona,1,FTF + FTT,"38,804","27,428","$27,113","$44,784","$62,595","$46,359","22,710",3
10,Pomona,1,FTF + FTT,"38,804","24,055","$30,759","$49,294","$68,406","$51,151","19,535",4
10,Pomona,1,FTF + FTT,"38,804","21,011","$33,892","$53,057","$73,897","$55,298","16,766",5
10,Pomona,1,FTF + FTT,"38,804","18,106","$35,742","$56,504","$78,905","$58,951","14,170",6
10,Pomona,1,FTF + FTT,"38,804","15,634","$38,284","$60,158","$84,315","$63,049","11,910",7
10,Pomona,1,FTF + FTT,"38,804","13,585","$40,722","$63,214","$88,788","$66,700","10,196",8
10,Pomona,1,FTF + FTT,"38,804","11,548","$42,753","$66,171","$92,236","$69,822","8,529",9
10,Pomona,1,FTF + FTT,"38,804","9,617","$44,433","$69,461","$96,134","$73,429","7,013",10
10,Pomona,1,FTF + FTT,"38,804","8,035","$45,926","$72,318","$100,085","$76,514","5,833",11
10,Pomona,1,FTF + FTT,"38,804","6,878","$47,493","$74,513","$103,260","$78,860","4,926",12
10,Pomona,1,FTF + FTT,"38,804","5,231","$49,493","$78,065","$106,824","$82,850","3,694",13
10,Pomona,1,FTF + FTT,"38,804","3,749","$50,495","$81,291","$109,201","$85,253","2,608",14
10,Pomona,1,FTF + FTT,"38,804","2,423","$53,095","$84,753","$113,339","$89,447","1,667",15
10,Pomona,1,FTF,"19,150","16,830","$14,012","$26,948","$42,996","$30,400","14,496",1
10,Pomona,1,FTF,"19,150","14,717","$21,726","$38,288","$55,111","$39,946","12,655",2
10,Pomona,1,FTF,"19,150","12,831","$26,891","$43,984","$61,374","$45,500","10,904",3
10,Pomona,1,FTF,"19,150","11,075","$31,262","$48,716","$67,737","$50,647","9,244",4
10,Pomona,1,FTF,"19,150","9,394","$34,331","$52,366","$73,539","$54,920","7,753",5
10,Pomona,1,FTF,"19,150","7,913","$36,206","$56,064","$78,524","$59,020","6,417",6
10,Pomona,1,FTF,"19,150","6,704","$38,808","$60,069","$84,595","$63,571","5,308",7
10,Pomona,1,FTF,"19,150","5,699","$41,497","$63,424","$89,642","$67,679","4,426",8
10,Pomona,1,FTF,"19,150","4,696","$43,528","$66,329","$92,818","$70,926","3,603",9
10,Pomona,1,FTF,"19,150","3,742","$46,433","$70,416","$98,507","$76,309","2,856",10
10,Pomona,1,FTF,"19,150","2,952","$48,640","$73,685","$102,825","$79,756","2,243",11
10,Pomona,1,FTF,"19,150","2,350","$50,217","$77,173","$106,404","$82,821","1,773",12
10,Pomona,1,FTF,"19,150","1,532","$54,605","$82,951","$112,081","$90,170","1,138",13
10,Pomona,1,FTF,"19,150",865,"$54,093","$84,940","$115,349","$93,334",626,14
10,Pomona,1,FTF,"19,150",347,"$55,954","$88,786","$120,678","$98,080",249,15
10,Pomona,1,FTT,"19,654","18,114","$15,788","$30,066","$47,008","$33,383","15,325",1
10,Pomona,1,FTT,"19,654","16,300","$22,472","$40,382","$57,394","$41,906","13,569",2
10,Pomona,1,FTT,"19,654","14,597","$27,285","$45,549","$63,444","$47,152","11,806",3
10,Pomona,1,FTT,"19,654","12,980","$30,099","$49,882","$69,061","$51,605","10,291",4
10,Pomona,1,FTT,"19,654","11,617","$33,418","$53,691","$74,160","$55,624","9,013",5
10,Pomona,1,FTT,"19,654","10,193","$35,381","$56,860","$79,215","$58,895","7,753",6
10,Pomona,1,FTT,"19,654","8,930","$37,852","$60,197","$83,896","$62,630","6,602",7
10,Pomona,1,FTT,"19,654","7,886","$40,190","$63,057","$88,147","$65,949","5,770",8
10,Pomona,1,FTT,"19,654","6,852","$41,977","$66,141","$92,002","$69,014","4,926",9
10,Pomona,1,FTT,"19,654","5,875","$43,072","$68,915","$95,107","$71,450","4,157",10
10,Pomona,1,FTT,"19,654","5,083","$43,945","$71,244","$98,248","$74,488","3,590",11
10,Pomona,1,FTT,"19,654","4,528","$45,292","$73,207","$101,775","$76,632","3,153",12
10,Pomona,1,FTT,"19,654","3,699","$47,274","$76,514","$104,497","$79,591","2,556",13
10,Pomona,1,FTT,"19,654","2,884","$49,250","$79,543","$107,355","$82,701","1,982",14
10,Pomona,1,FTT,"19,654","2,076","$52,832","$84,148","$111,469","$87,931","1,418",15
10,Pomona,2,FTF + FTT,"16,184","15,697","$6,977","$14,853","$26,867","$20,230","12,232",1
10,Pomona,2,FTF + FTT,"16,184","14,987","$9,176","$19,084","$33,203","$24,577","11,421",2
10,Pomona,2,FTF + FTT,"16,184","13,956","$11,154","$22,678","$38,134","$28,064","10,522",3
10,Pomona,2,FTF + FTT,"16,184","12,897","$13,086","$25,847","$42,715","$31,253","9,672",4
10,Pomona,2,FTF + FTT,"16,184","11,831","$15,091","$29,291","$47,316","$34,890","8,710",5
10,Pomona,2,FTF + FTT,"16,184","10,996","$16,885","$32,344","$51,251","$37,671","8,008",6
10,Pomona,2,FTF + FTT,"16,184","10,116","$18,936","$35,369","$54,611","$40,583","7,308",7
10,Pomona,2,FTF + FTT,"16,184","9,111","$20,842","$38,588","$58,886","$43,649","6,458",8
10,Pomona,2,FTF + FTT,"16,184","8,004","$22,447","$40,870","$62,460","$46,402","5,570",9
10,Pomona,2,FTF + FTT,"16,184","6,954","$24,350","$43,524","$65,189","$48,947","4,730",10
10,Pomona,2,FTF + FTT,"16,184","6,037","$25,679","$45,813","$68,956","$51,523","4,028",11
10,Pomona,2,FTF + FTT,"16,184","5,206","$27,304","$47,072","$72,431","$53,923","3,399",12
10,Pomona,2,FTF + FTT,"16,184","4,319","$26,363","$47,921","$74,393","$54,757","2,801",13
10,Pomona,2,FTF + FTT,"16,184","3,489","$26,782","$49,637","$78,049","$57,520","2,217",14
10,Pomona,2,FTF + FTT,"16,184","2,620","$27,364","$50,931","$80,576","$58,143","1,641",15
10,Pomona,2,FTF,"10,531","10,194","$5,732","$12,332","$20,771","$15,706","7,956",1
10,Pomona,2,FTF,"10,531","9,734","$7,768","$15,947","$26,197","$19,710","7,469",2
10,Pomona,2,FTF,"10,531","9,052","$9,707","$19,258","$31,607","$23,291","6,940",3
10,Pomona,2,FTF,"10,531","8,359","$11,173","$22,180","$36,205","$26,541","6,402",4
10,Pomona,2,FTF,"10,531","7,668","$13,379","$25,781","$41,501","$30,278","5,783",5
10,Pomona,2,FTF,"10,531","7,131","$15,021","$28,721","$45,140","$33,212","5,322",6
10,Pomona,2,FTF,"10,531","6,541","$17,185","$32,133","$48,752","$36,195","4,904",7
10,Pomona,2,FTF,"10,531","5,860","$19,415","$35,341","$52,970","$39,496","4,326",8
10,Pomona,2,FTF,"10,531","5,103","$20,534","$37,394","$56,723","$42,245","3,716",9
10,Pomona,2,FTF,"10,531","4,361","$22,897","$40,512","$59,910","$45,035","3,106",10
10,Pomona,2,FTF,"10,531","3,719","$25,044","$43,235","$64,643","$47,889","2,593",11
10,Pomona,2,FTF,"10,531","3,188","$25,821","$44,383","$67,655","$50,090","2,190",12
10,Pomona,2,FTF,"10,531","2,610","$25,010","$45,123","$69,005","$51,431","1,802",13
10,Pomona,2,FTF,"10,531","2,043","$26,292","$47,252","$73,373","$54,852","1,375",14
10,Pomona,2,FTF,"10,531","1,493","$26,988","$48,861","$77,186","$56,690",982,15
10,Pomona,2,FTT,"5,653","5,503","$11,049","$23,211","$39,131","$28,646","4,276",1
10,Pomona,2,FTT,"5,653","5,253","$14,125","$28,520","$46,306","$33,775","3,952",2
10,Pomona,2,FTT,"5,653","4,904","$16,470","$32,196","$51,252","$37,311","3,582",3
10,Pomona,2,FTT,"5,653","4,538","$18,755","$36,298","$56,374","$40,478","3,270",4
10,Pomona,2,FTT,"5,653","4,163","$20,832","$38,391","$59,490","$44,003","2,927",5
10,Pomona,2,FTT,"5,653","3,865","$23,087","$41,068","$62,878","$46,505","2,686",6
10,Pomona,2,FTT,"5,653","3,575","$24,280","$44,267","$66,170","$49,532","2,404",7
10,Pomona,2,FTT,"5,653","3,251","$25,539","$47,002","$70,265","$52,077","2,132",8
10,Pomona,2,FTT,"5,653","2,901","$26,975","$49,419","$74,000","$54,735","1,854",9
10,Pomona,2,FTT,"5,653","2,593","$27,218","$50,891","$74,569","$56,428","1,624",10
10,Pomona,2,FTT,"5,653","2,318","$27,328","$51,768","$77,279","$58,089","1,435",11
10,Pomona,2,FTT,"5,653","2,018","$29,811","$54,946","$80,743","$60,867","1,209",12
10,Pomona,2,FTT,"5,653","1,709","$29,664","$54,606","$83,594","$60,758",999,13
10,Pomona,2,FTT,"5,653","1,446","$28,153","$56,847","$84,923","$61,877",842,14
10,Pomona,2,FTT,"5,653","1,127","$29,857","$56,587","$84,288","$60,308",659,15
10,Pomona,3,FTF + FTT,"4,864","4,453","$15,256","$30,551","$49,139","$35,290","3,432",1
10,Pomona,3,FTF + FTT,"4,864","4,031","$22,531","$40,450","$59,275","$43,323","3,119",2
10,Pomona,3,FTF + FTT,"4,864","3,605","$24,991","$44,932","$64,347","$47,477","2,751",3
10,Pomona,3,FTF + FTT,"4,864","3,172","$27,478","$47,447","$67,610","$50,244","2,365",4
10,Pomona,3,FTF + FTT,"4,864","2,726","$31,077","$52,266","$74,308","$55,311","2,001",5
10,Pomona,3,FTF + FTT,"4,864","2,367","$34,492","$56,627","$78,466","$59,474","1,681",6
10,Pomona,3,FTF + FTT,"4,864","2,027","$35,108","$60,755","$85,015","$62,736","1,433",7
10,Pomona,3,FTF + FTT,"4,864","1,723","$37,246","$62,714","$88,885","$66,426","1,200",8
10,Pomona,3,FTF + FTT,"4,864","1,426","$40,378","$66,284","$93,462","$69,858",982,9
10,Pomona,3,FTF + FTT,"4,864","1,127","$42,211","$69,048","$97,557","$73,195",761,10
10,Pomona,3,FTF + FTT,"4,864",880,"$39,169","$70,948","$98,808","$73,987",598,11
10,Pomona,3,FTF + FTT,"4,864",639,"$44,034","$72,314","$103,995","$80,472",429,12
10,Pomona,3,FTF + FTT,"4,864",440,"$48,542","$77,006","$106,301","$85,667",295,13
10,Pomona,3,FTF + FTT,"4,864",269,"$45,404","$73,097","$101,597","$87,400",172,14
10,Pomona,3,FTF + FTT,"4,864",144,"$41,317","$78,558","$106,288","$89,266",92,15
10,Pomona,3,FTF,"3,059","2,788","$14,189","$28,804","$45,858","$32,819","2,154",1
10,Pomona,3,FTF,"3,059","2,505","$22,670","$39,232","$57,044","$41,758","1,944",2
10,Pomona,3,FTF,"3,059","2,208","$24,834","$43,916","$63,005","$46,172","1,697",3
10,Pomona,3,FTF,"3,059","1,901","$26,612","$46,379","$65,565","$48,587","1,439",4
10,Pomona,3,FTF,"3,059","1,608","$30,414","$51,678","$72,766","$53,698","1,204",5
10,Pomona,3,FTF,"3,059","1,374","$34,719","$56,728","$77,417","$58,962",989,6
10,Pomona,3,FTF,"3,059","1,153","$36,159","$60,147","$83,227","$62,107",825,7
10,Pomona,3,FTF,"3,059",962,"$37,362","$62,094","$88,049","$65,459",683,8
10,Pomona,3,FTF,"3,059",782,"$38,280","$65,185","$92,195","$67,814",549,9
10,Pomona,3,FTF,"3,059",599,"$43,764","$69,169","$98,353","$74,097",415,10
10,Pomona,3,FTF,"3,059",441,"$37,728","$72,314","$99,795","$74,842",313,11
10,Pomona,3,FTF,"3,059",294,"$47,007","$76,095","$104,871","$85,956",200,12
10,Pomona,3,FTF,"3,059",169,"$62,006","$81,870","$112,608","$98,659",112,13
10,Pomona,3,FTF,"3,059",75,"$59,058","$81,545","$116,052","$131,866",43,14
10,Pomona,3,FTF,"3,059",28,"$74,075","$83,963","$185,664","$135,075",16,15
10,Pomona,3,FTT,"1,805","1,665","$17,393","$34,211","$53,605","$39,455","1,278",1
10,Pomona,3,FTT,"1,805","1,526","$22,521","$42,882","$62,845","$45,912","1,175",2
10,Pomona,3,FTT,"1,805","1,397","$25,147","$46,524","$67,893","$49,580","1,054",3
10,Pomona,3,FTT,"1,805","1,271","$28,895","$48,469","$71,521","$52,819",926,4
10,Pomona,3,FTT,"1,805","1,118","$32,353","$53,388","$76,872","$57,747",797,5
10,Pomona,3,FTT,"1,805",993,"$33,863","$56,444","$80,471","$60,206",692,6
10,Pomona,3,FTT,"1,805",874,"$33,794","$61,045","$86,156","$63,590",608,7
10,Pomona,3,FTT,"1,805",761,"$36,315","$63,105","$91,194","$67,704",517,8
10,Pomona,3,FTT,"1,805",644,"$43,499","$67,582","$94,939","$72,449",433,9
10,Pomona,3,FTT,"1,805",528,"$41,737","$69,020","$96,961","$72,115",346,10
10,Pomona,3,FTT,"1,805",439,"$39,920","$69,644","$97,598","$73,048",285,11
10,Pomona,3,FTT,"1,805",345,"$41,449","$71,075","$100,972","$75,682",229,12
10,Pomona,3,FTT,"1,805",271,"$45,664","$74,632","$99,114","$77,715",183,13
10,Pomona,3,FTT,"1,805",194,"$44,723","$68,983","$99,208","$72,579",129,14
10,Pomona,3,FTT,"1,805",116,"$39,426","$75,366","$105,925","$79,622",76,15
10,Pomona,4,FTF + FTT,"7,428","6,524","$32,956","$56,090","$77,331","$57,569","5,262",1
10,Pomona,4,FTF + FTT,"7,428","5,654","$43,278","$64,002","$84,914","$65,591","4,534",2
10,Pomona,4,FTF + FTT,"7,428","4,840","$49,213","$68,899","$90,325","$71,755","3,828",3
10,Pomona,4,FTF + FTT,"7,428","4,086","$52,656","$72,791","$95,043","$75,688","3,197",4
10,Pomona,4,FTF + FTT,"7,428","3,402","$55,214","$74,815","$99,412","$78,818","2,651",5
10,Pomona,4,FTF + FTT,"7,428","2,841","$58,604","$78,290","$103,634","$83,384","2,189",6
10,Pomona,4,FTF + FTT,"7,428","2,309","$59,262","$81,112","$106,977","$85,803","1,770",7
10,Pomona,4,FTF + FTT,"7,428","1,843","$62,108","$83,230","$109,562","$89,535","1,408",8
10,Pomona,4,FTF + FTT,"7,428","1,421","$64,228","$85,219","$112,173","$91,704","1,088",9
10,Pomona,4,FTF + FTT,"7,428","1,061","$69,444","$88,480","$115,072","$97,006",802,10
10,Pomona,4,FTF + FTT,"7,428",698,"$72,687","$89,496","$119,255","$98,841",527,11
10,Pomona,4,FTF + FTT,"7,428",441,"$71,605","$87,689","$120,293","$100,855",323,12
10,Pomona,4,FTF + FTT,"7,428",272,"$64,104","$86,496","$106,702","$94,354",205,13
10,Pomona,4,FTF + FTT,"7,428",141,"$64,059","$91,021","$117,493","$101,304",106,14
10,Pomona,4,FTF + FTT,"7,428",62,"$78,636","$105,735","$129,905","$123,929",45,15
10,Pomona,4,FTF,"3,749","3,248","$31,498","$54,097","$73,789","$55,529","2,631",1
10,Pomona,4,FTF,"3,749","2,745","$43,072","$62,806","$82,920","$64,461","2,202",2
10,Pomona,4,FTF,"3,749","2,315","$48,497","$67,563","$89,133","$70,108","1,839",3
10,Pomona,4,FTF,"3,749","1,876","$51,625","$71,107","$94,692","$75,383","1,468",4
10,Pomona,4,FTF,"3,749","1,530","$52,526","$73,098","$99,174","$78,444","1,189",5
10,Pomona,4,FTF,"3,749","1,234","$56,277","$76,259","$103,468","$82,523",952,6
10,Pomona,4,FTF,"3,749",977,"$56,945","$77,937","$104,312","$84,964",736,7
10,Pomona,4,FTF,"3,749",755,"$59,281","$81,023","$109,369","$88,885",574,8
10,Pomona,4,FTF,"3,749",548,"$61,334","$83,621","$110,739","$89,953",414,9
10,Pomona,4,FTF,"3,749",377,"$70,142","$87,877","$113,036","$94,909",281,10
10,Pomona,4,FTF,"3,749",215,"$73,613","$89,946","$120,636","$104,259",162,11
10,Pomona,4,FTF,"3,749",99,"$73,821","$83,094","$115,289","$99,978",72,12
10,Pomona,4,FTF,"3,749",46,"$67,063","$87,689","$106,142","$96,074",37,13
10,Pomona,4,FTF,"3,749",14,"$58,364","$79,413","$112,747","$82,351",11,14
10,Pomona,4,FTF,"3,749",3,,,,,2,15
10,Pomona,4,FTT,"3,679","3,276","$33,947","$58,504","$79,749","$59,609","2,631",1
10,Pomona,4,FTT,"3,679","2,909","$43,685","$65,451","$87,062","$66,658","2,332",2
10,Pomona,4,FTT,"3,679","2,525","$50,138","$70,496","$91,567","$73,277","1,989",3
10,Pomona,4,FTT,"3,679","2,210","$54,023","$73,984","$95,225","$75,947","1,729",4
10,Pomona,4,FTT,"3,679","1,872","$56,734","$76,586","$99,461","$79,123","1,462",5
10,Pomona,4,FTT,"3,679","1,607","$59,499","$80,080","$103,886","$84,047","1,237",6
10,Pomona,4,FTT,"3,679","1,332","$60,372","$83,064","$108,013","$86,401","1,034",7
10,Pomona,4,FTT,"3,679","1,088","$64,037","$84,298","$109,788","$89,983",834,8
10,Pomona,4,FTT,"3,679",873,"$65,630","$86,262","$113,180","$92,780",674,9
10,Pomona,4,FTT,"3,679",684,"$69,142","$88,954","$116,875","$98,137",521,10
10,Pomona,4,FTT,"3,679",483,"$72,316","$88,835","$116,598","$96,437",365,11
10,Pomona,4,FTT,"3,679",342,"$70,219","$90,168","$122,443","$101,107",251,12
10,Pomona,4,FTT,"3,679",226,"$63,808","$86,047","$107,223","$93,975",168,13
10,Pomona,4,FTT,"3,679",127,"$64,059","$91,427","$121,023","$103,498",95,14
10,Pomona,4,FTT,"3,679",59,"$78,636","$106,953","$134,904","$127,001",43,15
10,Pomona,5,Postbacc,"1,381","1,373","$41,649","$68,480","$88,920","$68,019","1,194",1
10,Pomona,5,Postbacc,"1,381","1,361","$51,375","$75,075","$94,050","$74,985","1,152",2
10,Pomona,5,Postbacc,"1,381","1,358","$57,022","$78,525","$99,254","$79,925","1,111",3
10,Pomona,5,Postbacc,"1,381","1,341","$59,081","$81,044","$102,305","$81,933","1,081",4
10,Pomona,5,Postbacc,"1,381","1,327","$59,714","$84,723","$106,410","$85,463","1,040",5
10,Pomona,5,Postbacc,"1,381","1,302","$60,845","$86,185","$108,636","$86,969","1,018",6
10,Pomona,5,Postbacc,"1,381","1,268","$60,658","$86,618","$110,405","$87,649",981,7
10,Pomona,5,Postbacc,"1,381","1,235","$61,418","$87,147","$111,983","$89,423",944,8
10,Pomona,5,Postbacc,"1,381","1,170","$62,599","$88,753","$114,910","$91,614",876,9
10,Pomona,5,Postbacc,"1,381","1,101","$64,667","$89,997","$114,615","$93,702",805,10
10,Pomona,5,Postbacc,"1,381",965,"$64,460","$90,522","$117,696","$95,816",679,11
10,Pomona,5,Postbacc,"1,381",840,"$64,060","$91,368","$119,675","$95,854",579,12
10,Pomona,5,Postbacc,"1,381",673,"$64,488","$91,761","$125,368","$99,596",446,13
10,Pomona,5,Postbacc,"1,381",499,"$60,687","$93,139","$130,881","$100,554",323,14
10,Pomona,5,Postbacc,"1,381",361,"$63,299","$96,795","$139,605","$110,372",228,15
10,Pomona,6,Postbacc,"1,918","1,916","$28,295","$54,401","$68,713","$51,708","1,715",1
10,Pomona,6,Postbacc,"1,918","1,910","$35,498","$59,997","$73,576","$57,046","1,612",2
10,Pomona,6,Postbacc,"1,918","1,906","$39,846","$62,924","$76,766","$59,726","1,563",3
10,Pomona,6,Postbacc,"1,918","1,900","$41,666","$66,116","$80,619","$62,916","1,489",4
10,Pomona,6,Postbacc,"1,918","1,895","$41,357","$66,886","$82,590","$63,985","1,465",5
10,Pomona,6,Postbacc,"1,918","1,892","$39,541","$68,768","$84,717","$65,821","1,433",6
10,Pomona,6,Postbacc,"1,918","1,879","$42,424","$69,800","$86,298","$66,976","1,392",7
10,Pomona,6,Postbacc,"1,918","1,869","$43,741","$71,737","$89,068","$69,254","1,343",8
10,Pomona,6,Postbacc,"1,918","1,838","$43,413","$72,468","$89,618","$69,582","1,311",9
10,Pomona,6,Postbacc,"1,918","1,801","$43,559","$73,411","$89,290","$69,421","1,272",10
10,Pomona,6,Postbacc,"1,918","1,731","$41,443","$74,498","$90,699","$71,087","1,208",11
10,Pomona,6,Postbacc,"1,918","1,588","$48,396","$77,646","$94,063","$74,763","1,077",12
10,Pomona,6,Postbacc,"1,918","1,313","$49,070","$77,531","$94,285","$76,364",867,13
10,Pomona,6,Postbacc,"1,918","1,015","$49,599","$79,410","$96,175","$78,553",670,14
10,Pomona,6,Postbacc,"1,918",760,"$53,323","$81,964","$99,767","$80,400",502,15
10,Pomona,8,Postbacc,"1,211","1,209","$51,783","$61,594","$71,849","$59,369","1,168",1
10,Pomona,8,Postbacc,"1,211","1,207","$56,733","$65,675","$75,127","$63,643","1,131",2
10,Pomona,8,Postbacc,"1,211","1,206","$59,257","$68,036","$77,512","$66,251","1,109",3
10,Pomona,8,Postbacc,"1,211","1,203","$61,105","$71,135","$81,489","$68,829","1,087",4
10,Pomona,8,Postbacc,"1,211","1,201","$62,592","$73,640","$84,329","$71,051","1,059",5
10,Pomona,8,Postbacc,"1,211","1,200","$65,471","$76,157","$86,056","$72,729","1,035",6
10,Pomona,8,Postbacc,"1,211","1,190","$65,901","$77,310","$87,556","$73,965","1,013",7
10,Pomona,8,Postbacc,"1,211","1,183","$66,736","$78,994","$89,191","$75,071",993,8
10,Pomona,8,Postbacc,"1,211","1,175","$67,247","$80,183","$88,959","$75,165",980,9
10,Pomona,8,Postbacc,"1,211","1,157","$68,314","$80,732","$90,201","$75,743",958,10
10,Pomona,8,Postbacc,"1,211","1,124","$70,096","$81,816","$91,111","$76,835",918,11
10,Pomona,8,Postbacc,"1,211","1,091","$72,830","$83,171","$92,453","$78,617",873,12
10,Pomona,8,Postbacc,"1,211",867,"$74,052","$84,826","$93,153","$80,316",675,13
10,Pomona,8,Postbacc,"1,211",662,"$74,382","$85,828","$94,874","$81,177",516,14
10,Pomona,8,Postbacc,"1,211",472,"$76,126","$86,219","$96,860","$82,048",370,15
40,Long Beach,1,FTF + FTT,"37,933","33,084","$11,083","$21,658","$34,754","$25,433","28,272",1
40,Long Beach,1,FTF + FTT,"37,933","26,490","$16,231","$30,171","$45,346","$33,432","22,352",2
40,Long Beach,1,FTF + FTT,"37,933","20,450","$19,903","$35,327","$51,934","$38,534","16,784",3
40,Long Beach,1,FTF + FTT,"37,933","14,948","$23,508","$40,106","$57,424","$43,187","11,999",4
40,Long Beach,1,FTF + FTT,"37,933","10,469","$25,884","$43,425","$62,739","$47,256","8,220",5
40,Long Beach,1,FTF + FTT,"37,933","6,709","$28,216","$46,673","$66,804","$51,010","5,117",6
40,Long Beach,1,FTF + FTT,"37,933","3,532","$29,987","$50,336","$72,332","$54,558","2,588",7
40,Long Beach,1,FTF + FTT,"37,933","1,481","$33,459","$54,020","$77,803","$58,792","1,041",8
40,Long Beach,1,FTF + FTT,"37,933",231,"$44,267","$66,163","$89,843","$67,404",146,9
40,Long Beach,1,FTF + FTT,"37,933",11,"$33,064","$57,972","$85,543","$62,110",8,10
40,Long Beach,1,FTF + FTT,"37,933",,,,,,,11
40,Long Beach,1,FTF + FTT,"37,933",,,,,,,12
40,Long Beach,1,FTF + FTT,"37,933",,,,,,,13
40,Long Beach,1,FTF + FTT,"37,933",,,,,,,14
40,Long Beach,1,FTF + FTT,"37,933",,,,,,,15
40,Long Beach,1,FTF,"16,372","13,260","$10,386","$20,366","$33,047","$23,799","11,597",1
40,Long Beach,1,FTF,"16,372","10,175","$15,571","$29,504","$43,942","$32,235","8,797",2
40,Long Beach,1,FTF,"16,372","7,395","$19,600","$35,308","$51,160","$37,710","6,233",3
40,Long Beach,1,FTF,"16,372","4,676","$24,321","$41,078","$57,657","$43,237","3,885",4
40,Long Beach,1,FTF,"16,372","2,371","$27,062","$44,769","$62,961","$47,883","1,956",5
40,Long Beach,1,FTF,"16,372",733,"$29,016","$49,364","$70,381","$53,573",607,6
40,Long Beach,1,FTF,"16,372",70,"$26,549","$49,376","$75,811","$53,429",57,7
40,Long Beach,1,FTF,"16,372",26,"$32,937","$47,482","$82,375","$54,268",20,8
40,Long Beach,1,FTF,"16,372",14,"$49,446","$66,093","$73,507","$65,517",9,9
40,Long Beach,1,FTF,"16,372",2,,,,,2,10
40,Long Beach,1,FTF,"16,372",,,,,,,11
40,Long Beach,1,FTF,"16,372",,,,,,,12
40,Long Beach,1,FTF,"16,372",,,,,,,13
40,Long Beach,1,FTF,"16,372",,,,,,,14
40,Long Beach,1,FTF,"16,372",,,,,,,15
40,Long Beach,1,FTT,"21,561","19,824","$11,613","$22,528","$36,000","$26,570","16,675",1
40,Long Beach,1,FTT,"21,561","16,315","$16,675","$30,751","$46,294","$34,210","13,555",2
40,Long Beach,1,FTT,"21,561","13,055","$20,075","$35,343","$52,515","$39,021","10,551",3
40,Long Beach,1,FTT,"21,561","10,272","$23,082","$39,753","$57,315","$43,164","8,114",4
40,Long Beach,1,FTT,"21,561","8,098","$25,525","$42,941","$62,598","$47,060","6,264",5
40,Long Beach,1,FTT,"21,561","5,976","$28,138","$46,449","$66,292","$50,665","4,510",6
40,Long Beach,1,FTT,"21,561","3,462","$30,106","$50,336","$71,908","$54,583","2,531",7
40,Long Beach,1,FTT,"21,561","1,455","$33,459","$54,186","$77,803","$58,880","1,021",8
40,Long Beach,1,FTT,"21,561",217,"$44,250","$66,233","$90,226","$67,528",137,9
40,Long Beach,1,FTT,"21,561",9,"$18,555","$57,972","$93,821","$62,008",6,10
40,Long Beach,1,FTT,"21,561",,,,,,,11
40,Long Beach,1,FTT,"21,561",,,,,,,12
40,Long Beach,1,FTT,"21,561",,,,,,,13
40,Long Beach,1,FTT,"21,561",,,,,,,14
40,Long Beach,1,FTT,"21,561",,,,,,,15
40,Long Beach,2,FTF + FTT,"10,365","9,783","$6,096","$13,321","$23,954","$18,403","7,478",1
40,Long Beach,2,FTF + FTT,"10,365","8,933","$8,122","$16,303","$28,873","$21,741","6,664",2
40,Long Beach,2,FTF + FTT,"10,365","7,638","$9,704","$19,069","$32,680","$24,728","5,621",3
40,Long Beach,2,FTF + FTT,"10,365","6,374","$11,508","$21,879","$36,689","$28,004","4,630",4
40,Long Beach,2,FTF + FTT,"10,365","5,108","$13,125","$25,261","$40,925","$31,055","3,649",5
40,Long Beach,2,FTF + FTT,"10,365","3,866","$14,676","$27,490","$43,584","$33,258","2,746",6
40,Long Beach,2,FTF + FTT,"10,365","2,936","$16,143","$30,083","$46,780","$35,710","2,058",7
40,Long Beach,2,FTF + FTT,"10,365","1,892","$18,054","$32,717","$50,231","$38,826","1,331",8
40,Long Beach,2,FTF + FTT,"10,365",959,"$21,326","$34,283","$52,512","$43,222",651,9
40,Long Beach,2,FTF + FTT,"10,365",246,"$22,194","$37,546","$56,721","$49,870",159,10
40,Long Beach,2,FTF + FTT,"10,365",,,,,,,11
40,Long Beach,2,FTF + FTT,"10,365",,,,,,,12
40,Long Beach,2,FTF + FTT,"10,365",,,,,,,13
40,Long Beach,2,FTF + FTT,"10,365",,,,,,,14
40,Long Beach,2,FTF + FTT,"10,365",,,,,,,15
40,Long Beach,2,FTF,"6,513","6,097","$4,828","$10,789","$17,867","$13,330","4,629",1
40,Long Beach,2,FTF,"6,513","5,507","$6,732","$13,285","$21,949","$16,156","4,156",2
40,Long Beach,2,FTF,"6,513","4,641","$8,192","$15,874","$26,297","$19,272","3,480",3
40,Long Beach,2,FTF,"6,513","3,801","$9,988","$18,530","$29,436","$22,314","2,852",4
40,Long Beach,2,FTF,"6,513","3,011","$10,876","$22,215","$34,127","$24,936","2,230",5
40,Long Beach,2,FTF,"6,513","2,234","$12,715","$24,090","$37,581","$27,084","1,656",6
40,Long Beach,2,FTF,"6,513","1,648","$14,635","$26,621","$40,691","$29,525","1,228",7
40,Long Beach,2,FTF,"6,513","1,002","$16,245","$29,382","$45,120","$32,300",757,8
40,Long Beach,2,FTF,"6,513",519,"$18,975","$31,459","$47,448","$35,914",381,9
